1.4.7 Lesser Antilles / Creole Caribbean	2.2.1.3.24.23	1.4.7 Lesser Antilles / Creole Caribbean
Locote picado	1.8.6.3.17.3	Locote picado
Locote picado	1.8.6.4.17.3	Locote picado
Locote pimentón	1.8.6.3.2.4	Locote paprika
Locote rojo	1.8.6.1.2.8	Locote rojo
Locote rojo	1.8.6.1.9.5	Locote rojo
Locote rojo	1.8.6.2.2.8	Locote rojo
Locote rojo	1.8.6.2.9.5	Locote rojo
Locote rojo	1.8.6.3.2.3	Locote rojo
Locote rojo	1.8.6.3.9.5	Locote rojo
Locote rojo	1.8.6.4.2.8	Locote rojo
Locote rojo	1.8.6.4.9.5	Locote rojo
Locote seco	1.8.6.2.8.13	Locote seco
Locote verde	1.8.6.1.2.7	Locote verde
Locote verde	1.8.6.1.9.4	Locote verde
Locote verde	1.8.6.2.2.7	Locote verde
Locote verde	1.8.6.2.9.4	Locote verde
Locote verde	1.8.6.3.2.2	Locote verde
Locote verde	1.8.6.3.9.4	Locote verde
Locote verde	1.8.6.4.2.7	Locote verde
Locote verde	1.8.6.4.9.4	Locote verde
locoto	1.6.4.1.2.12	locoto
locoto	1.6.4.1.9.6	locoto
locoto	1.6.4.2.2.11	locoto
locoto	1.6.4.2.9.6	locoto
locoto	1.6.4.3.9.6	locoto
locoto	1.6.5.1.2.11	locoto
locoto	1.6.5.2.8.4	locoto
locoto	1.6.5.3.9.5	locoto
locoto	1.6.5.4.2.9	locoto
locoto molido	1.6.4.2.13.3	locoto molido
locoto molido	1.6.5.2.13.8	locoto molido
locoto picado	1.6.4.3.17.4	locoto picado
locoto picado	1.6.5.3.17.5	locoto picado
locoto picado	1.6.5.4.17.3	locoto picado
locoto rojo	1.6.4.3.2.9	locoto rojo
locoto seco	1.6.4.1.8.3	locoto seco
locoto seco	1.6.4.2.8.2	locoto seco
locoto seco	1.6.4.3.8.3	locoto seco
locoto verde	1.6.4.3.2.8	locoto verde
Locro pastuso	1.5.1.4.18.3	Locro pastuso
locust bean powder	3.4.1.4.13.3	locust bean powder
locust bean seeds	3.4.1.4.5.4	locust bean seeds
locust bean seeds	3.4.2.2.5.2	locust bean seeds
locust bean seeds	3.4.2.3.5.5	locust bean seeds
locust bean seeds	3.4.2.4.5.5	locust bean seeds
locust beans	3.4.1.4.4.4	locust beans
locust beans	3.4.2.1.4.9	locust beans
locust beans	3.4.2.3.4.6	locust beans
locust beans	3.4.2.4.4.6	locust beans
locust beans	3.4.3.1.4.8	locust beans
locust beans	3.4.3.2.4.8	locust beans
locust beans	3.4.4.3.4.6	locust beans
Locusts	3.8.1.1.18.4	Locusts
Lodi apples	1.1.1.2.3.7	Lodi apples
Lofotlam	2.9.2.4.18.4	Lofotlam
Lofotlam	2.9.2.4.6.4	Lofotlam
Log fire	2.2.8.2.24.1	Log fire
Log-grown shiitake mushrooms	6.5.2.4.18.11	Log-grown shiitake mushrooms
Log-grown shiitake mushrooms	6.5.2.4.2.15	Log-grown shiitake mushrooms
Loin de l’Œil grapes	2.3.4.3.3.5	Far from the Eye grapes
Loire fish rillettes	2.3.2.2.13.4	Loire fish rillettes
Loire fish rillettes	2.3.2.2.14.5	Loire fish rillettes
Loire fish terrine	2.3.2.2.14.4	Loire fish terrine
Loire friture fish	2.3.2.2.6.24	Loire friture fish
lokan clams	7.3.1.2.18.5	lokan clams
lokan clams	7.3.1.2.6.21	lokan clams
Lokot-lokot	7.4.3.3.18.9	Lokot-lokot
Lokot-lokot	7.4.4.3.18.5	Lokot-lokot
Lokot-lokot	7.4.4.4.18.15	Lokot-lokot
lokše	2.5.6.1.1.21	lox
lokše	2.5.6.1.18.8	lox
lokše	2.5.6.2.1.26	lox
lokše	2.5.6.3.1.25	lox
lolaz	4.1.5.1.4.6	lolaz
Lollo Bionda	2.5.2.2.2.20	Lollo Bionda
Lollo Bionda	2.5.2.4.2.8	Lollo Bionda
Lollo Rosso	2.5.2.2.2.19	Lollo Rosso
Lollo Rosso	2.5.2.4.2.7	Lollo Rosso
loloh cemcem	7.3.3.2.20.3	loloh cemcem
loloh kunyit	7.3.3.1.20.6	loloh kunyit
lolot leaves	7.1.9.1.18.8	lolot leaves
lolot leaves	7.1.9.1.23.5	lolot leaves
lolot leaves	7.1.9.1.7.2	lolot leaves
lombetto	2.4.3.2.14.7	lombetto
lombetto	2.4.3.2.6.7	lombetto
lombo branco de Portalegre IGP	2.2.1.4.6.24	white loin from Portalegre PGI
lombo de porco salgado	1.7.1.2.6.29	salted pork loin
lombo enguitado de Portalegre IGP	2.2.1.4.6.25	engulated loin of Portalegre PGI
lombo suíno	1.7.4.2.6.6	pork loin
lombo suíno	1.7.4.3.6.5	pork loin
lombo suíno	1.7.4.4.6.17	pork loin
lombo suíno	1.7.5.1.6.7	pork loin
lombo suíno	1.7.5.3.6.6	pork loin
lombo suíno	1.7.6.1.6.7	pork loin
Lombok shrimp paste	7.3.3.3.18.7	Lombok shrimp paste
lomito de paiche ahumado	1.6.3.1.14.5	wood ash
lomito de res	1.3.6.4.6.13	beef tenderloin
Lomo de cerdo	1.4.1.1.6.3	pork loin
Lomo de cerdo	1.4.1.2.6.3	pork loin
lomo de cerdo	1.3.3.2.6.18	pork loin
lomo de cerdo	1.3.5.2.6.18	pork loin
lomo de cerdo	1.3.5.4.6.19	pork loin
lomo de cerdo	1.3.6.1.6.21	pork loin
lomo de cerdo	1.3.6.2.6.4	pork loin
lomo de cerdo	2.2.7.1.6.3	pork loin
lomo de cerdo	2.2.7.4.6.3	pork loin
lomo de chato murciano	2.2.6.3.6.3	Murcian flat loin
lomo embuchado	2.2.4.1.14.4	lomo embuchado
lomo embuchado	2.2.4.1.6.14	lomo embuchado
lomo embuchado	2.2.4.2.14.9	lomo embuchado
lomo embuchado	2.2.4.2.6.21	lomo embuchado
lomo embuchado	2.2.4.3.14.5	lomo embuchado
Lomo ibérico	2.2.7.5.6.3	Iberian loin
lomo ibérico	2.2.4.4.6.8	iberian loin
lomo ibérico curado	2.2.4.4.14.3	cured iberian loin
London dry gin	2.1.1.3.20.4	London dry gin
London porter	2.1.1.3.16.14	London porter
London porter	2.1.1.3.20.3	London porter
Long	5.5.5.1.8.14	Long
Long bean	5.5.5.6.2.18	Long bean
Long bean	5.5.5.6.4.4	Long bean
Long bean	7.5.2.1.2.7	Long bean
Long bean	7.5.2.2.2.12	Long bean
Long bean	7.5.2.3.2.7	Long bean
Long bean	9.3.2.1.4.2	Long bean
Long bean	9.3.2.2.4.2	Long bean
Long bean	9.3.2.3.4.2	Long bean
Long bean	9.3.2.4.4.1	Long bean
Long bean	9.3.3.2.2.13	Long bean
Long bean	9.3.3.2.4.1	Long bean
Long bean	9.3.3.3.2.12	Long bean
Long bean	9.3.3.3.4.1	Long bean
long bean	9.5.3.1.2.10	long bean
long bean	9.5.3.1.4.2	long bean
long bean leaves	7.3.5.1.2.20	long bean leaves
long bean shoots	6.4.2.3.2.8	long bean shoots
Long beans	5.4.2.1.2.21	Long beans
Long beans	5.4.3.2.2.15	Long beans
Long beans	5.4.3.3.2.27	Long beans
Long beans	5.5.1.2.2.16	Long beans
Long beans	5.5.5.2.4.4	Long beans
Long beans	5.6.1.1.2.15	Long beans
Long beans	5.6.1.2.2.17	Long beans
Long beans	5.6.1.3.2.16	Long beans
Long beans	5.6.3.1.2.19	Long beans
Long beans	5.8.1.1.2.12	Long beans
Long beans	5.8.1.3.2.10	Long beans
Long beans	9.3.2.1.2.5	Long beans
Long beans	9.3.2.2.2.5	Long beans
Long beans	9.3.2.3.2.5	Long beans
Long beans	9.3.2.4.2.8	Long beans
long beans	1.1.12.1.2.34	long beans
long beans	1.1.12.1.4.11	long beans
long beans	1.1.12.2.2.31	long beans
long beans	1.1.12.2.4.11	long beans
long beans	1.1.12.3.4.11	long beans
long beans	1.1.12.4.2.16	long beans
long beans	1.1.12.4.4.11	long beans
long beans	1.1.8.5.2.17	long beans
long beans	1.1.8.5.4.10	long beans
long beans	7.1.2.1.2.4	long beans
long beans	7.1.2.1.4.5	long beans
long beans	7.1.2.3.2.11	long beans
long beans	7.1.2.3.4.8	long beans
long beans	7.1.4.1.4.5	long beans
long beans	7.1.4.2.2.10	long beans
long beans	7.1.4.2.4.4	long beans
long beans	7.1.4.3.2.1	long beans
long beans	7.1.4.3.4.1	long beans
long beans	7.1.5.2.2.10	long beans
long beans	7.1.5.2.4.6	long beans
long beans	7.1.5.3.2.15	long beans
long beans	7.1.5.3.4.6	long beans
long beans	7.1.5.4.2.17	long beans
long beans	7.1.5.4.4.9	long beans
long beans	7.1.6.1.2.27	long beans
long beans	7.1.6.1.4.5	long beans
long beans	7.1.6.2.17.7	long beans
long beans	7.1.6.2.2.6	long beans
long beans	7.1.6.2.4.4	long beans
long beans	7.1.6.3.2.9	long beans
long beans	7.1.6.3.4.4	long beans
long beans	7.1.6.4.2.8	long beans
long beans	7.1.6.4.4.4	long beans
long beans	7.1.6.5.4.4	long beans
long beans	7.2.1.1.2.4	long beans
long beans	7.2.1.2.2.4	long beans
long beans	7.2.1.3.4.5	long beans
long beans	7.2.1.4.2.5	long beans
long beans	7.2.2.1.2.12	long beans
long beans	7.2.2.2.2.9	long beans
long beans	7.2.2.3.2.2	long beans
long beans	7.2.3.1.2.12	long beans
long beans	7.2.3.2.2.13	long beans
long beans	7.2.4.1.2.9	long beans
long beans	7.2.4.2.2.7	long beans
long beans	7.2.4.3.2.3	long beans
long beans	7.3.1.1.2.4	long beans
long beans	7.3.1.2.2.5	long beans
long beans	7.3.1.4.2.4	long beans
long beans	7.3.2.5.2.5	long beans
long beans	7.3.3.1.2.1	long beans
long beans	7.3.3.2.2.5	long beans
long beans	7.3.5.3.2.10	long beans
long beans	9.4.2.1.2.1	long beans
long beans	9.4.2.1.4.1	long beans
long beans	9.4.2.2.2.1	long beans
long beans	9.4.2.2.4.1	long beans
long beans	9.4.4.1.2.3	long beans
long beans	9.4.4.1.4.1	long beans
long beans	9.4.5.1.4.1	long beans
long beans	9.5.1.2.2.7	long beans
long beans	9.5.1.2.4.1	long beans
long beans	9.5.2.1.2.25	long beans
long beans	9.5.2.1.4.3	long beans
long beans	9.5.5.1.4.4	long beans
long beans	9.5.5.2.4.5	long beans
long beans	9.5.6.1.2.16	long beans
long beans	9.5.6.1.4.2	long beans
long beans	9.5.6.3.2.10	long beans
long beans	9.5.6.3.4.2	long beans
Long brinjal	5.3.5.2.2.5	Long brinjal
long broad beans	4.6.1.1.4.3	long broad beans
Long cayenne chilies	3.6.1.3.2.19	Long cayenne chilies
Long cayenne chilies	3.6.1.3.9.6	Long cayenne chilies
Long cooking banana	9.4.1.3.1.17	Long cooking banana
long coriander	7.1.7.1.7.4	long coriander
long coriander	7.1.7.2.7.3	long coriander
long coriander	7.1.8.1.7.5	long coriander
Long cucumber	5.3.4.4.2.18	Long cucumber
Long cucumbers	2.9.2.1.2.3	Long cucumbers
long eggplant	9.4.1.2.2.9	long eggplant
long eggplant	9.4.1.3.2.9	long eggplant
Long grain rice	1.1.13.6.1.16	Long grain rice
Long grain rice	1.1.14.6.1.18	Long grain rice
Long grain rice	1.2.1.6.1.9	Long grain rice
Long grain rice	1.2.2.6.1.9	Long grain rice
Long grain rice	1.2.2.7.1.9	Long grain rice
Long grain rice	1.2.2.8.1.10	Long grain rice
Long grain rice	1.2.2.9.1.10	Long grain rice
Long grain rice	1.2.3.5.1.9	Long grain rice
Long grain rice	1.2.3.6.1.9	Long grain rice
Long grain rice	1.2.4.6.1.9	Long grain rice
Long grain rice	5.4.2.3.1.2	Long grain rice
long grain rice	6.4.4.1.1.7	long grain rice
long grain rice	6.4.4.3.1.6	long grain rice
long green chiles	1.1.7.3.2.30	long green chiles
Long green chili	7.4.2.1.8.6	Long green chili
Long green chili	7.4.2.2.8.6	Long green chili
Long green chili	7.4.2.3.8.6	Long green chili
Long green chili	7.4.3.1.8.6	Long green chili
Long green chili	7.4.3.2.8.6	Long green chili
Long green chili	7.4.3.3.8.6	Long green chili
Long green chili	7.4.3.4.8.4	Long green chili
Long green chili	7.4.4.1.8.6	Long green chili
Long green chili	7.4.4.3.8.7	Long green chili
Long green chili	7.4.4.4.8.6	Long green chili
long green onions	6.7.1.1.2.7	long green onions
long green onions	6.7.1.1.7.2	long green onions
long green onions	6.7.1.1.9.2	long green onions
long green onions	6.7.1.3.2.16	long green onions
long green onions	6.7.1.3.9.3	long green onions
Long melon	5.3.2.2.2.11	Long melon
Long melon	5.3.3.2.2.16	Long melon
Long melon	5.3.4.1.2.19	Long melon
Long melon	5.3.4.3.2.9	Long melon
Long melon	5.3.4.3.3.10	Long melon
long onions of Koumeika	2.7.2.4.2.4	long onions of Koumeika
long onions of Koumeika	2.7.2.4.9.2	long onions of Koumeika
Long pepper	3.3.1.2.8.11	Long pepper
Long pepper	3.3.1.3.8.12	Long pepper
Long pepper	5.3.1.4.8.17	Long pepper
Long pepper	5.6.1.1.19.3	Long pepper
Long pepper	5.6.1.1.8.17	Long pepper
Long pepper	5.6.2.1.19.3	Long pepper
Long pepper	5.6.2.1.8.11	Long pepper
Long pepper	5.6.2.2.19.3	Long pepper
Long pepper	5.6.2.2.8.11	Long pepper
Long pepper	5.6.2.3.19.3	Long pepper
Long pepper	5.6.2.3.8.15	Long pepper
Long pepper	5.6.2.4.19.3	Long pepper
long pepper	6.4.1.1.8.16	long pepper
long pepper	7.1.3.1.8.19	long pepper
long purple eggplant	9.2.3.3.2.11	long purple eggplant
Long tom	7.5.1.3.6.15	Long tom
long tubular pasta	2.7.2.3.1.6	long tubular pasta
Long yam	9.1.1.2.1.1	Long yam
Long yam	9.1.5.2.1.1	Long yam
Long yam flesh	9.1.1.2.2.6	Long yam flesh
Long yam flesh	9.1.5.2.2.6	Long yam flesh
Long'an dragon fruit	6.3.2.2.18.4	Long'an dragon fruit
Long'an dragon fruit	6.3.2.2.3.11	Long'an dragon fruit
Long-grain rice	1.1.3.5.1.1	Long-grain rice
Long-grain rice	4.5.6.3.1.2	Long-grain rice
long-grain rice	4.2.3.1.1.2	long-grain rice
long-grain rice	5.1.1.1.1.5	long-grain rice
long-grain rice	5.1.1.2.1.4	long-grain rice
long-grain rice	5.1.1.3.1.5	long-grain rice
long-grain rice	9.4.1.1.1.2	long-grain rice
long-grain rice	9.4.1.2.1.2	long-grain rice
long-grain rice	9.4.1.3.1.2	long-grain rice
Long-grain white rice	1.1.3.3.1.3	Long-grain white rice
Long-grain white rice	1.1.3.7.1.2	Long-grain white rice
Long-grain white rice	1.1.5.1.1.1	Long-grain white rice
Long-grain white rice	1.1.5.2.1.1	Long-grain white rice
Long-grain white rice	1.1.5.3.1.1	Long-grain white rice
Long-grain white rice	1.1.5.4.1.1	Long-grain white rice
long-grain white rice	1.1.10.4.1.8	long-grain white rice
long-grain white rice	1.1.10.5.1.8	long-grain white rice
long-grain white rice	1.1.5.5.1.6	long-grain white rice
long-grain white rice	1.1.8.1.1.8	long-grain white rice
long-grain white rice	1.1.8.3.1.1	long-grain white rice
long-grain white rice	1.1.8.5.1.1	long-grain white rice
long-grain white rice	1.1.9.2.1.18	long-grain white rice
long-grain white rice	1.1.9.4.1.18	long-grain white rice
long-grain white rice	9.5.6.3.1.9	long-grain white rice
Long-neck turtle	9.1.1.2.6.11	Long-neck turtle
Long-necked turtle	9.1.5.1.6.17	Long-necked turtle
Longan	6.5.2.1.3.13	Longan
Longan	6.5.2.2.3.11	Longan
longan	1.1.12.1.3.25	longan
longan	1.1.12.2.3.22	longan
longan	1.1.12.3.3.21	longan
longan	1.1.12.4.3.13	longan
longan	6.3.1.1.3.7	longan
longan	6.3.1.2.3.8	longan
longan	6.3.1.3.3.11	longan
longan	6.3.1.4.3.12	longan
longan	6.3.2.2.3.8	longan
longan	6.3.2.4.3.11	longan
longan	6.3.3.1.3.8	longan
longan	6.3.3.4.3.7	longan
longan	6.3.5.3.3.9	longan
longan	6.3.5.4.3.11	longan
longan	6.4.1.2.3.15	longan
longan	6.4.2.3.3.18	longan
longan	6.6.1.1.24.5	longan
longan	7.1.3.1.3.19	longan
longan	7.1.6.2.3.13	longan
longan	7.1.7.1.3.10	longan
longan	7.1.8.2.3.6	longan
longan	7.1.9.1.3.17	longan
longan	7.1.9.2.3.13	longan
longan	7.2.3.1.3.14	longan
longan	7.2.3.3.3.5	longan
longan	9.5.3.1.18.9	longan
longan	9.5.3.1.3.17	longan
longan wine	6.3.1.4.20.3	longan wine
Longan wood	6.5.1.1.24.2	Longan wood
Longan wood	6.5.2.2.24.4	Longan wood
longan wood	6.3.1.3.24.3	longan wood
longan wood	6.3.1.4.24.3	longan wood
Longani	3.8.3.1.3.7	Longani
Longaniza	1.3.3.1.14.5	Longaniza
Longaniza	1.3.3.1.6.8	Longaniza
Longaniza	1.4.1.1.6.11	Longaniza
Longaniza	1.4.3.1.6.2	Longaniza
Longaniza	1.4.3.3.6.3	Longaniza
Longaniza	1.4.3.4.6.2	Longaniza
Longaniza	1.5.1.4.6.11	Longaniza
Longaniza	1.5.2.3.6.26	Longaniza
Longaniza	1.5.2.4.6.9	Longaniza
Longaniza	1.5.4.3.6.5	Longaniza
Longaniza	1.8.5.2.6.4	Longaniza
longaniza	1.2.7.1.14.5	longaniza
longaniza	1.2.7.4.6.7	longaniza
longaniza	2.2.7.4.6.5	longaniza
Longaniza ahumada	1.8.5.1.14.2	Longaniza ahumada
Longaniza artesanal	1.5.4.2.6.12	Longaniza artesanal
Longaniza boyacense	1.5.1.1.6.9	Longaniza boyacense
Longaniza curada	1.4.1.1.14.2	Longaniza curada
Longaniza curada	1.4.2.2.14.1	Longaniza curada
Longaniza curada	1.4.3.1.14.1	Longaniza curada
Longaniza curada	1.4.3.3.14.1	Longaniza curada
Longaniza curada	1.4.3.4.14.1	Longaniza curada
Longaniza curada	1.8.1.1.14.12	Longaniza curada
Longaniza curada	1.8.1.2.14.5	Longaniza curada
Longaniza curada	1.8.2.1.14.9	Longaniza curada
Longaniza curada	1.8.2.2.14.5	Longaniza curada
Longaniza curada	1.8.4.1.14.7	Longaniza curada
longaniza curada	1.2.3.2.14.6	longaniza curada
longaniza curada	2.2.6.3.14.18	longaniza curada
Longaniza de cerdo	1.4.2.2.6.4	pork sausage
longaniza de cerdo	1.3.1.5.14.19	pork sausage
longaniza de cerdo	1.3.1.5.6.22	pork sausage
longaniza de chato murciano	2.2.6.3.6.5	Murcian chato sausage
Longaniza de Chillán	1.8.4.3.18.1	Chillán sausage
Longaniza de Chillán	1.8.4.3.6.11	Chillán sausage
Longaniza de Chillán curada	1.8.4.3.14.1	Cured Chillán sausage
longaniza de cordero	1.3.1.5.14.21	lamb sausage
longaniza de cordero	1.3.1.5.6.24	lamb sausage
Longaniza de Orocovis	1.4.2.2.18.4	Orocovis sausage
Longaniza de pollo	1.4.2.2.6.5	Chicken sausage
Longaniza de Santiago	1.4.3.1.18.1	Santiago sausage
Longaniza manabita	1.5.5.2.6.20	Longaniza manabita
longaniza yucateca	1.2.6.1.14.3	longaniza yucateca
Longans	9.1.4.2.3.11	Longans
longchang bean curd sticks	6.4.1.3.11.9	longchang bean curd sticks
Longchi crucian carp	6.2.1.3.18.8	Longchi crucian carp
Longchi crucian carp	6.2.1.3.6.11	Longchi crucian carp
longdu early pomelo	6.4.1.3.3.15	longdu early pomelo
Longeole IGP	2.5.4.2.14.6	Longeole IGP
Longeole IGP	2.5.4.2.18.6	Longeole IGP
Longeole IGP	2.5.4.2.6.11	Longeole IGP
longfin eel	9.2.1.1.6.1	longfin eel
longfin eel	9.2.1.2.6.1	longfin eel
longfin eel	9.2.1.3.6.1	longfin eel
Longfin squid	1.1.2.3.6.8	Longfin squid
Longfin squid	1.1.2.4.6.10	Longfin squid
Longgang cloud tea	6.4.1.2.20.4	Longgang cloud tea
Longgang wampee	6.3.1.2.3.10	Longgang wampee
Longganisa	7.4.1.1.14.8	Longganisa
Longjing tea	6.2.1.1.20.7	Longjing tea
Longjing tea leaves	6.2.1.1.24.2	Longjing tea leaves
Longkou fensi	6.1.2.1.1.2	Longkou fensi
Longkou fensi	6.1.2.1.18.3	Longkou fensi
Longnan garlic	6.2.4.3.18.11	Longnan garlic
Longnan garlic	6.2.4.3.2.11	Longnan garlic
Longnan garlic	6.2.4.3.9.3	Longnan garlic
Longnan garlic	6.3.4.3.18.11	Longnan garlic
Longnan garlic	6.3.4.3.2.3	Longnan garlic
Longnan Hakka rice wine	6.2.4.3.20.4	Longnan Hakka rice wine
Longnan Hakka rice wine	6.3.4.3.16.7	Longnan Hakka rice wine
Longnan Hakka rice wine	6.3.4.3.18.18	Longnan Hakka rice wine
Longnan Hakka rice wine	6.3.4.3.20.3	Longnan Hakka rice wine
Longnan honey	6.3.4.3.15.1	Longnan honey
Longnan honey	6.3.4.3.19.5	Longnan honey
Longnan Jiahu oil tea	6.3.4.3.10.3	Longnan Jiahu oil tea
Longnan Jiangdong water chestnut	6.3.4.3.18.12	Longnan Jiangdong water chestnut
Longnan Jiangdong water chestnut	6.3.4.3.2.4	Longnan Jiangdong water chestnut
Longnan Jiangdong water chestnuts	6.2.4.3.18.12	Longnan Jiangdong water chestnuts
Longnan Jiangdong water chestnuts	6.2.4.3.2.12	Longnan Jiangdong water chestnuts
Longnan navel orange	6.3.4.3.3.3	Longnan navel orange
Longnan navel oranges	6.2.4.3.3.8	Longnan navel oranges
Longnan Taiping shiitake mushroom	6.3.4.3.18.13	Longnan Taiping shiitake mushroom
Longnan Taiping shiitake mushroom	6.3.4.3.2.6	Longnan Taiping shiitake mushroom
Longneck croaker	3.5.1.1.6.9	Longneck croaker
longneck croaker	3.4.3.3.6.8	longneck croaker
longorón	1.3.7.4.18.2	longoron
longorón	1.3.7.4.6.7	longoron
Longoza leaves	3.8.1.2.23.2	Longoza leaves
Longquan taro	6.3.5.1.1.16	Longquan taro
Longquan taro	6.3.5.1.18.16	Longquan taro
Longshan lily bulb	6.2.3.2.18.6	Longshan lily bulb
Longshan millet	6.1.2.2.1.3	Longshan millet
Longshan millet	6.1.2.2.18.2	Longshan millet
Longspined sea urchin	9.1.2.1.6.28	Longspined sea urchin
Longspined sea urchin roe	9.1.2.1.18.2	Longspined sea urchin roe
Longtail tuna	3.3.3.2.6.8	Longtail tuna
Longtail tuna	4.5.5.1.6.7	Longtail tuna
Longtail tuna	7.5.1.1.6.6	Longtail tuna
longtail tuna	7.1.9.3.18.11	longtail tuna
longtail tuna	7.1.9.3.6.3	longtail tuna
Longtan pearl plum	6.3.2.3.18.6	Longtan pearl plum
Longtan pearl plum	6.3.2.3.3.10	Longtan pearl plum
Longtom	9.1.4.3.6.11	Longtom
longtooth grouper	6.7.6.2.6.29	longtooth grouper
Longwang white lotus seeds	6.2.3.1.18.9	Longwang white lotus seeds
Longwang white lotus seeds	6.2.3.1.19.3	Longwang white lotus seeds
Longwang white lotus seeds	6.2.3.1.5.3	Longwang white lotus seeds
Longyan peanut	6.3.4.2.18.14	Longyan peanut
Longyan peanut	6.3.4.2.5.1	Longyan peanut
Longyang green radish	6.1.2.3.18.11	Longyang green radish
Longyang green radish	6.1.2.3.2.3	Longyang green radish
Longzhou glang flour	6.3.2.4.1.23	Longzhou glang flour
Longzhou glang flour	6.3.2.4.18.4	Longzhou glang flour
Longzhou oolong tea	6.3.2.4.18.3	Longzhou oolong tea
Longzhou oolong tea	6.3.2.4.19.2	Longzhou oolong tea
Longzhou oolong tea	6.3.2.4.20.2	Longzhou oolong tea
Longzhou oolong tea	6.3.2.4.8.13	Longzhou oolong tea
Lonja de cerdo	1.5.5.1.6.12	Pork market
Lonka achar	5.5.2.2.14.8	Lonka achar
Lonkar achar	5.5.1.1.14.4	Lonkar achar
Lonkar achar	5.5.1.2.14.4	Lonkar achar
Lontar fruit	7.5.2.1.18.4	Lontar fruit
Lontar fruit	7.5.2.1.3.19	Lontar fruit
Lontar fruit	7.5.2.2.18.4	Lontar fruit
Lontar fruit	7.5.2.2.3.15	Lontar fruit
Lontar fruit	7.5.2.3.18.5	Lontar fruit
Lontar leaves	7.5.2.2.23.2	Lontar leaves
Lontar leaves	7.5.2.3.23.2	Lontar leaves
Lontar sap	7.5.2.2.16.5	Lontar sap
Lontar sap	7.5.2.2.18.5	Lontar sap
Lontar sap	7.5.2.2.20.3	Lontar sap
Lontar sap	7.5.2.3.16.5	Lontar sap
Lontar sugar	7.5.2.1.15.3	Lontar sugar
Lontar sugar	7.5.2.2.15.1	Lontar sugar
Lontar sugar	7.5.2.3.15.1	Lontar sugar
lontong	7.3.1.2.1.12	lontong
lontong	7.3.1.3.1.9	lontong
lontong	7.3.1.4.1.11	lontong
lontong	7.3.2.1.1.8	lontong
lontong	7.3.2.2.1.12	lontong
lontong	7.3.2.3.1.12	lontong
lontong	7.3.2.4.1.13	lontong
lontong	7.3.2.5.1.11	lontong
lontong	7.3.3.1.1.10	lontong
lontong	7.3.3.3.1.4	lontong
lontong	7.3.4.1.1.10	lontong
lontong	7.3.4.2.1.11	lontong
lontong	7.3.4.3.1.9	lontong
lontong	7.3.5.1.1.14	lontong
lontong	7.3.5.2.1.14	lontong
lontong	7.3.5.3.1.18	lontong
lontong kering	7.2.1.4.18.2	lontong kering
lontong rice cake	7.2.1.1.1.3	lontong rice cake
lontong rice cake	7.2.1.4.1.4	lontong rice cake
lontong rice cake	7.2.2.1.1.5	lontong rice cake
lontong rice cake	7.2.2.3.1.3	lontong rice cake
lonza	2.4.3.3.6.26	lonza
lonza	2.4.4.2.6.10	lonza
lonza di maiale	2.4.7.3.6.16	pork loin
lonza di maiale stagionata	2.4.7.3.14.11	seasoned pork loin
lonza stagionata	2.4.4.2.14.7	lonza stagionata
Lonzino di fico	2.4.3.3.14.17	Fig loin
Lonzino di fico	2.4.3.3.18.7	Fig loin
Lonzo de Corse	2.3.6.4.6.8	Lonzo de Corse
Lonzo de Corse AOP	2.3.6.4.18.11	Lonzo de Corse AOP
Lonzu	2.3.6.4.14.2	Lonzu
Lonzu	2.3.6.4.6.7	Lonzu
loof	4.3.3.1.18.2	loof
loof leaves	4.3.3.1.2.15	loof leaves
loofah	6.3.1.1.2.16	loofah
look-niang-dong	7.1.4.1.14.7	look-niang-dong
look-niang-dong	7.1.4.1.18.4	look-niang-dong
Loose-leaf lettuce	1.1.5.4.2.20	Loose-leaf lettuce
Lophanthus	2.9.7.4.19.6	Lophanthus
Lophanthus	2.9.7.4.7.8	Lophanthus
lopia beans	2.7.2.2.4.5	lopia beans
lopia beans of Rhodes	2.7.2.2.18.2	lopia beans of Rhodes
Loquat	5.3.2.1.3.17	Loquat
Loquat	5.3.2.3.3.17	Loquat
Loquat	5.3.3.1.3.24	Loquat
Loquat	6.5.2.4.19.8	Loquat
Loquat	6.5.2.4.3.4	Loquat
loquat	1.1.12.1.3.31	loquat
loquat	1.1.12.2.3.30	loquat
loquat	1.1.12.3.3.27	loquat
loquat	4.1.1.1.3.13	loquat
loquat	4.3.1.1.3.13	loquat
loquat	4.3.1.5.3.20	loquat
loquat	4.3.2.3.18.7	loquat
loquat	4.3.2.3.3.13	loquat
loquat	4.3.5.2.18.10	loquat
loquat	4.3.5.2.3.17	loquat
loquat	5.1.2.2.3.9	loquat
loquat	5.1.3.1.3.9	loquat
loquat	5.2.1.1.3.8	loquat
loquat	5.2.1.2.3.5	loquat
loquat	5.2.1.4.3.17	loquat
loquat	5.2.3.1.3.5	loquat
loquat	5.2.3.2.18.2	loquat
loquat	5.2.3.2.3.6	loquat
loquat	5.2.3.3.3.7	loquat
loquat	5.2.3.4.3.10	loquat
loquat	5.2.4.2.3.6	loquat
loquat	6.2.1.1.3.1	loquat
loquat	6.4.1.1.3.10	loquat
loquat	6.4.1.2.3.12	loquat
loquat	9.2.2.2.18.8	loquat
loquat	9.2.2.2.3.46	loquat
