1.4.9 French Caribbean	2.2.1.3.24.25	1.4.9 French Caribbean
Fresh grated coconut	5.8.1.5.11.4	Fresh grated coconut
Fresh grated coconut	5.8.1.5.17.1	Fresh grated coconut
fresh grated horseradish	2.6.3.1.17.1	fresh grated horseradish
Fresh green chana	5.4.2.3.2.8	Fresh green chana
Fresh green chana	5.4.2.4.4.13	Fresh green chana
Fresh green chana	5.4.3.2.2.28	Fresh green chana
Fresh green chana	5.4.3.3.2.26	Fresh green chana
Fresh green chickpeas	5.4.2.4.2.19	Fresh green chickpeas
Fresh green chickpeas	5.4.4.1.2.13	Fresh green chickpeas
Fresh green chickpeas	5.4.4.3.2.10	Fresh green chickpeas
Fresh green chickpeas	5.4.5.1.2.21	Fresh green chickpeas
Fresh green chickpeas	5.4.5.3.2.17	Fresh green chickpeas
Fresh green chili	3.3.1.1.17.5	Fresh green chili
Fresh green chili	3.3.1.1.9.6	Fresh green chili
Fresh green chili	3.3.1.2.17.6	Fresh green chili
Fresh green chili	3.3.1.2.9.5	Fresh green chili
Fresh green chili	3.3.1.3.17.5	Fresh green chili
Fresh green chili	3.3.1.3.9.5	Fresh green chili
Fresh green chili	3.3.2.1.17.5	Fresh green chili
Fresh green chili	3.3.3.1.17.3	Fresh green chili
Fresh green chili	7.5.1.1.17.5	Fresh green chili
fresh green chili	6.4.1.2.2.7	fresh green chili
fresh green chili	6.4.1.3.2.7	fresh green chili
fresh green chili	6.4.1.4.2.18	fresh green chili
fresh green chili	6.4.2.1.9.7	fresh green chili
fresh green chili	6.4.2.2.9.7	fresh green chili
fresh green chili	6.4.2.3.9.9	fresh green chili
fresh green chili	6.4.2.4.2.4	fresh green chili
fresh green chili	6.4.2.4.9.8	fresh green chili
fresh green chili	6.4.3.1.2.4	fresh green chili
fresh green chili	6.4.3.1.9.9	fresh green chili
fresh green chili	6.4.3.2.2.9	fresh green chili
fresh green chili	6.4.3.2.9.8	fresh green chili
fresh green chili	6.4.3.3.2.4	fresh green chili
fresh green chili	6.4.3.3.9.9	fresh green chili
fresh green chili	6.4.4.1.2.4	fresh green chili
fresh green chili	6.4.4.1.9.9	fresh green chili
fresh green chili	6.4.4.2.9.7	fresh green chili
fresh green chili	6.4.4.3.9.9	fresh green chili
fresh green chili	6.4.4.4.9.8	fresh green chili
fresh green chili	6.4.5.1.9.7	fresh green chili
fresh green chili	6.4.5.2.2.4	fresh green chili
fresh green chili	6.4.5.2.9.8	fresh green chili
fresh green chili	6.4.5.3.9.9	fresh green chili
fresh green chili	6.4.5.4.2.18	fresh green chili
fresh green chili	6.4.5.4.9.7	fresh green chili
Fresh green chili peppers	3.8.1.1.2.11	Fresh green chili peppers
Fresh green chili peppers	3.8.1.1.9.6	Fresh green chili peppers
Fresh green chili peppers	3.8.1.2.2.14	Fresh green chili peppers
Fresh green chili peppers	3.8.1.2.9.5	Fresh green chili peppers
Fresh green chili peppers	3.8.1.3.2.10	Fresh green chili peppers
Fresh green chili peppers	3.8.1.3.9.5	Fresh green chili peppers
Fresh green chili peppers	3.8.1.4.2.7	Fresh green chili peppers
Fresh green chili peppers	3.8.1.4.9.5	Fresh green chili peppers
Fresh green chili peppers	3.8.2.1.17.4	Fresh green chili peppers
Fresh green chili peppers	3.8.2.1.9.7	Fresh green chili peppers
Fresh green chili peppers	3.8.2.2.17.3	Fresh green chili peppers
Fresh green chili peppers	3.8.2.2.9.7	Fresh green chili peppers
Fresh green chili peppers	3.8.3.2.9.7	Fresh green chili peppers
Fresh green chili peppers	3.8.3.3.17.4	Fresh green chili peppers
Fresh green chili peppers	3.8.3.3.2.12	Fresh green chili peppers
Fresh green chili peppers	3.8.3.3.9.9	Fresh green chili peppers
Fresh green chili peppers	3.8.5.1.2.12	Fresh green chili peppers
Fresh green chili peppers	3.8.5.1.9.6	Fresh green chili peppers
Fresh green chili peppers	3.8.5.2.2.13	Fresh green chili peppers
Fresh green chili peppers	3.8.5.2.9.6	Fresh green chili peppers
Fresh green chili peppers	3.8.5.3.9.6	Fresh green chili peppers
fresh green chilies	6.2.3.3.8.2	fresh green chilies
fresh green chilies	6.2.3.4.8.2	fresh green chilies
Fresh green chilli	5.7.1.3.17.2	Fresh green chilli
Fresh green chilli slices	5.7.2.1.17.3	Fresh green chilli slices
Fresh green chilli slices	5.7.2.2.17.3	Fresh green chilli slices
Fresh green chilli slices	5.7.2.3.17.3	Fresh green chilli slices
fresh green Kampot pepper	7.1.6.5.8.1	fresh green Kampot pepper
fresh green Kampot peppercorns	7.1.6.5.18.5	fresh green Kampot peppercorns
fresh green Kampot peppercorns	7.1.6.5.7.8	fresh green Kampot peppercorns
fresh green long pepper	4.1.5.1.2.9	fresh green long pepper
fresh green onion	6.4.1.4.9.6	fresh green onion
Fresh green peas	5.4.5.3.2.16	Fresh green peas
fresh green pepper	4.1.5.1.9.7	fresh green pepper
fresh green pepper	4.1.5.2.2.2	fresh green pepper
fresh greens	4.6.5.1.2.7	fresh greens
Fresh Grenoble walnuts	2.3.5.3.5.2	Fresh Grenoble walnuts
fresh grilled fish	2.8.5.4.18.6	fresh grilled fish
Fresh gros piment	3.8.3.1.17.4	Fresh gros piment
Fresh gros piment	3.8.3.2.17.4	Fresh gros piment
fresh halloumi	2.7.3.1.11.2	fresh halloumi
fresh Hellim	2.7.3.2.11.2	fresh Hellim
fresh herb platter	7.1.8.4.17.12	fresh herb platter
fresh herb platter	7.1.9.2.17.10	fresh herb platter
fresh herb platters	7.1.7.1.17.6	fresh herb platters
Fresh herbs	1.1.4.4.7.4	Fresh herbs
Fresh herbs	9.1.4.2.2.9	Fresh herbs
fresh herbs	2.8.2.3.17.10	fresh herbs
fresh herbs	4.6.1.2.17.4	fresh herbs
fresh herbs	4.6.1.3.17.9	fresh herbs
fresh herbs	4.6.2.1.17.3	fresh herbs
fresh herbs	4.6.3.1.17.2	fresh herbs
fresh herbs	4.6.3.2.17.3	fresh herbs
fresh herbs	4.6.3.3.17.9	fresh herbs
fresh herbs	4.6.4.1.7.4	fresh herbs
fresh herbs	4.6.4.3.17.6	fresh herbs
fresh herbs	4.6.5.1.17.6	fresh herbs
fresh herbs	4.6.5.1.7.5	fresh herbs
fresh herbs	4.6.5.2.17.4	fresh herbs
fresh herbs	4.6.5.3.17.6	fresh herbs
fresh herbs	5.1.1.2.17.8	fresh herbs
fresh herbs	5.1.1.2.7.3	fresh herbs
fresh herbs	7.1.2.2.17.8	fresh herbs
fresh herbs	9.2.3.3.7.6	fresh herbs
Fresh herring	2.3.1.3.6.11	Fresh herring
fresh herring	7.1.9.3.18.9	fresh herring
fresh herring	7.1.9.3.6.1	fresh herring
Fresh hierbabuena	1.3.1.1.17.8	Fresh hierbabuena
fresh hop beer	1.1.11.3.20.7	fresh hop beer
Fresh horseradish	2.5.1.3.17.19	Fresh horseradish
Fresh horseradish	2.5.2.1.17.16	Fresh horseradish
Fresh horseradish	2.5.2.2.17.16	Fresh horseradish
Fresh horseradish	2.5.2.3.17.15	Fresh horseradish
Fresh horseradish	2.5.2.4.17.25	Fresh horseradish
fresh horseradish	2.8.3.1.17.7	fresh horseradish
fresh horseradish	2.8.3.3.17.7	fresh horseradish
Fresh hot pepper	3.3.3.2.17.3	Fresh hot pepper
fresh hot pepper	9.4.1.2.17.2	fresh hot pepper
fresh in-season berries	9.2.3.4.17.4	fresh in-season berries
Fresh juice	4.5.3.2.20.6	Fresh juice
Fresh juice	4.5.6.1.20.7	Fresh juice
fresh kajmak	2.6.4.1.11.7	fresh kajmak
fresh kalti	4.2.1.5.11.12	fresh kalti
fresh kalti	4.2.1.5.14.3	fresh kalti
fresh kapenta	3.7.5.2.6.8	fresh kapenta
fresh kimchi	6.6.2.2.14.4	fresh kimchi
fresh klila	3.1.2.4.11.7	fresh klila
fresh kpakpo shito	3.4.4.1.17.4	fresh kpakpo shito
fresh kpakpo shito	3.4.4.2.17.4	fresh kpakpo shito
fresh kpakpo shito	3.4.4.4.17.3	fresh kpakpo shito
fresh kpakpo shito	3.4.5.1.17.3	fresh kpakpo shito
fresh Kurdish cheese	4.4.4.3.11.8	fresh Kurdish cheese
Fresh leaves	3.3.1.2.23.4	Fresh leaves
Fresh lemon	4.5.1.1.12.2	Fresh lemon
Fresh lemon	4.5.1.3.12.2	Fresh lemon
Fresh lemon	4.5.4.3.12.3	Fresh lemon
Fresh lemon wedges	3.3.2.3.17.3	Fresh lemon wedges
Fresh lemonade	9.3.2.2.20.8	Fresh lemonade
Fresh lemonade	9.3.2.3.20.7	Fresh lemonade
fresh lemongrass stalks	6.4.2.3.9.10	fresh lemongrass stalks
fresh lingonberries	8.2.1.1.17.2	fresh lingonberries
fresh lingonberries	8.2.1.3.17.4	fresh lingonberries
fresh lingonberries	8.2.2.2.17.3	fresh lingonberries
fresh lingonberries	8.2.2.3.17.1	fresh lingonberries
fresh lingonberries	8.2.4.4.17.2	fresh lingonberries
fresh local cheese	2.6.3.3.11.4	fresh local cheese
Fresh loroco	1.3.4.1.17.3	Fresh loroco
Fresh maize	3.5.1.1.1.15	Fresh maize
Fresh maize	3.5.4.3.1.12	Fresh maize
Fresh maize	3.5.4.4.1.4	Fresh maize
Fresh maize cobs	5.6.5.2.18.8	Fresh maize cobs
Fresh maize cobs	5.6.5.2.2.25	Fresh maize cobs
Fresh mango juice	3.8.4.1.20.2	Fresh mango juice
Fresh milk	1.3.1.1.11.1	Fresh milk
Fresh milk	1.3.1.2.11.1	Fresh milk
Fresh milk	1.3.1.3.11.1	Fresh milk
Fresh milk	1.3.1.5.11.1	Fresh milk
Fresh milk	1.3.2.2.11.1	Fresh milk
Fresh milk	1.3.2.3.11.1	Fresh milk
Fresh milk	1.3.2.4.11.1	Fresh milk
Fresh milk	1.3.3.1.11.1	Fresh milk
Fresh milk	1.3.3.2.11.1	Fresh milk
Fresh milk	1.3.3.3.11.1	Fresh milk
Fresh milk	1.3.3.4.11.1	Fresh milk
Fresh milk	1.3.4.1.11.1	Fresh milk
Fresh milk	1.3.4.2.11.1	Fresh milk
Fresh milk	1.3.4.3.11.1	Fresh milk
Fresh milk	1.3.5.1.11.1	Fresh milk
Fresh milk	1.3.5.2.11.1	Fresh milk
Fresh milk	1.3.5.4.11.1	Fresh milk
Fresh milk	1.3.6.1.11.1	Fresh milk
Fresh milk	2.9.5.2.11.13	Fresh milk
Fresh milk	2.9.5.2.16.2	Fresh milk
Fresh milk	2.9.8.1.11.2	Fresh milk
Fresh milk	3.3.1.1.11.1	Fresh milk
Fresh milk	3.3.1.2.11.1	Fresh milk
Fresh milk	3.3.1.3.11.1	Fresh milk
Fresh milk	3.3.1.3.19.5	Fresh milk
Fresh milk	3.3.2.1.11.1	Fresh milk
Fresh milk	3.5.1.1.11.3	Fresh milk
Fresh milk	3.5.1.2.11.1	Fresh milk
Fresh milk	3.5.1.2.16.5	Fresh milk
Fresh milk	3.5.1.2.20.5	Fresh milk
Fresh milk	3.5.2.2.11.1	Fresh milk
Fresh milk	3.5.2.3.11.1	Fresh milk
Fresh milk	3.5.3.1.11.1	Fresh milk
Fresh milk	3.5.3.2.11.1	Fresh milk
Fresh milk	3.5.3.3.11.2	Fresh milk
Fresh milk	3.5.3.4.11.1	Fresh milk
Fresh milk	3.5.4.1.11.2	Fresh milk
Fresh milk	3.5.4.2.11.2	Fresh milk
Fresh milk	3.5.4.3.11.3	Fresh milk
Fresh milk	3.5.4.4.11.1	Fresh milk
Fresh milk	3.5.4.5.16.4	Fresh milk
Fresh milk	3.5.4.5.20.7	Fresh milk
Fresh milk	3.5.4.6.20.1	Fresh milk
Fresh milk	3.5.5.1.11.1	Fresh milk
Fresh milk	3.5.5.3.11.1	Fresh milk
Fresh milk	3.6.1.1.11.1	Fresh milk
Fresh milk	3.6.1.3.20.6	Fresh milk
Fresh milk	3.6.1.4.16.2	Fresh milk
Fresh milk	3.6.2.1.11.1	Fresh milk
Fresh milk	3.6.2.2.11.1	Fresh milk
Fresh milk	3.6.2.3.16.2	Fresh milk
Fresh milk	3.6.2.3.20.6	Fresh milk
Fresh milk	3.6.2.4.16.2	Fresh milk
Fresh milk	3.6.2.4.20.8	Fresh milk
Fresh milk	3.6.2.5.11.3	Fresh milk
Fresh milk	3.6.2.5.16.2	Fresh milk
Fresh milk	3.6.3.1.16.2	Fresh milk
Fresh milk	3.6.3.2.16.2	Fresh milk
Fresh milk	3.6.3.3.16.2	Fresh milk
Fresh milk	3.6.3.3.20.7	Fresh milk
Fresh milk	3.6.3.4.16.2	Fresh milk
Fresh milk	3.6.4.1.16.2	Fresh milk
Fresh milk	3.6.4.2.16.2	Fresh milk
Fresh milk	3.6.4.3.16.2	Fresh milk
Fresh milk	3.6.4.4.16.2	Fresh milk
Fresh milk	3.6.5.1.16.2	Fresh milk
Fresh milk	3.6.5.1.20.6	Fresh milk
Fresh milk	3.6.5.2.16.2	Fresh milk
Fresh milk	3.6.5.3.16.2	Fresh milk
Fresh milk	3.8.1.1.11.1	Fresh milk
Fresh milk	3.8.1.2.11.1	Fresh milk
Fresh milk	3.8.5.2.11.1	Fresh milk
Fresh milk	3.8.5.2.16.7	Fresh milk
Fresh milk	3.8.5.2.6.10	Fresh milk
Fresh milk	3.8.5.3.11.1	Fresh milk
Fresh milk	3.8.5.3.16.7	Fresh milk
Fresh milk	3.8.5.3.6.11	Fresh milk
Fresh milk	5.8.1.2.16.4	Fresh milk
Fresh milk	5.8.1.2.20.12	Fresh milk
Fresh milk	6.5.1.1.11.1	Fresh milk
Fresh milk	6.5.1.1.16.8	Fresh milk
Fresh milk	6.5.2.1.11.1	Fresh milk
Fresh milk	6.5.2.1.16.5	Fresh milk
Fresh milk	6.5.2.2.11.1	Fresh milk
Fresh milk	6.5.2.2.16.7	Fresh milk
Fresh milk	6.5.2.3.11.1	Fresh milk
Fresh milk	6.5.2.3.16.7	Fresh milk
Fresh milk	6.5.2.3.20.6	Fresh milk
Fresh milk	6.5.2.4.11.2	Fresh milk
Fresh milk	6.5.2.4.16.12	Fresh milk
Fresh milk	6.5.3.2.11.5	Fresh milk
Fresh milk	6.5.3.3.11.1	Fresh milk
Fresh milk	6.5.3.3.16.7	Fresh milk
Fresh milk	7.5.1.2.11.1	Fresh milk
Fresh milk	9.3.1.1.11.1	Fresh milk
Fresh milk	9.3.1.1.16.2	Fresh milk
Fresh milk	9.3.1.4.11.1	Fresh milk
fresh milk	1.3.2.1.11.10	fresh milk
fresh milk	1.3.2.3.11.11	fresh milk
fresh milk	2.6.5.1.11.2	fresh milk
fresh milk	2.7.2.1.11.20	fresh milk
fresh milk	3.4.1.2.11.1	fresh milk
fresh milk	3.4.1.2.20.7	fresh milk
fresh milk	3.4.1.3.11.1	fresh milk
fresh milk	3.4.1.4.11.1	fresh milk
fresh milk	3.4.2.1.11.1	fresh milk
fresh milk	3.4.2.1.16.9	fresh milk
fresh milk	3.4.2.2.11.1	fresh milk
fresh milk	3.4.2.2.20.1	fresh milk
fresh milk	3.4.2.4.11.1	fresh milk
fresh milk	3.4.2.4.16.4	fresh milk
fresh milk	3.4.2.4.20.2	fresh milk
fresh milk	3.4.3.1.11.1	fresh milk
fresh milk	3.4.3.2.11.1	fresh milk
fresh milk	3.4.4.1.11.5	fresh milk
fresh milk	3.4.4.2.11.4	fresh milk
fresh milk	3.4.4.2.16.6	fresh milk
fresh milk	3.4.4.4.11.4	fresh milk
fresh milk	3.4.5.1.11.2	fresh milk
fresh milk	3.4.5.2.11.1	fresh milk
fresh milk	3.4.5.2.20.3	fresh milk
fresh milk	3.4.5.3.11.1	fresh milk
fresh milk	3.4.6.1.11.1	fresh milk
fresh milk	3.4.6.2.11.1	fresh milk
fresh milk	3.4.6.3.11.1	fresh milk
fresh milk	3.4.6.4.11.1	fresh milk
fresh milk	3.4.6.4.16.7	fresh milk
fresh milk	3.7.2.1.11.1	fresh milk
fresh milk	3.7.2.1.16.2	fresh milk
fresh milk	3.7.2.2.11.1	fresh milk
fresh milk	3.7.2.3.11.1	fresh milk
fresh milk	3.7.3.2.11.1	fresh milk
fresh milk	3.7.3.3.11.1	fresh milk
fresh milk	3.7.3.3.16.2	fresh milk
fresh milk	3.7.4.1.11.1	fresh milk
fresh milk	3.7.4.1.16.6	fresh milk
fresh milk	3.7.4.2.11.1	fresh milk
fresh milk	3.7.4.2.16.6	fresh milk
fresh milk	3.7.4.3.11.1	fresh milk
fresh milk	3.7.4.3.16.6	fresh milk
fresh milk	3.7.4.4.11.1	fresh milk
fresh milk	3.7.4.4.16.6	fresh milk
fresh milk	3.7.5.1.11.1	fresh milk
fresh milk	3.7.5.1.16.6	fresh milk
fresh milk	3.7.5.2.11.1	fresh milk
fresh milk	3.7.5.2.16.6	fresh milk
fresh milk	3.7.5.3.11.1	fresh milk
fresh milk	3.7.5.3.16.6	fresh milk
fresh milk	3.7.5.4.11.2	fresh milk
fresh milk	3.7.5.4.16.2	fresh milk
fresh milk	3.7.5.4.20.2	fresh milk
fresh milk	3.7.6.1.11.1	fresh milk
fresh milk	3.7.7.1.11.1	fresh milk
fresh milk	3.7.7.1.16.3	fresh milk
fresh milk	3.7.7.1.20.3	fresh milk
fresh milk	3.7.7.2.11.1	fresh milk
fresh milk	3.7.7.2.16.3	fresh milk
fresh milk	3.7.7.3.11.1	fresh milk
fresh milk	3.7.7.3.16.3	fresh milk
fresh milk	3.7.7.3.20.3	fresh milk
fresh milk	3.7.8.1.11.1	fresh milk
fresh milk	3.7.8.1.16.2	fresh milk
fresh milk	3.7.8.2.11.1	fresh milk
fresh milk	3.7.8.2.16.2	fresh milk
fresh milk	3.7.8.3.11.1	fresh milk
fresh milk	3.7.8.3.16.2	fresh milk
fresh milk	3.7.8.4.11.1	fresh milk
fresh milk	3.7.8.4.16.2	fresh milk
fresh milk	3.7.8.4.20.6	fresh milk
fresh milk	6.1.1.3.11.1	fresh milk
fresh milk	6.1.1.3.20.7	fresh milk
fresh milk	6.1.3.1.11.1	fresh milk
fresh milk	6.1.3.1.20.1	fresh milk
fresh milk	6.1.3.2.11.1	fresh milk
fresh milk	6.1.3.3.11.1	fresh milk
fresh milk	6.1.4.1.11.1	fresh milk
fresh milk	6.1.4.1.16.6	fresh milk
fresh milk	6.1.4.1.20.3	fresh milk
fresh milk	6.1.4.2.11.1	fresh milk
fresh milk	6.1.4.3.11.1	fresh milk
fresh milk	6.1.4.4.11.1	fresh milk
fresh milk	7.1.1.1.11.2	fresh milk
fresh milk	7.1.1.2.11.1	fresh milk
fresh milk	7.1.1.3.11.1	fresh milk
fresh milk	7.1.7.2.11.5	fresh milk
fresh milk	7.1.8.3.11.1	fresh milk
fresh milk	7.3.2.4.16.10	fresh milk
fresh milk	7.3.5.1.11.6	fresh milk
fresh milk	7.3.5.2.11.4	fresh milk
fresh milk	9.2.3.2.11.1	fresh milk
fresh milk	9.2.3.2.16.6	fresh milk
fresh milk	9.4.1.1.11.5	fresh milk
fresh milk	9.5.1.1.11.3	fresh milk
fresh milk	9.5.2.1.11.1	fresh milk
fresh milk	9.5.2.2.11.1	fresh milk
Fresh milk tea	6.5.1.1.20.6	Fresh milk tea
fresh millet chili	6.4.3.3.2.5	fresh millet chili
Fresh mint	4.5.1.2.17.3	Fresh mint
fresh mint	2.7.2.2.17.8	fresh mint
fresh mint	2.7.2.4.17.7	fresh mint
fresh mint	3.4.1.1.17.4	fresh mint
fresh mint	3.4.1.2.17.3	fresh mint
fresh mint	3.4.1.3.17.8	fresh mint
fresh mint	3.4.1.4.17.5	fresh mint
fresh mint	3.4.2.1.17.4	fresh mint
fresh mint	3.4.3.1.17.8	fresh mint
fresh mint	3.4.3.2.17.7	fresh mint
fresh mint	3.4.3.3.17.7	fresh mint
fresh mint	3.7.1.3.17.6	fresh mint
fresh mint	4.1.2.1.17.5	fresh mint
fresh mint	4.1.4.3.17.3	fresh mint
fresh mint	4.1.5.1.17.2	fresh mint
fresh mint	4.1.5.2.17.2	fresh mint
fresh mint	4.1.5.3.17.2	fresh mint
fresh mint	4.2.2.1.17.4	fresh mint
fresh mint	4.2.2.2.17.5	fresh mint
fresh mint	4.2.2.3.17.4	fresh mint
fresh mint	4.2.3.1.17.5	fresh mint
fresh mint	4.2.3.2.17.4	fresh mint
fresh mint	4.2.3.5.17.9	fresh mint
fresh mint	4.4.1.1.17.4	fresh mint
fresh mint	4.4.1.2.17.4	fresh mint
fresh mint	4.4.1.3.17.4	fresh mint
fresh mint	4.4.2.1.17.3	fresh mint
fresh mint	4.4.2.2.17.3	fresh mint
fresh mint	4.4.2.3.17.2	fresh mint
fresh mint	4.4.4.1.17.2	fresh mint
fresh mint	4.4.4.2.17.3	fresh mint
fresh mint	4.4.4.3.17.2	fresh mint
fresh mint	5.1.1.1.19.2	fresh mint
fresh mint	5.1.1.1.7.1	fresh mint
fresh mint	5.1.1.3.19.9	fresh mint
fresh mint	5.1.1.3.7.4	fresh mint
fresh mint	5.1.2.1.17.4	fresh mint
fresh mint	5.1.2.1.7.1	fresh mint
fresh mint	5.1.2.3.17.4	fresh mint
Fresh mint leaves	2.2.8.1.17.10	Fresh mint leaves
Fresh mint leaves	2.2.8.3.17.3	Fresh mint leaves
Fresh mint leaves	5.7.1.1.17.8	Fresh mint leaves
fresh mint leaves	5.2.3.4.17.4	fresh mint leaves
Fresh mogette beans	2.3.1.4.4.2	Fresh mogette beans
Fresh monkey meat	3.5.4.2.6.20	Fresh monkey meat
fresh Nor	2.7.3.2.11.4	fresh Nor
Fresh okra	3.2.2.5.2.7	Fresh okra
fresh okra	4.1.3.3.2.6	fresh okra
Fresh okra sauce	3.5.1.4.13.3	Fresh okra sauce
fresh ʻolena	1.1.12.5.9.3	fresh olena
fresh onion slices	7.1.1.2.17.10	fresh onion slices
Fresh onions	1.1.1.1.2.21	Fresh onions
fresh onions	7.1.7.3.9.3	fresh onions
fresh orange juice	4.3.1.1.16.7	fresh orange juice
fresh orange juice	4.3.1.1.20.6	fresh orange juice
fresh orange juice	4.3.1.4.20.5	fresh orange juice
fresh orange juice	4.3.1.5.20.7	fresh orange juice
fresh orange juice	4.3.2.3.20.4	fresh orange juice
fresh orange juice	4.3.3.2.16.7	fresh orange juice
fresh orange juice	4.3.3.2.20.4	fresh orange juice
fresh orange juice	4.3.4.4.20.6	fresh orange juice
fresh orange juice	4.3.5.2.20.4	fresh orange juice
fresh orange juice	4.3.5.5.20.5	fresh orange juice
Fresh oregano	1.3.1.4.7.4	Fresh oregano
Fresh oregano	1.3.2.4.7.4	Fresh oregano
Fresh oregano	1.3.3.3.7.7	Fresh oregano
Fresh oregano	1.3.3.4.7.7	Fresh oregano
Fresh oregano	1.3.4.1.7.5	Fresh oregano
Fresh oregano	1.3.4.2.7.5	Fresh oregano
Fresh oregano	1.3.4.3.7.3	Fresh oregano
Fresh oregano	1.3.5.1.7.7	Fresh oregano
Fresh oregano	1.3.5.3.7.1	Fresh oregano
Fresh oregano	1.3.5.3.9.6	Fresh oregano
Fresh oregano	1.3.5.4.7.4	Fresh oregano
fresh oregano	2.7.2.3.17.2	fresh oregano
fresh oregano	4.1.1.1.7.8	fresh oregano
Fresh oregano leaves	1.3.5.3.17.7	Fresh oregano leaves
fresh palm sap	3.4.1.3.15.3	fresh palm sap
fresh palm sap	3.4.1.3.16.9	fresh palm sap
fresh palm sap	3.4.1.3.18.10	fresh palm sap
fresh palm sap	3.4.1.3.19.8	fresh palm sap
fresh palm sap	3.4.1.3.20.11	fresh palm sap
fresh palm sap	3.4.2.1.15.4	fresh palm sap
fresh palm sap	3.4.2.1.16.10	fresh palm sap
fresh palm sap	3.4.2.1.20.6	fresh palm sap
fresh palm sap	3.4.3.1.15.4	fresh palm sap
fresh palm sap	3.4.3.1.20.4	fresh palm sap
fresh palm sap	3.4.3.2.15.4	fresh palm sap
fresh palm sap	3.4.3.2.20.4	fresh palm sap
fresh palm sap	3.4.3.3.20.3	fresh palm sap
fresh palm sap	3.4.3.4.20.3	fresh palm sap
fresh palm sap	3.4.5.3.20.7	fresh palm sap
fresh palm sap	3.4.6.2.20.4	fresh palm sap
fresh palm sap	3.4.6.3.20.2	fresh palm sap
fresh palm sap	3.4.6.4.20.9	fresh palm sap
fresh palm sap	7.3.1.2.16.6	fresh palm sap
fresh palm sap	7.3.1.2.20.9	fresh palm sap
fresh palm sap	7.3.5.1.20.6	fresh palm sap
fresh palm sap	7.3.5.3.20.6	fresh palm sap
fresh palm sap	7.3.6.1.16.6	fresh palm sap
fresh palm sap	7.3.6.1.20.5	fresh palm sap
fresh palm sap	7.3.6.2.16.6	fresh palm sap
fresh palm sap	7.3.6.2.20.3	fresh palm sap
fresh palm sap	7.3.6.3.16.6	fresh palm sap
fresh palm sap	7.3.6.3.20.2	fresh palm sap
fresh palm sap	7.3.7.3.16.5	fresh palm sap
fresh palm sap	7.3.7.3.20.5	fresh palm sap
Fresh papaya juice	3.8.4.1.20.4	Fresh papaya juice
Fresh parsley	3.2.1.1.17.1	Fresh parsley
Fresh parsley	4.5.6.3.17.6	Fresh parsley
fresh parsley	2.7.2.4.17.9	fresh parsley
fresh parsley	2.8.1.1.17.3	fresh parsley
fresh parsley	3.1.1.1.17.3	fresh parsley
fresh parsley	4.2.1.2.17.5	fresh parsley
fresh parsley	4.2.1.3.17.2	fresh parsley
fresh parsley	4.2.1.4.17.2	fresh parsley
fresh parsley	4.2.2.1.17.2	fresh parsley
fresh parsley	4.2.2.3.17.2	fresh parsley
fresh parsley	4.2.2.4.17.3	fresh parsley
fresh parsley	4.2.3.4.17.6	fresh parsley
fresh parsley	4.2.3.5.17.11	fresh parsley
fresh parsley leaves	4.2.1.1.17.4	fresh parsley leaves
Fresh passion fruit juice	3.8.4.1.20.3	Fresh passion fruit juice
Fresh passionfruit pulp	9.3.1.1.17.4	Fresh passionfruit pulp
Fresh pears	2.3.2.2.3.3	Fresh pears
Fresh peas	2.3.5.2.4.6	Fresh peas
Fresh peas	2.3.6.1.4.7	Fresh peas
Fresh peas	2.3.6.4.4.9	Fresh peas
Fresh peas	2.9.4.1.4.1	Fresh peas
Fresh peas	2.9.4.2.4.5	Fresh peas
Fresh peas	3.3.1.3.2.15	Fresh peas
fresh peas	2.6.1.2.4.5	fresh peas
fresh peas	6.4.2.2.2.20	fresh peas
Fresh pepper	3.3.2.3.17.5	Fresh pepper
Fresh pepper relish	3.5.1.1.17.6	Fresh pepper relish
Fresh pepper relish	3.5.3.1.17.6	Fresh pepper relish
Fresh pepper relish	3.5.3.3.13.10	Fresh pepper relish
Fresh pepper relish	3.5.4.5.13.6	Fresh pepper relish
Fresh pepper sauce	3.5.1.1.13.2	Fresh pepper sauce
Fresh pepper sauce	3.5.1.2.13.3	Fresh pepper sauce
Fresh pepper sauce	3.5.1.3.13.9	Fresh pepper sauce
Fresh pepper sauce	3.5.1.4.13.10	Fresh pepper sauce
Fresh pepper sauce	3.5.2.2.13.5	Fresh pepper sauce
Fresh pepper sauce	3.5.2.3.13.7	Fresh pepper sauce
Fresh pepper sauce	3.5.5.1.13.6	Fresh pepper sauce
fresh pepper sauce	3.4.4.1.13.2	fresh pepper sauce
fresh pepper sauce	3.4.4.3.13.6	fresh pepper sauce
fresh pepper sauce	3.4.4.4.13.2	fresh pepper sauce
fresh peppercorns	7.1.3.1.17.16	fresh peppercorns
fresh peppercorns	7.1.3.1.8.9	fresh peppercorns
Fresh Périgord walnuts	2.3.4.4.5.2	Fresh Périgord walnuts
Fresh pesto	2.9.5.3.13.9	Fresh pesto
Fresh petit piment	3.8.3.1.17.3	Fresh petit piment
Fresh petit piment	3.8.3.2.17.3	Fresh petit piment
fresh pho noodles	7.1.7.1.1.6	fresh pho noodles
fresh phyllo	2.7.1.4.1.14	fresh phyllo
fresh phyllo	2.7.1.4.23.1	fresh phyllo
Fresh pigeon peas	5.4.1.1.4.3	Fresh pigeon peas
