1.4.3 Dominican	2.2.1.3.24.19	1.4.3 Dominican
Dried shrimp	7.4.3.2.14.7	Dried shrimp
Dried shrimp	7.4.3.2.8.9	Dried shrimp
Dried shrimp	7.4.3.3.14.7	Dried shrimp
Dried shrimp	7.4.3.3.8.10	Dried shrimp
Dried shrimp	7.4.4.1.8.8	Dried shrimp
Dried shrimp	7.4.4.3.14.6	Dried shrimp
Dried shrimp	7.4.4.3.8.9	Dried shrimp
Dried shrimp	7.4.4.4.14.5	Dried shrimp
dried shrimp	1.1.12.1.14.10	dried shrimp
dried shrimp	1.1.12.2.14.10	dried shrimp
dried shrimp	1.1.12.3.14.10	dried shrimp
dried shrimp	1.1.12.4.14.10	dried shrimp
dried shrimp	3.4.1.1.14.5	dried shrimp
dried shrimp	3.4.1.3.14.4	dried shrimp
dried shrimp	3.4.1.3.8.10	dried shrimp
dried shrimp	3.4.1.4.14.7	dried shrimp
dried shrimp	3.4.2.1.14.7	dried shrimp
dried shrimp	3.4.3.1.14.8	dried shrimp
dried shrimp	3.4.3.3.14.7	dried shrimp
dried shrimp	3.4.4.1.14.10	dried shrimp
dried shrimp	3.4.4.4.14.9	dried shrimp
dried shrimp	3.4.5.1.14.8	dried shrimp
dried shrimp	3.4.6.1.14.11	dried shrimp
dried shrimp	3.4.6.3.14.9	dried shrimp
dried shrimp	3.7.6.1.14.3	dried shrimp
dried shrimp	3.7.6.1.18.6	dried shrimp
dried shrimp	3.7.6.2.14.5	dried shrimp
dried shrimp	3.7.6.3.14.3	dried shrimp
dried shrimp	3.7.6.3.18.3	dried shrimp
dried shrimp	3.7.6.4.14.4	dried shrimp
dried shrimp	5.2.2.2.14.10	dried shrimp
dried shrimp	6.2.1.1.14.11	dried shrimp
dried shrimp	6.2.1.1.8.11	dried shrimp
dried shrimp	6.2.1.2.8.5	dried shrimp
dried shrimp	6.2.1.3.14.10	dried shrimp
dried shrimp	6.2.1.3.8.13	dried shrimp
dried shrimp	6.2.1.4.14.8	dried shrimp
dried shrimp	6.2.1.4.8.2	dried shrimp
dried shrimp	6.2.2.1.8.11	dried shrimp
dried shrimp	6.2.2.2.8.3	dried shrimp
dried shrimp	6.2.3.1.8.14	dried shrimp
dried shrimp	6.2.3.4.8.16	dried shrimp
dried shrimp	6.2.4.4.8.15	dried shrimp
dried shrimp	6.3.1.1.14.9	dried shrimp
dried shrimp	6.3.1.2.14.13	dried shrimp
dried shrimp	6.3.1.3.14.10	dried shrimp
dried shrimp	6.3.1.4.14.7	dried shrimp
dried shrimp	6.3.2.4.14.13	dried shrimp
dried shrimp	6.3.3.1.14.8	dried shrimp
dried shrimp	6.3.3.1.8.4	dried shrimp
dried shrimp	6.3.3.2.14.7	dried shrimp
dried shrimp	6.3.3.2.8.7	dried shrimp
dried shrimp	6.3.3.3.6.13	dried shrimp
dried shrimp	6.3.3.4.14.13	dried shrimp
dried shrimp	6.3.3.4.8.13	dried shrimp
dried shrimp	6.3.5.1.14.9	dried shrimp
dried shrimp	6.3.5.1.8.11	dried shrimp
dried shrimp	6.3.5.2.14.7	dried shrimp
dried shrimp	6.3.5.3.14.12	dried shrimp
dried shrimp	6.3.5.3.8.11	dried shrimp
dried shrimp	6.3.5.4.14.13	dried shrimp
dried shrimp	7.1.1.1.14.11	dried shrimp
dried shrimp	7.1.1.1.6.10	dried shrimp
dried shrimp	7.1.1.2.14.6	dried shrimp
dried shrimp	7.1.1.2.8.9	dried shrimp
dried shrimp	7.1.1.3.14.9	dried shrimp
dried shrimp	7.1.1.3.6.12	dried shrimp
dried shrimp	7.1.1.4.14.6	dried shrimp
dried shrimp	7.1.1.4.6.20	dried shrimp
dried shrimp	7.1.3.1.14.9	dried shrimp
dried shrimp	7.1.3.1.6.4	dried shrimp
dried shrimp	7.1.3.1.8.21	dried shrimp
dried shrimp	7.1.3.3.6.18	dried shrimp
dried shrimp	7.1.3.4.14.12	dried shrimp
dried shrimp	7.1.3.4.6.5	dried shrimp
dried shrimp	7.1.4.1.14.8	dried shrimp
dried shrimp	7.1.4.1.6.16	dried shrimp
dried shrimp	7.1.4.1.8.14	dried shrimp
dried shrimp	7.1.4.2.14.5	dried shrimp
dried shrimp	7.1.4.2.8.11	dried shrimp
dried shrimp	7.1.4.3.14.7	dried shrimp
dried shrimp	7.1.4.3.6.8	dried shrimp
dried shrimp	7.1.5.2.14.8	dried shrimp
dried shrimp	7.1.5.2.6.16	dried shrimp
dried shrimp	7.1.6.1.14.12	dried shrimp
dried shrimp	7.1.6.1.6.12	dried shrimp
dried shrimp	7.1.6.2.14.11	dried shrimp
dried shrimp	7.1.6.2.6.27	dried shrimp
dried shrimp	7.1.6.2.8.15	dried shrimp
dried shrimp	7.1.6.3.14.10	dried shrimp
dried shrimp	7.1.6.3.6.11	dried shrimp
dried shrimp	7.1.6.3.8.14	dried shrimp
dried shrimp	7.1.6.4.14.11	dried shrimp
dried shrimp	7.1.6.4.6.12	dried shrimp
dried shrimp	7.1.6.4.8.13	dried shrimp
dried shrimp	7.1.6.5.14.12	dried shrimp
dried shrimp	7.1.6.5.6.12	dried shrimp
dried shrimp	7.1.7.1.14.8	dried shrimp
dried shrimp	7.1.8.2.14.7	dried shrimp
dried shrimp	7.1.8.3.6.7	dried shrimp
dried shrimp	7.1.9.1.14.6	dried shrimp
dried shrimp	7.1.9.1.6.21	dried shrimp
dried shrimp	7.1.9.2.14.6	dried shrimp
dried shrimp	7.2.1.1.14.6	dried shrimp
dried shrimp	7.2.1.2.14.7	dried shrimp
dried shrimp	7.2.1.2.6.19	dried shrimp
dried shrimp	7.2.1.4.14.6	dried shrimp
dried shrimp	7.2.1.4.6.18	dried shrimp
dried shrimp	7.2.2.1.14.3	dried shrimp
dried shrimp	7.2.2.1.6.29	dried shrimp
dried shrimp	7.2.2.1.8.14	dried shrimp
dried shrimp	7.2.2.2.14.5	dried shrimp
dried shrimp	7.2.2.2.6.10	dried shrimp
dried shrimp	7.2.2.3.14.5	dried shrimp
dried shrimp	7.2.2.3.6.15	dried shrimp
dried shrimp	7.2.3.1.14.6	dried shrimp
dried shrimp	7.2.3.1.6.22	dried shrimp
dried shrimp	7.2.3.1.8.11	dried shrimp
dried shrimp	7.2.3.2.14.7	dried shrimp
dried shrimp	7.2.3.2.6.12	dried shrimp
dried shrimp	7.2.3.2.8.11	dried shrimp
dried shrimp	7.2.4.1.14.9	dried shrimp
dried shrimp	7.2.4.1.6.19	dried shrimp
dried shrimp	7.2.4.1.8.17	dried shrimp
dried shrimp	7.2.4.2.14.5	dried shrimp
dried shrimp	7.2.4.2.6.4	dried shrimp
dried shrimp	7.2.4.3.14.6	dried shrimp
dried shrimp	7.2.4.3.6.14	dried shrimp
dried shrimp	7.2.4.3.8.11	dried shrimp
dried shrimp	7.2.4.4.14.2	dried shrimp
dried shrimp	7.3.1.3.14.3	dried shrimp
dried shrimp	7.3.1.3.6.11	dried shrimp
dried shrimp	7.3.1.4.6.9	dried shrimp
dried shrimp	7.3.2.2.6.19	dried shrimp
dried shrimp	7.3.2.3.14.3	dried shrimp
dried shrimp	7.3.2.3.6.11	dried shrimp
dried shrimp	7.3.2.4.14.7	dried shrimp
dried shrimp	7.3.2.4.6.20	dried shrimp
dried shrimp	7.3.2.5.14.3	dried shrimp
dried shrimp	7.3.2.5.6.18	dried shrimp
dried shrimp	7.3.3.1.14.4	dried shrimp
dried shrimp	7.3.3.3.14.5	dried shrimp
dried shrimp	7.3.4.1.14.6	dried shrimp
dried shrimp	7.3.4.1.6.13	dried shrimp
dried shrimp	7.3.4.2.14.8	dried shrimp
dried shrimp	7.3.4.2.6.11	dried shrimp
dried shrimp	7.3.4.3.14.4	dried shrimp
dried shrimp	7.3.4.3.6.10	dried shrimp
dried shrimp	7.3.4.4.14.7	dried shrimp
dried shrimp	7.3.5.1.14.5	dried shrimp
dried shrimp	7.3.5.1.6.19	dried shrimp
dried shrimp	7.3.5.3.14.5	dried shrimp
dried shrimp	7.3.5.3.6.15	dried shrimp
dried shrimp	7.3.5.4.14.6	dried shrimp
dried shrimp	7.3.5.4.6.12	dried shrimp
dried shrimp	7.3.6.1.14.6	dried shrimp
dried shrimp	7.3.6.1.6.11	dried shrimp
dried shrimp	7.3.6.2.14.6	dried shrimp
dried shrimp	7.3.6.2.6.12	dried shrimp
dried shrimp	7.3.6.3.14.6	dried shrimp
dried shrimp	7.3.6.3.6.12	dried shrimp
dried shrimp chili dip	7.1.4.2.13.7	dried shrimp chili dip
dried shrimp paste	7.1.7.3.13.5	dried shrimp paste
dried shrimp powder	3.4.3.1.13.7	dried shrimp powder
dried shrimp powder	3.4.3.1.18.8	dried shrimp powder
dried shrimp powder	3.4.3.1.8.13	dried shrimp powder
dried shrimp powder	3.4.3.3.13.7	dried shrimp powder
dried shrimp powder	3.4.3.3.8.8	dried shrimp powder
dried shrimp powder	3.4.4.1.8.14	dried shrimp powder
dried shrimp powder	3.4.4.2.8.14	dried shrimp powder
dried shrimp powder	3.4.4.4.8.12	dried shrimp powder
dried shrimp powder	3.4.5.1.8.12	dried shrimp powder
dried shrimp powder	3.4.5.3.8.10	dried shrimp powder
dried shrimp powder	3.4.6.1.8.14	dried shrimp powder
dried shrimp powder	3.4.6.2.8.17	dried shrimp powder
dried shrimp powder	3.4.6.3.8.14	dried shrimp powder
dried shrimp powder	3.4.6.4.8.16	dried shrimp powder
dried shrimp powder	7.1.1.4.8.10	dried shrimp powder
dried shrimp powder	7.1.4.1.17.5	dried shrimp powder
dried shrimp roe	6.2.1.3.8.14	dried shrimp roe
dried shrimp stock	7.2.2.3.16.5	dried shrimp stock
dried silutoko mushroom	3.7.5.4.14.5	dried silutoko mushroom
dried silutoko mushroom	3.7.5.4.8.11	dried silutoko mushroom
dried silverfish	6.2.4.4.14.15	dried silverfish
dried silverfish	6.2.4.4.8.16	dried silverfish
Dried Sinai oregano	3.2.1.5.8.2	Dried Sinai oregano
Dried Sinai thyme	3.2.1.5.8.1	Dried Sinai thyme
dried skipjack tuna	6.7.7.1.14.11	dried skipjack tuna
dried slippery jack	9.2.3.3.8.5	dried slippery jack
Dried small fish	7.5.1.2.14.3	Dried small fish
Dried small fish	7.5.1.2.6.10	Dried small fish
dried small lake fish	6.2.4.4.8.18	dried small lake fish
dried small shrimp	5.2.2.1.18.5	dried small shrimp
dried smelt	2.8.7.2.14.9	dried smelt
dried smelt	2.8.7.5.14.8	dried smelt
dried smelt	8.2.4.3.14.10	dried smelt
dried smoked chilies	6.2.3.2.8.2	dried smoked chilies
dried sole	6.3.1.1.18.4	dried sole
dried sole	6.3.1.3.14.13	dried sole
dried sorghum malt	3.7.7.3.8.6	dried sorghum malt
Dried sorrel	2.3.2.2.8.11	Dried sorrel
Dried sorrel	2.9.4.1.8.8	Dried sorrel
dried sour cherries	4.6.2.2.14.7	dried sour cherries
dried sour cherries	4.6.5.1.14.6	dried sour cherries
dried sour cherry	4.1.2.2.14.9	dried sour cherry
dried sour plums	4.2.3.5.12.4	dried sour plums
dried sour plums	4.2.3.5.14.5	dried sour plums
Dried sour pomegranate	5.3.1.1.12.3	Dried sour pomegranate
dried soybean cake	7.1.1.3.14.5	dried soybean cake
dried soybean cake	7.1.1.3.18.6	dried soybean cake
Dried soybeans	6.5.2.3.4.5	Dried soybeans
dried Spanish mackerel	6.2.1.2.14.11	dried Spanish mackerel
dried Spanish mackerel	6.2.1.2.8.9	dried Spanish mackerel
Dried spearmint	1.1.1.2.8.3	Dried spearmint
dried spearmint	2.8.5.1.8.9	dried spearmint
dried spearmint	2.8.5.2.8.11	dried spearmint
dried spearmint	2.8.5.3.8.11	dried spearmint
dried spearmint	2.8.5.5.8.10	dried spearmint
dried spider flower leaves	3.7.1.6.14.13	dried spider flower leaves
dried spider flower leaves	3.7.1.6.8.10	dried spider flower leaves
dried spider flower leaves	3.7.4.3.14.6	dried spider flower leaves
dried spider plant leaves	3.7.2.2.8.2	dried spider plant leaves
dried spider plant leaves	3.7.4.1.14.9	dried spider plant leaves
dried spider plant leaves	3.7.4.2.14.8	dried spider plant leaves
dried spider plant leaves	3.7.4.4.14.8	dried spider plant leaves
Dried spinach	5.3.1.1.14.8	Dried spinach
Dried spinach	5.3.1.3.14.7	Dried spinach
dried spinach	3.7.8.3.14.9	dried spinach
Dried sprats	5.8.1.1.14.2	Dried sprats
Dried sprats	5.8.1.2.14.2	Dried sprats
Dried sprats	5.8.1.2.6.9	Dried sprats
Dried sprats	5.8.1.3.14.2	Dried sprats
Dried spruce shoots	2.9.2.4.8.6	Dried spruce shoots
Dried spruce shoots	2.9.3.2.8.7	Dried spruce shoots
Dried spruce shoots	2.9.3.3.8.6	Dried spruce shoots
Dried spruce shoots	2.9.4.4.8.6	Dried spruce shoots
dried spruce tips	1.1.13.5.8.2	dried spruce tips
dried spur chilies	7.1.2.1.8.1	dried spur chilies
Dried squid	6.5.1.1.8.9	Dried squid
Dried squid	6.5.1.2.8.7	Dried squid
Dried squid	6.5.1.3.6.11	Dried squid
Dried squid	6.5.1.3.8.5	Dried squid
Dried squid	6.5.2.2.14.7	Dried squid
Dried squid	6.5.2.2.8.5	Dried squid
Dried squid	6.5.2.3.14.9	Dried squid
Dried squid	6.5.2.3.8.6	Dried squid
Dried squid	6.5.2.4.8.8	Dried squid
Dried squid	7.4.1.5.14.5	Dried squid
Dried squid	7.4.1.5.8.7	Dried squid
Dried squid	7.4.2.1.14.2	Dried squid
Dried squid	7.4.2.1.8.10	Dried squid
Dried squid	7.4.2.2.14.6	Dried squid
Dried squid	7.4.2.2.8.11	Dried squid
Dried squid	7.4.2.3.14.7	Dried squid
Dried squid	7.4.2.3.8.11	Dried squid
Dried squid	7.4.3.1.14.6	Dried squid
Dried squid	7.4.3.1.8.10	Dried squid
Dried squid	7.4.3.2.14.8	Dried squid
Dried squid	7.4.3.2.8.10	Dried squid
Dried squid	7.4.3.3.14.8	Dried squid
Dried squid	7.4.3.3.8.11	Dried squid
Dried squid	7.4.4.3.14.5	Dried squid
Dried squid	7.4.4.3.8.10	Dried squid
Dried squid	7.4.4.4.14.4	Dried squid
dried squid	6.2.1.2.14.13	dried squid
dried squid	6.2.1.2.8.11	dried squid
dried squid	6.3.1.1.14.11	dried squid
dried squid	6.3.1.2.14.15	dried squid
dried squid	6.3.1.4.14.8	dried squid
dried squid	6.3.2.4.14.14	dried squid
dried squid	6.3.5.1.8.12	dried squid
dried squid	6.3.5.2.14.6	dried squid
dried squid	6.3.5.3.14.13	dried squid
dried squid	6.3.5.3.8.12	dried squid
dried squid	6.6.2.3.14.13	dried squid
dried squid	6.6.2.3.8.10	dried squid
dried squid	6.6.2.5.14.3	dried squid
dried squid	6.6.2.5.8.8	dried squid
dried squid	6.7.1.2.14.9	dried squid
dried squid	6.7.1.2.8.11	dried squid
dried squid	6.7.2.3.14.7	dried squid
dried squid	6.7.5.1.8.9	dried squid
dried squid	6.7.6.1.14.11	dried squid
dried squid	6.7.6.2.14.8	dried squid
dried squid	6.7.6.2.8.11	dried squid
dried squid	6.7.7.2.8.12	dried squid
dried squid	7.1.6.5.14.13	dried squid
dried squid	7.1.6.5.6.14	dried squid
dried squid	7.1.7.1.14.9	dried squid
dried squid	7.1.8.4.14.7	dried squid
dried squid	7.1.9.1.14.7	dried squid
dried squid	7.1.9.1.6.29	dried squid
dried squid	7.1.9.2.14.7	dried squid
dried squid	7.1.9.3.14.6	dried squid
dried squid	7.3.4.1.14.7	dried squid
dried squid	7.3.4.1.6.19	dried squid
dried squid	8.2.4.2.14.7	dried squid
dried squid	8.2.4.3.14.11	dried squid
dried squid broth base	7.1.9.1.18.11	dried squid broth base
dried St. John's wort	8.2.2.1.8.5	dried St. John's wort
dried star fruit	7.1.7.1.14.15	dried star fruit
Dried stinging nettle	2.9.5.3.8.2	Dried stinging nettle
dried stingray	7.3.5.4.14.4	dried stingray
dried stingray	7.3.5.4.6.8	dried stingray
dried strawberry leaves	8.1.2.2.8.14	dried strawberry leaves
Dried sugar kelp	2.9.5.1.8.7	Dried sugar kelp
Dried sugar kelp	2.9.5.4.8.5	Dried sugar kelp
dried Suiyang bullet chili	6.4.3.3.8.2	dried Suiyang bullet chili
dried sumac	4.4.1.3.14.12	dried sumac
dried sumac	4.4.4.1.14.6	dried sumac
dried sumac	4.4.4.1.8.2	dried sumac
dried sumac	4.4.4.3.14.11	dried sumac
dried summer savory	2.6.9.1.8.9	dried summer savory
dried summer savory	4.2.1.1.8.15	dried summer savory
dried surumeika	6.7.1.1.8.10	dried surumeika
Dried swamp paperbark leaves	9.1.1.4.8.6	Dried swamp paperbark leaves
dried sweet potato	6.3.3.3.14.12	dried sweet potato
dried sweet potato	6.3.4.2.1.15	dried sweet potato
dried sweet potato	6.3.4.2.14.14	dried sweet potato
Dried sweet potato chips	3.6.4.3.14.11	Dried sweet potato chips
Dried sweet potato chips	3.6.4.4.14.11	Dried sweet potato chips
Dried sweet potato chips	3.6.5.1.14.8	Dried sweet potato chips
Dried sweet potato chips	3.6.5.3.14.8	Dried sweet potato chips
dried sweet potato leaves	3.7.5.4.14.9	dried sweet potato leaves
dried sweet potato leaves	3.7.5.4.8.6	dried sweet potato leaves
dried sweet red pepper	2.8.6.3.8.14	dried sweet red pepper
dried sweet reed	3.7.3.1.8.9	dried sweet reed
dried sweet wormwood	8.1.5.3.8.5	dried sweet wormwood
dried swordtip squid	6.6.3.2.8.13	dried swordtip squid
Dried taana	6.8.1.2.8.2	Dried taana
dried taflan leaves	4.1.4.3.8.9	dried taflan leaves
dried Tahitian vanilla bean	9.5.3.1.14.3	dried Tahitian vanilla bean
dried Tahitian vanilla bean	9.5.3.1.8.2	dried Tahitian vanilla bean
Dried tamarind pulp	3.2.2.3.14.6	Dried tamarind pulp
Dried tangerine peel	6.5.1.1.8.10	Dried tangerine peel
Dried tangerine peel	6.5.1.3.8.7	Dried tangerine peel
Dried tangerine peel	6.5.2.4.19.7	Dried tangerine peel
Dried tangerine peel	6.5.2.4.8.12	Dried tangerine peel
dried tangerine peel	6.1.1.1.8.6	dried tangerine peel
dried tangerine peel	6.1.1.2.19.5	dried tangerine peel
dried tangerine peel	6.1.1.2.8.10	dried tangerine peel
dried tangerine peel	6.1.2.2.8.9	dried tangerine peel
dried tangerine peel	6.1.2.3.8.9	dried tangerine peel
dried tangerine peel	6.1.3.2.8.12	dried tangerine peel
dried tangerine peel	6.1.3.3.8.11	dried tangerine peel
dried tangerine peel	6.1.4.1.8.10	dried tangerine peel
dried tangerine peel	6.1.4.2.8.10	dried tangerine peel
dried tangerine peel	6.1.4.3.8.12	dried tangerine peel
dried tangerine peel	6.1.4.4.8.11	dried tangerine peel
dried tangerine peel	6.2.1.1.19.9	dried tangerine peel
dried tangerine peel	6.2.1.1.8.6	dried tangerine peel
dried tangerine peel	6.2.1.2.19.7	dried tangerine peel
dried tangerine peel	6.2.1.3.19.7	dried tangerine peel
dried tangerine peel	6.2.1.3.8.7	dried tangerine peel
dried tangerine peel	6.2.1.4.19.5	dried tangerine peel
dried tangerine peel	6.2.1.4.8.5	dried tangerine peel
dried tangerine peel	6.2.2.1.19.3	dried tangerine peel
dried tangerine peel	6.2.2.1.8.7	dried tangerine peel
dried tangerine peel	6.2.2.2.8.1	dried tangerine peel
dried tangerine peel	6.2.3.1.19.8	dried tangerine peel
dried tangerine peel	6.2.3.1.8.10	dried tangerine peel
dried tangerine peel	6.2.3.2.19.7	dried tangerine peel
dried tangerine peel	6.2.3.2.8.10	dried tangerine peel
dried tangerine peel	6.2.3.3.19.6	dried tangerine peel
dried tangerine peel	6.2.3.3.8.13	dried tangerine peel
dried tangerine peel	6.2.3.4.19.6	dried tangerine peel
dried tangerine peel	6.2.3.4.8.12	dried tangerine peel
dried tangerine peel	6.2.4.1.19.6	dried tangerine peel
dried tangerine peel	6.2.4.1.8.7	dried tangerine peel
dried tangerine peel	6.2.4.2.19.8	dried tangerine peel
dried tangerine peel	6.2.4.2.8.12	dried tangerine peel
dried tangerine peel	6.2.4.3.19.6	dried tangerine peel
dried tangerine peel	6.2.4.3.8.10	dried tangerine peel
dried tangerine peel	6.2.4.4.19.7	dried tangerine peel
dried tangerine peel	6.2.4.4.8.11	dried tangerine peel
dried tangerine peel	6.3.1.1.19.9	dried tangerine peel
dried tangerine peel	6.3.1.2.19.6	dried tangerine peel
dried tangerine peel	6.3.1.2.8.2	dried tangerine peel
dried tangerine peel	6.3.1.3.19.4	dried tangerine peel
dried tangerine peel	6.3.1.3.8.9	dried tangerine peel
dried tangerine peel	6.3.1.4.19.9	dried tangerine peel
dried tangerine peel	6.3.1.4.8.12	dried tangerine peel
dried tangerine peel	6.3.2.1.19.8	dried tangerine peel
dried tangerine peel	6.3.2.1.8.10	dried tangerine peel
dried tangerine peel	6.3.2.4.8.11	dried tangerine peel
dried tangerine peel	6.3.3.1.19.6	dried tangerine peel
dried tangerine peel	6.3.3.1.8.6	dried tangerine peel
dried tangerine peel	6.3.3.2.19.6	dried tangerine peel
dried tangerine peel	6.3.3.2.8.11	dried tangerine peel
dried tangerine peel	6.3.3.3.19.5	dried tangerine peel
dried tangerine peel	6.3.3.3.8.7	dried tangerine peel
dried tangerine peel	6.3.3.4.19.6	dried tangerine peel
dried tangerine peel	6.3.3.4.8.8	dried tangerine peel
dried tangerine peel	6.3.4.1.19.6	dried tangerine peel
dried tangerine peel	6.3.4.1.8.11	dried tangerine peel
dried tangerine peel	6.3.4.2.19.6	dried tangerine peel
dried tangerine peel	6.3.4.2.8.7	dried tangerine peel
dried tangerine peel	6.3.4.3.19.3	dried tangerine peel
dried tangerine peel	6.3.4.3.8.8	dried tangerine peel
dried tangerine peel	6.3.5.1.19.3	dried tangerine peel
dried tangerine peel	6.3.5.1.8.10	dried tangerine peel
dried tangerine peel	6.3.5.3.19.3	dried tangerine peel
dried tangerine peel	6.3.5.3.8.10	dried tangerine peel
dried tangerine peel	6.3.5.4.19.4	dried tangerine peel
dried tangerine peel	6.3.5.4.8.5	dried tangerine peel
dried tangerine peel	6.4.1.1.19.7	dried tangerine peel
dried tangerine peel	6.4.1.1.8.15	dried tangerine peel
dried tangerine peel	6.4.1.3.19.8	dried tangerine peel
dried tangerine peel	6.4.2.1.8.13	dried tangerine peel
dried tangerine peel	6.4.2.2.8.9	dried tangerine peel
dried tangerine peel	6.4.3.1.19.8	dried tangerine peel
dried tangerine peel	6.4.3.1.24.6	dried tangerine peel
dried tangerine peel	6.4.3.1.8.14	dried tangerine peel
dried tangerine peel	6.4.3.2.19.5	dried tangerine peel
dried tangerine peel	6.4.3.2.8.7	dried tangerine peel
dried tangerine peel	6.4.3.3.19.10	dried tangerine peel
dried tangerine peel	6.4.3.3.24.6	dried tangerine peel
dried tangerine peel	6.4.3.3.8.15	dried tangerine peel
dried tangerine peel	6.6.1.1.24.3	dried tangerine peel
dried tangerine peel	6.6.1.1.8.8	dried tangerine peel
dried tangerine peel	6.6.2.1.8.12	dried tangerine peel
dried tangerine peel	6.6.3.1.19.1	dried tangerine peel
dried tangerine peel	6.6.3.1.8.6	dried tangerine peel
dried tangerine peel	6.6.3.2.19.1	dried tangerine peel
dried tangerine peel	6.6.3.2.8.6	dried tangerine peel
dried tarhun	4.1.3.3.8.6	dried tarhun
Dried taro leaves	7.4.1.4.14.7	Dried taro leaves
Dried taro leaves	7.4.1.4.18.4	Dried taro leaves
Dried taro leaves	7.4.1.4.2.2	Dried taro leaves
Dried tarragon	2.3.2.1.8.10	Dried tarragon
Dried tarragon	2.3.5.1.8.9	Dried tarragon
Dried tarragon	2.3.5.2.8.14	Dried tarragon
Dried tarragon	2.9.8.1.8.10	Dried tarragon
Dried tarragon	3.6.1.4.8.12	Dried tarragon
dried tarragon	2.3.9.2.8.5	dried tarragon
dried tarragon	4.2.2.1.8.12	dried tarragon
dried tarragon	4.2.2.3.8.12	dried tarragon
dried tart cherries	1.1.6.1.14.14	dried tart cherries
dried tart cherries	1.1.6.1.17.10	dried tart cherries
dried tart cherries	1.1.6.4.14.14	dried tart cherries
dried tea herbs	2.6.8.2.8.2	dried tea herbs
dried tea leaves	6.3.2.3.8.10	dried tea leaves
dried tea leaves	7.2.1.3.14.1	dried tea leaves
dried tender drumsticks	5.2.2.2.14.8	dried tender drumsticks
dried tender drumsticks	5.2.2.2.18.4	dried tender drumsticks
dried tepka pears	2.6.1.1.14.10	dried tepka pears
dried tepka pears	2.6.1.1.17.7	dried tepka pears
dried tepka pears	2.6.1.1.3.16	dried tepka pears
Dried thyme	1.1.1.1.8.15	Dried thyme
Dried thyme	1.1.1.3.8.14	Dried thyme
Dried thyme	1.1.2.1.8.16	Dried thyme
Dried thyme	1.1.2.5.8.16	Dried thyme
Dried thyme	1.1.3.1.8.6	Dried thyme
Dried thyme	1.1.3.3.8.16	Dried thyme
Dried thyme	1.1.3.4.8.3	Dried thyme
Dried thyme	1.1.4.1.8.16	Dried thyme
Dried thyme	1.1.4.2.8.17	Dried thyme
Dried thyme	1.1.4.3.8.17	Dried thyme
Dried thyme	1.1.4.4.8.17	Dried thyme
Dried thyme	1.1.4.5.8.16	Dried thyme
Dried thyme	1.1.5.1.8.12	Dried thyme
Dried thyme	1.1.5.2.8.12	Dried thyme
Dried thyme	1.3.2.1.8.7	Dried thyme
Dried thyme	1.3.2.2.8.9	Dried thyme
Dried thyme	1.3.2.3.8.12	Dried thyme
Dried thyme	1.3.3.1.8.9	Dried thyme
Dried thyme	1.3.3.2.8.9	Dried thyme
Dried thyme	1.3.3.3.8.9	Dried thyme
Dried thyme	1.3.3.4.8.9	Dried thyme
Dried thyme	1.3.4.2.8.10	Dried thyme
Dried thyme	1.3.4.3.8.8	Dried thyme
Dried thyme	1.3.5.1.8.10	Dried thyme
Dried thyme	1.3.6.1.8.10	Dried thyme
Dried thyme	1.4.4.3.8.13	Dried thyme
Dried thyme	1.4.6.3.8.13	Dried thyme
Dried thyme	2.2.8.2.8.10	Dried thyme
Dried thyme	2.3.1.2.8.8	Dried thyme
Dried thyme	2.3.1.3.8.10	Dried thyme
Dried thyme	2.3.2.1.8.12	Dried thyme
Dried thyme	2.3.2.2.8.9	Dried thyme
Dried thyme	2.3.2.3.8.7	Dried thyme
Dried thyme	2.3.3.1.8.11	Dried thyme
Dried thyme	2.3.3.2.8.9	Dried thyme
Dried thyme	2.3.4.1.8.7	Dried thyme
Dried thyme	2.3.4.2.8.9	Dried thyme
Dried thyme	2.3.5.1.8.10	Dried thyme
Dried thyme	2.3.5.2.8.11	Dried thyme
Dried thyme	2.3.5.3.8.7	Dried thyme
Dried thyme	2.3.6.1.8.10	Dried thyme
Dried thyme	2.3.6.2.8.8	Dried thyme
Dried thyme	2.3.6.3.8.8	Dried thyme
Dried thyme	2.3.6.4.8.11	Dried thyme
Dried thyme	2.9.4.2.8.8	Dried thyme
Dried thyme	2.9.8.2.8.8	Dried thyme
Dried thyme	3.6.1.3.8.2	Dried thyme
Dried thyme	3.6.1.4.8.6	Dried thyme
Dried thyme	3.8.2.1.8.12	Dried thyme
Dried thyme	6.8.1.4.8.2	Dried thyme
dried thyme	1.1.10.1.8.16	dried thyme
dried thyme	1.1.10.2.8.15	dried thyme
dried thyme	1.1.10.3.8.13	dried thyme
dried thyme	1.1.10.4.8.16	dried thyme
dried thyme	1.1.11.1.8.16	dried thyme
dried thyme	1.1.11.2.8.16	dried thyme
dried thyme	1.1.11.3.8.16	dried thyme
dried thyme	1.1.11.4.8.14	dried thyme
dried thyme	1.1.11.5.8.16	dried thyme
dried thyme	1.1.13.2.8.12	dried thyme
dried thyme	1.1.13.3.8.9	dried thyme
dried thyme	1.1.5.5.8.12	dried thyme
dried thyme	1.1.6.1.8.13	dried thyme
dried thyme	1.1.6.2.8.13	dried thyme
dried thyme	1.1.6.3.8.13	dried thyme
