1.4.3 Dominican	2.2.1.3.24.19
dried tangerine peel	6.3.1.4.19.9
dried tangerine peel	6.3.1.4.8.12
dried tangerine peel	6.3.2.1.19.8
dried tangerine peel	6.3.2.1.8.10
dried tangerine peel	6.3.2.4.8.11
dried tangerine peel	6.3.3.1.19.6
dried tangerine peel	6.3.3.1.8.6
dried tangerine peel	6.3.3.2.19.6
dried tangerine peel	6.3.3.2.8.11
dried tangerine peel	6.3.3.3.19.5
dried tangerine peel	6.3.3.3.8.7
dried tangerine peel	6.3.3.4.19.6
dried tangerine peel	6.3.3.4.8.8
dried tangerine peel	6.3.4.1.19.6
dried tangerine peel	6.3.4.1.8.11
dried tangerine peel	6.3.4.2.19.6
dried tangerine peel	6.3.4.2.8.7
dried tangerine peel	6.3.4.3.19.3
dried tangerine peel	6.3.4.3.8.8
dried tangerine peel	6.3.5.1.19.3
dried tangerine peel	6.3.5.1.8.10
dried tangerine peel	6.3.5.3.19.3
dried tangerine peel	6.3.5.3.8.10
dried tangerine peel	6.3.5.4.19.4
dried tangerine peel	6.3.5.4.8.5
dried tangerine peel	6.4.1.1.19.7
dried tangerine peel	6.4.1.1.8.15
dried tangerine peel	6.4.1.3.19.8
dried tangerine peel	6.4.2.1.8.13
dried tangerine peel	6.4.2.2.8.9
dried tangerine peel	6.4.3.1.19.8
dried tangerine peel	6.4.3.1.24.6
dried tangerine peel	6.4.3.1.8.14
dried tangerine peel	6.4.3.2.19.5
dried tangerine peel	6.4.3.2.8.7
dried tangerine peel	6.4.3.3.19.10
dried tangerine peel	6.4.3.3.24.6
dried tangerine peel	6.4.3.3.8.15
dried tangerine peel	6.6.1.1.24.3
dried tangerine peel	6.6.1.1.8.8
dried tangerine peel	6.6.2.1.8.12
dried tangerine peel	6.6.3.1.19.1
dried tangerine peel	6.6.3.1.8.6
dried tangerine peel	6.6.3.2.19.1
dried tangerine peel	6.6.3.2.8.6
dried tarhun	4.1.3.3.8.6
Dried taro leaves	7.4.1.4.14.7
Dried taro leaves	7.4.1.4.18.4
Dried taro leaves	7.4.1.4.2.2
Dried tarragon	2.3.2.1.8.10
Dried tarragon	2.3.5.1.8.9
Dried tarragon	2.3.5.2.8.14
Dried tarragon	2.9.8.1.8.10
Dried tarragon	3.6.1.4.8.12
dried tarragon	2.3.9.2.8.5
dried tarragon	4.2.2.1.8.12
dried tarragon	4.2.2.3.8.12
dried tarragon, dried tarragon, estragón seco	2.2.2.1.8.8
dried tart cherries	1.1.6.1.14.14
dried tart cherries	1.1.6.1.17.10
dried tart cherries	1.1.6.4.14.14
dried tea herbs	2.6.8.2.8.2
dried tea leaves	6.3.2.3.8.10
dried tea leaves	7.2.1.3.14.1
dried tender drumsticks	5.2.2.2.14.8
dried tender drumsticks	5.2.2.2.18.4
dried tepka pears	2.6.1.1.14.10
dried tepka pears	2.6.1.1.17.7
dried tepka pears	2.6.1.1.3.16
Dried thyme	1.1.1.1.8.15
Dried thyme	1.1.1.3.8.14
Dried thyme	1.1.2.1.8.16
Dried thyme	1.1.2.5.8.16
Dried thyme	1.1.3.1.8.6
Dried thyme	1.1.3.3.8.16
Dried thyme	1.1.3.4.8.3
Dried thyme	1.1.4.1.8.16
Dried thyme	1.1.4.2.8.17
Dried thyme	1.1.4.3.8.17
Dried thyme	1.1.4.4.8.17
Dried thyme	1.1.4.5.8.16
Dried thyme	1.1.5.1.8.12
Dried thyme	1.1.5.2.8.12
Dried thyme	1.3.2.1.8.7
Dried thyme	1.3.2.2.8.9
Dried thyme	1.3.2.3.8.12
Dried thyme	1.3.3.1.8.9
Dried thyme	1.3.3.2.8.9
Dried thyme	1.3.3.3.8.9
Dried thyme	1.3.3.4.8.9
Dried thyme	1.3.4.2.8.10
Dried thyme	1.3.4.3.8.8
Dried thyme	1.3.5.1.8.10
Dried thyme	1.3.6.1.8.10
Dried thyme	1.4.4.3.8.13
Dried thyme	1.4.6.3.8.13
Dried thyme	2.2.8.2.8.10
Dried thyme	2.3.1.2.8.8
Dried thyme	2.3.1.3.8.10
Dried thyme	2.3.2.1.8.12
Dried thyme	2.3.2.2.8.9
Dried thyme	2.3.2.3.8.7
Dried thyme	2.3.3.1.8.11
Dried thyme	2.3.3.2.8.9
Dried thyme	2.3.4.1.8.7
Dried thyme	2.3.4.2.8.9
Dried thyme	2.3.5.1.8.10
Dried thyme	2.3.5.2.8.11
Dried thyme	2.3.5.3.8.7
Dried thyme	2.3.6.1.8.10
Dried thyme	2.3.6.2.8.8
Dried thyme	2.3.6.3.8.8
Dried thyme	2.3.6.4.8.11
Dried thyme	2.9.4.2.8.8
Dried thyme	2.9.8.2.8.8
Dried thyme	3.6.1.3.8.2
Dried thyme	3.6.1.4.8.6
Dried thyme	3.8.2.1.8.12
Dried thyme	6.8.1.4.8.2
dried thyme	1.1.10.1.8.16
dried thyme	1.1.10.2.8.15
dried thyme	1.1.10.3.8.13
dried thyme	1.1.10.4.8.16
dried thyme	1.1.11.1.8.16
dried thyme	1.1.11.2.8.16
dried thyme	1.1.11.3.8.16
dried thyme	1.1.11.4.8.14
dried thyme	1.1.11.5.8.16
dried thyme	1.1.13.2.8.12
dried thyme	1.1.13.3.8.9
dried thyme	1.1.5.5.8.12
dried thyme	1.1.6.1.8.13
dried thyme	1.1.6.2.8.13
dried thyme	1.1.6.3.8.13
dried thyme	1.1.6.4.8.13
dried thyme	1.1.6.5.8.14
dried thyme	1.1.6.6.8.13
dried thyme	1.1.7.1.8.14
dried thyme	1.1.7.2.8.16
dried thyme	1.1.7.3.8.15
dried thyme	1.1.7.5.8.14
dried thyme	1.1.8.2.8.19
dried thyme	1.1.8.3.8.13
dried thyme	1.1.8.4.8.20
dried thyme	1.1.8.5.8.17
dried thyme	1.1.8.6.8.19
dried thyme	1.1.9.1.8.21
dried thyme	1.1.9.2.8.19
dried thyme	1.1.9.3.8.19
dried thyme	1.1.9.4.8.19
dried thyme	1.3.2.1.8.19
dried thyme	1.3.2.2.8.20
dried thyme	1.3.2.3.8.23
dried thyme	1.3.2.4.8.20
dried thyme	2.1.2.1.8.11
dried thyme	2.1.2.2.8.5
dried thyme	2.1.2.3.8.5
dried thyme	2.3.7.1.8.12
dried thyme	2.3.7.2.8.12
dried thyme	2.3.7.3.8.11
dried thyme	2.3.8.1.8.16
dried thyme	2.3.8.2.8.5
dried thyme	2.3.9.2.8.2
dried thyme	2.6.1.2.8.7
dried thyme	2.6.1.3.8.10
dried thyme	2.6.2.1.8.5
dried thyme	2.6.2.4.8.8
dried thyme	2.6.6.3.8.1
dried thyme	2.6.7.3.8.5
dried thyme	2.6.9.3.8.8
dried thyme	2.7.1.1.8.9
dried thyme	2.7.1.2.8.7
dried thyme	2.7.1.3.8.7
dried thyme	2.7.1.4.8.2
dried thyme	2.7.2.1.8.7
dried thyme	2.7.2.2.8.10
dried thyme	2.7.2.3.8.12
dried thyme	2.7.2.4.8.10
dried thyme	2.7.2.5.8.9
dried thyme	2.7.3.1.8.3
dried thyme	2.7.3.2.8.10
dried thyme	2.8.4.4.8.7
dried thyme	2.8.5.4.8.9
dried thyme	2.8.5.5.8.11
dried thyme	2.8.6.1.8.11
dried thyme	2.8.6.3.8.12
dried thyme	2.8.6.4.8.11
dried thyme	3.1.1.3.8.7
dried thyme	3.1.2.4.8.7
dried thyme	3.1.4.2.8.9
dried thyme	3.4.4.1.8.10
dried thyme	3.4.4.2.8.10
dried thyme	3.4.4.4.8.9
dried thyme	3.4.5.1.8.7
dried thyme	3.4.5.3.8.7
dried thyme	3.4.6.1.8.7
dried thyme	3.4.6.2.8.12
dried thyme	3.4.6.4.8.7
dried thyme	3.4.6.5.8.11
dried thyme	3.4.6.6.8.11
dried thyme	3.7.1.4.8.10
dried thyme	3.7.2.1.8.6
dried thyme	3.7.8.3.17.6
dried thyme	3.7.8.3.8.5
dried thyme	4.1.1.1.8.8
dried thyme	4.1.1.3.8.3
dried thyme	4.1.2.1.8.3
dried thyme	4.1.2.2.8.6
dried thyme	4.1.3.2.8.6
dried thyme	4.1.3.3.8.4
dried thyme	4.1.4.1.8.4
dried thyme	4.1.4.2.8.7
dried thyme	4.1.4.3.8.5
dried thyme	4.1.5.1.8.11
dried thyme	4.1.5.2.8.11
dried thyme	4.1.5.3.8.15
dried thyme	4.1.5.4.8.14
dried thyme	4.2.2.2.8.6
dried thyme	4.2.2.3.8.10
dried thyme	4.2.2.4.8.5
dried thyme	4.3.3.1.8.5
dried thyme	4.3.3.3.8.8
dried thyme	4.3.3.4.8.6
dried thyme	4.3.5.1.8.8
dried thyme	4.3.5.2.8.8
dried thyme	4.3.5.4.8.4
dried thyme	4.3.5.5.8.10
dried thyme	4.4.1.1.8.12
dried thyme	4.4.1.2.8.11
dried thyme	4.4.1.3.8.9
dried thyme	4.4.2.1.8.15
dried thyme	4.4.2.2.8.13
dried thyme	4.4.2.3.8.10
dried thyme	4.4.4.1.8.12
dried thyme	4.4.4.2.8.7
dried thyme	4.4.4.3.8.11
dried thyme	5.2.3.4.8.8
dried thyme	6.4.4.4.8.12
dried thyme	6.7.4.3.8.8
dried thyme	8.1.1.1.8.5
dried thyme	8.1.1.4.8.4
dried thyme	8.1.1.5.8.2
dried thyme	8.1.2.1.8.9
dried thyme	8.1.2.2.8.7
dried thyme	8.1.2.3.8.2
dried thyme	8.1.2.4.8.9
dried thyme	8.1.4.1.8.10
dried thyme	8.1.5.3.8.3
dried thyme	8.2.1.2.8.3
dried thyme	8.2.2.1.8.2
dried thyme	8.2.2.2.8.4
dried thyme	8.2.3.2.8.5
dried thyme	8.2.3.3.8.2
dried thyme	8.2.4.1.8.3
dried thyme	9.2.3.1.8.6
dried thyme	9.2.3.2.8.4
dried thyme, dried thyme, sušený tymian	2.5.6.1.8.17
dried thyme, dried thyme, sušený tymian	2.5.6.2.8.17
dried thyme, dried thyme, sušený tymian	2.5.6.3.8.17
dried thyme, dried thyme, sušený tymián	2.5.5.1.8.16
dried thyme, dried thyme, sušený tymián	2.5.5.2.8.15
Dried thyme, Dried thyme, Tim sèk	1.4.5.2.8.5
Dried thyme, Dried thyme, Tim sèk	1.4.5.3.8.5
dried thyme, dried thyme, tomiño seco	2.2.2.2.8.11
Dried tofu	6.5.1.1.11.4
Dried tofu	6.5.1.2.11.4
Dried tofu	6.5.1.3.11.3
dried tofu	6.1.1.1.6.15
dried tofu	6.1.1.2.6.24
dried tofu	6.1.2.2.11.6
dried tofu	6.1.2.3.11.4
dried tofu	6.1.2.3.6.20
dried tofu	6.1.3.1.11.6
dried tofu	6.1.3.1.6.22
dried tofu	6.1.3.2.11.7
dried tofu	6.1.3.2.6.21
dried tofu	6.1.3.3.11.7
dried tofu	6.1.3.3.6.23
dried tofu	6.1.3.4.11.5
dried tofu	6.1.3.4.6.23
dried tofu	6.1.4.1.11.7
dried tofu	6.1.4.1.6.15
dried tofu	6.1.4.2.11.8
dried tofu	6.1.4.2.6.14
dried tofu	6.1.4.3.11.19
dried tofu	6.1.4.3.6.22
dried tofu	6.1.4.4.11.11
dried tofu	6.1.4.4.6.18
dried tofu	6.2.1.1.11.7
dried tofu	6.2.1.2.11.6
dried tofu	6.2.1.3.11.5
Dried tomato	3.2.1.3.14.12
Dried tomato	3.2.1.3.18.3
Dried tomato	3.2.1.3.8.20
dried tomato	3.4.5.4.2.4
dried tomato	4.1.2.3.14.13
dried tomato slices	4.3.1.4.14.13
Dried tomatoes	2.9.5.1.8.12
Dried tomatoes	9.1.3.1.14.6
dried tomatoes	2.6.9.1.14.9
dried tomatoes	2.6.9.1.8.11
dried tomatoes	3.1.2.4.14.9
dried tomatoes	3.1.3.3.14.4
dried tomatoes	8.1.5.4.14.13
dried tomatoes	8.1.5.4.18.9
Dried tomatoes in oil, Dried tomatoes in oil, Tomates secos en aceite	1.8.1.1.14.8
dried trahana	2.7.3.2.1.8
dried trahanas	2.7.1.3.14.7
dried trahanas	2.7.3.1.1.8
dried tree chili, dried tree chili, chile de árbol seco	1.2.1.2.8.3
dried tree chili, dried tree chili, chile de árbol seco	1.2.1.5.8.5
dried tree chili, dried tree chili, chile de árbol seco	1.2.2.3.8.1
dried tree chili, dried tree chili, chile de árbol seco	1.2.2.5.8.4
dried tree chili, dried tree chili, chile de árbol seco	1.2.4.1.8.6
dried tree chili, dried tree chili, chile de árbol seco	1.2.4.3.8.1
dried tree chili, dried tree chili, chile de árbol seco	1.2.4.4.8.4
dried tree chili, dried tree chili, chile de árbol seco	1.2.4.5.8.7
dried tree chili, dried tree chili, chile de árbol seco	1.2.5.3.8.4
dried trout	6.7.1.3.14.4
dried trout	6.7.1.3.8.10
dried trout flakes	3.7.4.3.17.8
Dried truffles	2.9.7.1.8.12
Dried trumpet chanterelles	2.9.2.1.8.10
Dried trumpet chanterelles	2.9.3.2.8.10
Dried trumpet chanterelles	2.9.4.2.8.18
dried tsamma melon flesh	3.7.2.1.14.11
dried tua nao	7.1.2.3.14.2
dried tua nao	7.1.2.3.4.4
dried tuatua	9.2.1.2.14.8
Dried tuna	5.8.2.1.14.3
Dried tuna	5.8.2.1.6.6
Dried tuna	5.8.2.2.14.3
Dried tuna	5.8.2.2.6.6
Dried tuna	5.8.2.3.14.3
Dried tuna	5.8.2.3.6.5
dried tuna	9.2.1.3.14.4
Dried tuna floss	6.5.2.3.8.7
Dried turmeric	5.4.2.1.8.2
Dried turmeric	5.4.4.3.8.4
Dried turmeric	5.4.4.4.8.4
Dried turmeric	5.4.5.3.8.4
Dried turmeric	9.1.4.1.8.5
Dried turmeric	9.1.4.2.8.6
Dried turmeric	9.1.5.1.8.5
dried turmeric powder	7.1.2.3.8.5
Dried turnip greens	5.7.3.4.14.7
Dried turnip greens	5.7.3.4.18.7
Dried turnip leaves	5.7.2.1.14.6
Dried turnip leaves	5.7.2.1.18.3
Dried turnip leaves	5.7.2.2.14.6
Dried turnip leaves	5.7.2.2.18.7
dried underground mushroom	3.7.5.4.14.6
dried underground mushroom	3.7.5.4.8.12
dried unripe lime rind	4.6.5.3.12.4
dried unripe lime rind	4.6.5.3.14.7
dried unripe lime rind	4.6.5.3.8.6
dried urme	8.2.3.2.14.7
dried vanilla bean	9.5.2.3.8.2
dried vanilla bean	9.5.2.4.14.4
Dried vanilla beans	9.3.5.1.14.7
Dried vanilla beans	9.3.5.2.14.5
Dried vanilla beans	9.3.5.4.14.7
dried vegetable achar	5.2.2.4.13.2
dried vegetables	5.2.2.4.14.4
Dried violet flowers	2.3.4.3.7.5
Dried violet petals	2.3.4.3.8.6
Dried violet petals	2.3.6.2.8.13
dried vobla	8.1.1.3.14.6
dried vobla	8.1.1.3.18.2
Dried wakame	2.3.1.2.8.9
Dried wakame	2.9.5.1.8.8
dried wakame	1.1.14.3.8.8
dried wakame	6.7.1.3.14.12
dried wakame	6.7.1.3.8.3
dried wakame	6.7.2.1.14.10
dried wakame	6.7.2.3.8.1
dried wakame	6.7.4.1.8.7
dried wakame	6.7.5.1.8.6
dried wakame	6.7.5.3.8.13
dried wakame	6.7.6.1.8.11
dried wakame	6.7.6.2.8.14
dried wakame	6.7.6.4.8.13
dried wakame	6.7.6.5.8.13
dried walleye pollock	6.6.1.2.14.9
dried walleye pollock	6.6.1.2.8.7
dried Wamena coffee beans	7.3.7.2.14.3
dried wasabi leaves	6.7.5.2.8.9
dried water chili, dried water chili, chile de agua seco	1.2.5.1.8.5
dried water mint	3.7.3.3.8.1
dried watermelons	8.1.3.5.14.9
Dried wattleseed	9.1.3.3.17.6
Dried white corn, Dried white corn, Maíz blanco seco	1.8.1.2.1.5
Dried white figs from Castronuovo Sant'Andrea, Dried white figs from Castronuovo Sant'Andrea, Fichi bianchi secchi di Castronuovo Sant'Andrea	2.4.5.3.3.4
dried white figs from Castronuovo Sant'Andrea, dried white figs from Castronuovo Sant'Andrea, fichi bianchi secchi di Castronuovo Sant'Andrea	2.4.5.3.14.9
dried white mulberries	4.6.5.1.14.7
dried white mushrooms	2.8.2.1.14.6
dried white oregano	2.6.7.3.8.4
dried whitebait	6.2.1.1.14.10
dried whitebait	6.2.1.1.8.12
dried whitebait	6.2.1.4.14.7
dried whitebait	6.2.1.4.8.1
dried whitebait	6.2.2.2.8.5
dried whitebait	6.2.3.4.14.12
dried whitebait	6.2.3.4.8.17
dried whitebait	6.2.4.4.14.16
dried whitebait	6.2.4.4.8.17
dried whitebait	6.7.4.4.8.8
dried wild date palm fruit powder	3.7.3.3.8.8
dried wild dill	8.2.2.2.8.3
dried wild garlic	2.8.1.1.8.11
dried wild garlic	3.7.1.7.8.2
dried wild garlic	6.4.1.4.8.7
dried wild garlic	8.2.4.2.8.6
dried wild garlic	8.2.4.3.8.7
dried wild mint	1.1.13.5.8.5
dried wild mint	3.7.1.7.8.1
dried wild mushrooms	1.1.14.3.8.12
dried wild okra	3.7.5.4.8.14
Dried wild onion	5.7.3.1.8.2
Dried wild onion	6.8.1.1.14.8
Dried wild onion	6.8.1.1.8.1
Dried wild onion	6.8.1.3.8.1
Dried wild onion	6.8.1.4.8.1
Dried wild onion	6.8.2.2.8.5
Dried wild orange peel	9.1.5.3.8.7
dried wild plum	8.1.2.4.14.10
dried wild plum	8.1.2.4.18.11
dried wild rosemary	3.7.1.7.8.4
dried wild sage	2.6.7.1.8.3
dried wild sour plums	3.7.3.2.8.8
dried wild spinach	3.7.2.2.14.10
dried wild spinach	3.7.2.2.8.1
Dried wild thyme	2.9.5.2.8.3
Dried wild thyme	2.9.8.1.8.8
dried wild thyme	4.3.5.3.8.6
dried wild thyme	9.2.3.2.8.3
dried wild watermelon leaves	3.7.1.6.14.15
dried wild watermelon leaves	3.7.1.6.8.12
dried willowherb	8.2.2.1.8.4
dried willowherb	8.2.3.1.8.2
dried winter savory	2.6.1.2.8.6
dried winter savory	2.6.4.2.8.8
dried winter savory	2.6.6.3.8.2
Dried wongai	9.1.4.4.14.2
dried wood ear fungus	6.2.4.1.14.10
dried wood ear fungus	7.2.2.2.14.7
Dried wood ear mushrooms	6.5.1.3.8.4
dried wormwood	8.1.1.2.8.7
dried wormwood	8.1.1.4.8.5
dried wormwood	8.1.1.5.8.4
dried wormwood	8.1.4.4.8.4
dried xindian seven star chili	6.4.1.3.8.3
dried Yadong black fungus	6.4.5.4.14.13
Dried yak meat	5.7.1.4.14.4
Dried yak meat	5.7.1.4.6.10
Dried yak meat	5.7.3.2.14.10
Dried yak meat	5.7.3.2.6.7
Dried yak meat	5.7.3.3.14.14
Dried yak meat	5.7.3.3.6.2
Dried yak meat	5.7.3.4.14.3
Dried yak meat	5.7.3.4.6.7
Dried yarrow	1.1.3.1.8.8
Dried yarrow	2.9.1.1.8.7
Dried yarrow	2.9.2.1.8.5
Dried yarrow	2.9.2.3.8.6
Dried yarrow	2.9.3.2.8.4
Dried yarrow	2.9.5.2.8.4
dried yarrow	2.6.6.3.8.4
dried yarrow	8.1.2.2.8.10
dried yarrow	8.1.2.3.8.5
dried yarrow	8.1.5.1.8.4
dried yarrow	8.1.5.2.8.4
dried yeast	2.3.7.1.22.2
dried yeast	2.3.7.2.22.2
dried yeast	2.3.7.3.22.2
dried yeast	2.3.8.1.22.2
dried yeast	6.1.1.2.22.2
dried yellow chilies	6.2.4.4.8.2
dried yellow coastal chili, dried yellow coastal chili, chile costeño amarillo seco	1.2.5.2.8.2
dried yellow coastal chili, dried yellow coastal chili, chile costeño amarillo seco	1.2.5.3.8.6
dried yellow coastal chili, dried yellow coastal chili, chile costeño amarillo seco	1.2.5.5.8.2
dried yellow croaker	6.2.1.2.14.8
dried yellow croaker	6.2.1.2.8.6
dried yellow croaker	6.6.2.1.14.18
dried yellow croaker	6.6.2.2.14.6
dried yellow mushrooms	6.4.5.3.14.17
dried yellow贡 peppers	6.2.3.3.8.4
Dried yellowfoot chanterelles	2.9.3.3.8.10
dried yogurt	4.6.3.1.14.7
dried yuba	6.7.4.2.11.4
dried yuba	6.7.4.2.8.10
dried yucatecan oregano, dried yucatecan oregano, orégano yucateco seco	1.2.6.1.8.2
dried yucatecan oregano, dried yucatecan oregano, orégano yucateco seco	1.2.6.2.8.2
dried yucatecan oregano, dried yucatecan oregano, orégano yucateco seco	1.2.6.3.8.2
dried Yuko peel	6.7.6.2.8.1
dried yuzu peel	6.7.2.3.8.10
dried yuzu peel	6.7.3.2.8.1
dried yuzu peel	6.7.3.3.8.9
dried yuzu peel	6.7.4.4.8.2
dried yuzu peel	6.7.5.1.8.12
dried yuzu peel	6.7.5.2.8.3
dried yuzu peel	6.7.5.3.8.4
dried yuzu peel	6.7.6.1.8.6
dried yuzu peel	6.7.6.3.8.2
dried yuzu peel	6.7.6.4.8.2
dried yuzu peel	6.7.6.5.8.2
dried ziziphora	8.1.1.5.8.1
dried ziziphora	8.1.4.1.8.11
dried Ziziphora clinopodioides	5.2.3.4.8.9
dried zucchini shells	4.1.5.2.14.13
dried zumbani	3.7.4.1.8.5
dried zumbani	3.7.4.2.8.6
dried zumbani	3.7.4.3.8.6
dried zumbani	3.7.4.4.8.6
dried zumbani	3.7.5.1.8.6
dried zumbani	3.7.5.2.8.6
dried zumbani	3.7.5.3.8.6
dried zumbani	3.7.6.1.8.11
dried Zunyi facing heaven chili	6.4.3.3.8.1
dried-cured venison	8.2.2.1.14.5
dried-fruit compote	2.8.1.4.16.6
dried-fruit compote	2.8.1.4.20.4
Dried-leaf fire	5.4.1.4.24.4
drinkable yogurt	2.6.8.1.11.3
drinkable yogurt	6.7.1.1.11.2
drinkable yogurt	6.7.1.1.16.4
drinkable yogurt	6.7.1.1.20.14
drinkable yogurt	6.7.2.1.11.4
drinkable yogurt	6.7.2.1.20.13
drinkable yogurt	6.7.2.2.11.3
drinkable yogurt	6.7.2.2.20.12
drinkable yogurt	6.7.2.3.11.4
drinkable yogurt	6.7.2.3.20.10
drinkable yogurt	6.7.5.2.11.3
drinkable yogurt	6.7.5.3.11.4
drinkable yogurt	6.7.5.3.20.9
drinkable yogurt	6.7.6.1.11.4
drinkable yogurt	6.7.6.2.11.3
drinkable yogurt	6.7.6.2.20.14
drinkable yogurt	6.7.6.3.11.3
drinkable yogurt	6.7.6.3.20.14
drinkable yogurt	6.7.6.4.11.3
drinkable yogurt	6.7.6.5.11.3
drinkable yogurt	6.7.6.5.20.14
drinking coconut	9.4.2.2.18.2
drinking coconut	9.4.2.2.20.11
drinking coconut	9.5.5.1.3.1
drinking coconut	9.5.5.2.3.1
Drinking water	6.5.3.3.16.2
Drinking yogurt	5.8.1.2.11.4
drinking yogurt	4.4.4.1.11.6
drinking yogurt	4.4.4.1.16.3
drinking yogurt	4.4.4.1.20.5
drinking yogurt	6.7.1.2.11.5
drinking yogurt	6.7.1.2.16.4
drinking yogurt	6.7.1.2.20.17
drinking yogurt	6.7.3.2.11.3
drinking yogurt	6.7.3.2.20.12
drinking yogurt	6.7.3.3.20.4
dripped coffee, dripped coffee, café chorreado	1.3.6.1.20.11
dripped coffee, dripped coffee, café chorreado	1.3.6.2.16.14
droewors	3.7.4.2.14.13
droewors	3.7.4.4.14.13
Droitwich brine salt	2.1.1.2.21.1
Droitwich salt	2.1.1.2.17.4
Droitwich salt	2.1.1.2.18.1
Drop dumplings	1.5.2.2.18.15
drops of anchovy sauce, drops of anchovy sauce, gocce di colatura di alici	2.4.5.1.17.8
drops of Traditional Balsamic Vinegar of Modena DOP, drops of Traditional Balsamic Vinegar of Modena DOP, gocce di Aceto Balsamico Tradizionale di Modena DOP	2.4.3.4.17.3
drops of Traditional Balsamic Vinegar of Reggio Emilia DOP, drops of Traditional Balsamic Vinegar of Reggio Emilia DOP, gocce di Aceto Balsamico Tradizionale di Reggio Emilia DOP	2.4.3.4.17.4
Dropull figs	2.6.7.3.3.5
Dropull muskmelons	2.6.7.3.18.9
drought-alkali wheat	6.1.4.1.1.1
drought-alkali wheat	6.1.4.1.18.1
drowned la Paz, drowned la Paz, ahogado paceño	1.6.4.1.13.8
Drumstick	5.5.1.2.2.20
Drumstick	5.8.2.2.2.11
drumstick flowers	5.2.2.2.18.2
Drumstick leaves	5.6.1.1.2.7
Drumstick leaves	5.6.1.2.2.8
Drumstick leaves	5.6.1.3.2.7
Drumstick leaves	5.6.2.1.2.6
Drumstick leaves	5.6.2.2.2.6
Drumstick leaves	5.6.2.3.2.6
Drumstick leaves	5.6.2.4.2.17
Drumstick leaves	5.6.2.4.7.5
Drumstick leaves	5.6.2.5.2.6
Drumstick leaves	5.6.2.5.7.4
Drumstick leaves	5.6.3.2.2.10
Drumstick leaves	5.6.3.3.2.15
Drumstick leaves	5.6.3.4.2.12
Drumstick leaves	5.6.4.1.2.5
Drumstick leaves	5.6.4.1.7.7
Drumstick leaves	5.6.5.2.2.16
Drumstick leaves	5.6.5.3.2.15
Drumstick leaves	5.8.1.4.19.6
Drumstick leaves	5.8.1.4.2.8
Drumstick leaves	5.8.1.4.7.3
Drumstick leaves	5.8.1.5.19.6
Drumstick leaves	5.8.1.5.2.12
Drumstick leaves	5.8.1.5.7.3
Drumstick leaves	5.8.2.2.7.5
Drumstick leaves	5.8.2.3.19.4
Drumstick leaves	5.8.2.3.2.10
Drumstick leaves	5.8.2.3.7.4
drumstick leaves	5.2.2.2.19.8
drumstick leaves	9.4.4.1.2.16
drumstick leaves	9.4.4.1.7.7
drumstick leaves	9.4.5.1.2.13
drumstick leaves	9.4.5.1.7.6
Drumstick pods	5.4.2.1.2.22
Drumstick pods	5.4.2.2.2.21
Drumstick pods	5.4.2.4.2.16
Drumstick pods	5.4.3.1.2.14
Drumstick pods	5.4.3.2.2.17
Drumstick pods	5.4.3.3.2.13
Drumstick pods	5.4.5.2.2.10
Drumstick pods	5.6.1.1.2.6
Drumstick pods	5.6.1.2.2.7
Drumstick pods	5.6.1.3.2.6
Drumstick pods	5.6.2.1.2.5
Drumstick pods	5.6.2.2.2.5
Drumstick pods	5.6.2.3.2.5
Drumstick pods	5.6.2.4.2.16
Drumstick pods	5.6.2.5.2.5
Drumstick pods	5.6.3.2.2.9
Drumstick pods	5.6.3.3.2.14
Drumstick pods	5.6.3.4.2.11
Drumstick pods	5.6.4.1.2.4
Drumstick pods	5.6.5.2.2.15
Drumstick pods	5.6.5.3.2.14
Drumstick pods	5.7.1.1.2.27
Drumstick pods	5.8.1.1.2.25
Drumstick pods	5.8.1.4.2.7
Drumstick pods	5.8.1.5.2.11
Drumstick pods	5.8.2.3.2.9
Drumstick pods	9.1.5.1.2.6
drumstick pods	5.2.2.2.18.3
drumstick pods	5.2.2.2.2.11
drumstick pods	5.2.2.3.2.11
drunken carp	2.6.9.2.18.5
drunken carp	2.6.9.4.18.1
Drunken Fragrance grapes	6.2.2.2.3.15
Drunken Fragrance grapes	6.2.3.4.3.6
drunken pear	6.4.5.2.3.4
dry Anari	2.7.3.2.11.14
dry anari	2.7.3.1.11.5
Dry ash	5.5.1.3.24.2
dry bacon	2.6.3.1.14.3
dry bacon	2.6.3.1.6.6
dry bacon chips from Valais, dry bacon chips from Valais, chips de lard sec du Valais	2.5.4.2.17.6
Dry bacon from Valais PGI, Dry bacon from Valais PGI, Lard sec du Valais IGP	2.5.4.2.14.25
Dry bacon from Valais PGI, Dry bacon from Valais PGI, Lard sec du Valais IGP	2.5.4.2.6.47
dry bacon from Valais PGI, dry bacon from Valais PGI, lard sec du Valais IGP	2.5.4.2.14.2
dry bacon from Valais PGI, dry bacon from Valais PGI, lard sec du Valais IGP	2.5.4.2.6.7
Dry baker's yeast	2.3.1.3.22.2
Dry bean	3.2.1.2.4.9
dry bean, dry bean, Fríjol seco	1.5.1.1.4.5
dry bean, dry bean, Fríjol seco	1.5.1.3.4.6
Dry beans	1.1.1.1.4.2
Dry beans	1.1.1.2.1.14
Dry beans	1.1.1.2.4.1
Dry beans	1.1.1.3.1.13
Dry beans	1.1.1.3.4.1
Dry beans	1.1.1.4.4.1
