1.1.8 Texas / Tex-Mex	1.1.7.5.24.6	1.1.8 Texas / Tex-Mex
Tomme la Meulière	2.3.2.1.11.12	Tomme la Meulière
tompi-tompi	7.3.5.4.12.8	tompi-tompi
tompi-tompi	7.3.5.4.18.9	tompi-tompi
tompi-tompi	7.3.5.4.3.9	tompi-tompi
tomshi batter	4.6.4.3.18.3	tomshi batter
tomshi bread	4.6.4.3.1.9	tomshi bread
tomshi bread	4.6.4.3.23.3	tomshi bread
tonburi	6.7.2.1.17.2	tonburi
tonburi	6.7.2.1.18.3	tonburi
tonburi	6.7.2.1.19.6	tonburi
tonburi	6.7.2.1.2.46	tonburi
tonburi	6.7.2.1.5.3	tonburi
Tonda Gentile delle Langhe	2.4.1.1.5.2	Tonda Gentile delle Langhe
Tondino bianco di Rotonda	2.4.5.3.4.3	Rotonda white rod
tone oven clay wall	4.2.1.1.23.7	tone oven clay wall
tone oven clay wall	4.2.1.2.23.5	tone oven clay wall
tone oven live fire	4.2.1.1.24.9	tone oven live fire
Tong leaf	5.5.5.5.23.4	Tong leaf
Tonga manabita	1.5.5.2.18.2	Tonga manabita
Tongba	5.7.1.3.20.3	Tongba
Tongba	5.7.2.4.20.5	Tongba
Tongba	5.7.3.2.20.5	Tongba
Tonggan mandarin orange	6.5.1.2.3.3	Tonggan mandarin orange
Tonghe rice	6.1.3.3.1.4	Tonghe rice
Tonghe rice	6.1.3.3.18.4	Tonghe rice
Tonghua blueberry	6.1.3.2.18.10	Tonghua blueberry
Tonghua blueberry	6.1.3.2.3.4	Tonghua blueberry
Tonghua grape wine	6.1.3.2.20.1	Tonghua grape wine
Tonghua ice wine	6.1.3.2.20.2	Tonghua ice wine
tongkol	7.2.4.3.6.5	tongkol
tongkol	7.3.6.1.6.3	tongkol
tongkol	7.3.6.2.6.3	tongkol
tongkol	7.3.6.3.6.3	tongkol
tongkol	7.3.7.1.6.2	tongkol
tongkol	7.3.7.4.6.2	tongkol
tongue shell	7.1.9.3.6.17	tongue shell
Tongue sole	3.5.1.1.6.13	Tongue sole
tongue sole	6.1.1.2.6.8	tongue sole
tonguesole	3.4.1.4.6.12	tonguesole
Tongzi fermented bean curd	6.4.3.3.14.8	Tongzi fermented bean curd
Tongzi pumpkin	6.4.3.3.2.15	Tongzi pumpkin
Tongzi square bamboo shoots	6.4.3.3.18.5	Tongzi square bamboo shoots
Tongzi square bamboo shoots	6.4.3.3.2.6	Tongzi square bamboo shoots
tonir bread	4.6.3.1.1.12	tonir bread
tonir bread	4.6.3.1.23.3	tonir bread
tonir embers	4.2.2.1.24.6	tonir embers
tonir embers	4.2.2.3.24.6	tonir embers
tonir oven clay wall	4.2.2.1.23.5	tonir oven clay wall
tonir oven clay wall	4.2.2.3.23.5	tonir oven clay wall
tonir oven clay wall	4.2.2.4.23.6	tonir oven clay wall
tonis puri dough	4.2.1.2.23.2	tonis puri dough
Tonka beans	1.3.5.3.5.3	Tonka beans
Tonmtonm	1.4.5.4.18.1	Tonmtonm
tonnarelli	2.4.4.1.1.15	tonnarelli
tonnina	2.4.7.2.14.10	tonnina
tonnina	2.4.7.2.6.17	tonnina
tonno	2.4.1.2.6.11	tonno
tonno	2.4.5.1.6.26	tonno
tonno rosso	2.4.6.1.6.2	tonno rosso
tonno rosso	2.4.6.2.6.2	tonno rosso
tonno rosso	2.4.7.4.6.4	tonno rosso
tonno rosso di corsa	2.4.7.2.18.8	racing bluefin tuna
tonno rosso di corsa	2.4.7.2.6.11	racing bluefin tuna
Tonto	3.6.3.1.14.3	Tonto
Tonto	3.6.3.1.20.4	Tonto
Tonto	3.6.3.3.14.1	Tonto
Tonto	3.6.3.3.20.4	Tonto
Tonto bananas	3.6.3.3.18.3	Tonto bananas
Tontopf	2.5.1.1.23.5	Tontopf
Tonya Tereyağı	4.1.4.3.10.1	Tonya Butter
Tonya Tereyağı	4.1.4.3.18.6	Tonya Butter
tonyina	2.2.5.1.6.23	tonyina
tonyina	2.2.5.2.6.8	tonyina
tonyina	2.2.6.2.6.21	tonyina
tonyina	2.2.6.4.6.19	tonyina
tonyina de sorra	2.2.6.1.14.6	sand tuna
tonyina de sorra	2.2.6.1.18.14	sand tuna
tonyina de sorra	2.2.6.1.6.19	sand tuna
tonyina de sorra	2.2.6.2.14.9	sand tuna
tonyina en oli	2.2.5.1.14.4	tonyina en oils
tonyina en oli	2.2.5.2.14.5	tonyina en oils
tonyina en salaó	2.2.6.4.14.5	salted tuna
tonyina roja	2.2.6.4.6.18	tonyina roja
Toolum	1.4.6.3.18.14	Toolum
Toor dal	5.4.1.4.4.2	Toor dal
Toor dal	5.4.2.2.4.2	Toor dal
Toor dal	5.4.2.3.4.2	Toor dal
Toor dal	5.4.2.4.4.2	Toor dal
Toor dal	5.4.3.1.4.5	Toor dal
Toor dal	5.4.3.2.4.2	Toor dal
Toor dal	5.4.3.3.4.2	Toor dal
Toor dal	5.4.4.1.4.5	Toor dal
Toor dal	5.4.4.2.4.5	Toor dal
Toor dal	5.4.4.3.4.7	Toor dal
Toor dal	5.4.4.4.4.5	Toor dal
Toor dal	5.4.5.1.4.5	Toor dal
Toor dal	5.4.5.3.4.2	Toor dal
Toor dal	5.5.5.1.4.6	Toor dal
Toor dal	5.6.2.1.4.1	Toor dal
Toor dal	5.6.2.2.4.3	Toor dal
Toor dal	5.6.2.3.4.1	Toor dal
Toor dal	5.6.2.4.4.4	Toor dal
Toor dal	5.6.2.5.4.4	Toor dal
Toor dal	5.6.3.1.4.7	Toor dal
Toor dal	5.6.3.2.4.1	Toor dal
Toor dal	5.6.3.3.4.2	Toor dal
Toor dal	5.6.3.4.4.2	Toor dal
Toor dal	5.6.4.1.4.1	Toor dal
Toor dal	5.6.4.2.4.1	Toor dal
Toor dal	5.6.4.3.4.2	Toor dal
Toor dal	5.6.5.1.4.2	Toor dal
Toor dal	5.6.5.2.4.2	Toor dal
Toor dal	5.6.5.3.4.2	Toor dal
toor dal	7.2.1.1.4.9	toor dal
toothed dock	5.2.3.3.12.2	toothed dock
toothed dock	5.2.3.3.2.15	toothed dock
top shell broth	6.6.3.1.16.6	top shell broth
top shell broth	6.6.3.2.16.6	top shell broth
top shells	6.6.3.1.18.4	top shells
top shells	6.6.3.1.6.12	top shells
top shells	6.6.3.2.18.10	top shells
top shells	6.6.3.2.6.12	top shells
Topaç Sarımsağı	4.1.3.2.18.4	Topaç Garlic
Topaç Sarımsağı	4.1.3.2.19.4	Topaç Garlic
Topaç Sarımsağı	4.1.3.2.2.1	Topaç Garlic
Topaç Sarımsağı	4.1.3.2.9.3	Topaç Garlic
tope	2.7.2.3.6.13	tope
Topfen	2.5.2.1.11.19	Topfen
Topfen	2.5.2.2.11.18	Topfen
Topfen	2.5.2.3.11.12	Topfen
Topfen	2.5.3.1.11.4	Topfen
Topfen	2.5.3.2.11.4	Topfen
Topfen	2.5.3.3.11.4	Topfen
Topfen	2.5.3.4.11.4	Topfen
Topfen	2.5.4.1.11.20	Topfen
Topfenknödel	2.5.3.1.18.19	Curd dumplings
Topinambur	1.8.4.3.18.2	Topinambur
Topinambur	1.8.5.2.1.15	Topinambur
Topinambur	1.8.5.2.18.10	Topinambur
Topinambur	1.8.5.3.18.3	Topinambur
Topinambur	1.8.5.3.2.12	Topinambur
topinambur	2.4.1.1.2.21	topinambur
topmouth culter	6.4.1.2.6.21	topmouth culter
topo	9.4.4.1.19.21	topo
topo leaves	9.4.4.1.19.11	topo leaves
Topocho	1.5.3.1.1.22	Topocho
Topoloveni plums	2.8.4.2.3.3	Topoloveni plums
topote	1.2.3.3.6.12	topote
topotes	1.2.3.3.18.3	topotes
Topshe	5.5.1.1.6.7	Topshe
topshell	9.5.2.1.6.30	topshell
Tor tor	5.3.1.2.6.6	Tor tor
Tor tor	5.3.4.2.6.10	Tor tor
Tora oil	5.4.5.2.10.2	Tora oil
Toraja coffee	7.3.5.1.20.1	Toraja coffee
Torani	5.5.2.1.14.4	Torani
Torani	5.5.2.1.16.2	Torani
Torani	5.5.2.2.14.2	Torani
Torani	5.5.2.2.16.2	Torani
Torani	5.5.2.3.14.4	Torani
Torani	5.5.2.3.16.2	Torani
Torani	5.5.2.3.20.5	Torani
Torani	5.5.2.4.12.2	Torani
Torani	5.5.2.4.14.2	Torani
Torani	5.5.2.4.16.3	Torani
Torani	5.5.2.4.20.4	Torani
Torani jhola	5.5.2.4.13.2	Torani jhola
toranja Marsh Seedless	2.2.1.5.3.19	toranja Marsh Seedless
toranja Star Ruby	2.2.1.5.3.20	toranja Star Ruby
Torbit	1.5.2.2.6.2	Torbit
torch ginger	7.3.3.1.7.5	torch ginger
Torgiano DOC	2.4.3.2.20.7	Torgiano DOC
Torgiano Rosso Riserva DOCG	2.4.3.2.20.2	Torgiano Rosso Riserva DOCG
Torhoutse mosterd	2.3.7.1.13.2	Torhoutse mosterd
torigai shellfish	6.7.5.3.6.17	torigai shellfish
torik	4.1.1.1.6.6	torik
torik	4.1.1.2.6.22	torik
Torikai nasu	6.7.4.1.2.15	Torikai nasu
torito	1.2.3.3.20.4	torito
torito de cacahuate	1.2.3.2.20.3	peanut bull
torito de café	1.2.3.2.20.4	coffee bull
torito de coco	1.2.3.2.20.5	coconut torito
toroi	9.2.1.1.13.6	toroi
toroi	9.2.1.2.13.1	toroi
toroi	9.2.1.3.13.1	toroi
toroi	9.5.6.2.14.3	toroi
Toronja	1.3.5.2.3.2	Toronja
Toronja	1.4.1.1.3.10	Toronja
Toronja	1.4.1.3.3.9	Toronja
Toronja	1.4.2.1.3.11	Toronja
Toronja	1.4.2.3.3.8	Toronja
toronja	1.2.1.1.3.4	toronja
toronja	1.2.1.4.3.3	toronja
toronja	1.2.3.2.3.10	toronja
toronja	1.3.1.3.3.30	toronja
toronja	1.3.4.2.3.18	toronja
toronja	1.3.6.5.19.4	toronja
toronja	1.3.6.5.3.4	toronja
Toronja juice	1.3.5.2.12.3	Toronja juice
Toronja juice	1.3.5.2.16.9	Toronja juice
Toronjil	1.5.1.1.19.3	Toronjil
Toronjil	1.5.1.1.7.6	Toronjil
Toronjil	1.5.1.2.19.2	Toronjil
Toronjil	1.5.1.2.7.8	Toronjil
Toronjil	1.5.1.3.19.5	Toronjil
Toronjil	1.5.1.4.19.3	Toronjil
Toronjil	1.5.4.1.19.9	Toronjil
Toronjil	1.5.4.2.19.3	Toronjil
Toronjil	1.5.4.2.7.7	Toronjil
Toronjil	1.5.4.3.19.6	Toronjil
Toronjil	1.5.4.3.7.9	Toronjil
Toronjil	1.5.5.2.19.8	Toronjil
Toronjil	1.8.5.2.19.3	Toronjil
Toronjil	1.8.5.2.7.8	Toronjil
toronjil	1.2.3.2.19.3	toronjil
toronjil	1.2.4.5.19.3	toronjil
toronjil	1.6.2.1.19.6	toronjil
tororo kombu	6.7.5.1.17.2	tororo kombu
tororo kombu	6.7.5.1.8.4	tororo kombu
toroș	2.8.4.5.18.12	toroș
torosho churek dough	4.6.1.3.23.4	torosho churek dough
Torrejas	1.3.3.2.18.6	Torrejas
Torres Strait satinash	9.1.1.5.3.9	Torres Strait satinash
torresmo	1.7.4.2.17.5	torresmo
torresmo	1.7.4.2.6.8	torresmo
torresmo	1.7.4.3.17.5	torresmo
torresmo	1.7.4.3.6.8	torresmo
torresmo	1.7.6.1.6.9	torresmo
torresmo	1.7.6.2.6.12	torresmo
torresmos	2.2.1.4.18.6	torresmos
Torrette	2.4.1.3.20.4	Torrette
torrezno de Soria	2.2.4.1.18.3	Torrezno de Soria
torrezno de Soria	2.2.4.1.6.12	Torrezno de Soria
torreznos	2.2.4.1.17.4	torreznos
torró d'Agramunt	2.2.5.3.18.7	Agramunt nougat
torró d'Alacant	2.2.6.2.18.7	Alicante nougat
torró de Xixona	2.2.6.2.18.8	nougat from Xixona
Torrone di Caltanissetta IGP	2.4.6.3.18.6	Caltanissetta PGI nougat
torrone di Tonara	2.4.7.3.18.17	Tonara nougat
torsheh vash	4.6.1.1.7.12	torsheh vash
Torshi brine	3.2.1.1.13.9	Torshi brine
Torshi brine	3.2.1.2.13.9	Torshi brine
torshi chali	4.6.1.3.20.5	torshi chali
torshi makhlut	4.6.1.1.14.4	torshi makhlut
Torshi mixed pickles	3.2.1.1.14.10	Torshi mixed pickles
Torta ahogada sauce	1.2.2.9.18.12	Torta ahogada sauce
torta al testo	2.4.3.2.1.14	cake to the text
torta cenceña	2.2.4.2.1.11	cenceña cake
torta cenceña	2.2.4.2.18.12	cenceña cake
torta cenceña	2.2.4.2.23.1	cenceña cake
Torta con almojábanas	1.5.1.3.18.14	Cake with almojábanas
Torta de chontaduro	1.5.2.3.18.19	Chontaduro cake
torta de frango com pequi	1.7.6.4.18.12	chicken pie with pequi
torta de gazpacho	2.2.4.2.1.12	gazpacho cake
torta de gazpacho	2.2.4.2.18.13	gazpacho cake
torta de gazpacho	2.2.4.2.23.2	gazpacho cake
Torta de jojoto	1.5.3.5.18.10	Jojoto pie
Torta de maíz	1.4.3.1.18.5	corn cake
Torta del Casar	2.2.4.4.11.7	Casar Cake
Torta del Casar	2.2.4.4.18.1	Casar Cake
Torta del Casar madura	2.2.4.4.14.13	Ripe Casar Cake
torta di pane ticinese	2.5.4.3.18.16	Ticino bread cake
torta di Pasqua laziale	2.4.4.2.1.12	Easter cake from Lazio
Torta frita	1.8.1.2.18.4	Torta frita
tortelli d'erbetta	2.4.3.4.1.21	tortelli d'erbetta
tortelli di zucca	2.4.3.4.1.23	pumpkin tortelli
tortelli verdi	2.4.3.4.1.22	tortelli verdi
tortellini bolognesi	2.4.3.4.1.25	tortellini bolognesi
Tortilla al rescoldo	1.8.1.2.18.5	Omelette with embers
tortilla azul	1.2.2.1.1.16	tortilla azul
tortilla azul	1.2.2.1.23.4	tortilla azul
tortilla casera	1.3.6.1.1.34	tortilla casera
tortilla ceremonial	1.2.2.2.18.7	tortilla ceremonial
Tortilla chips	1.3.2.1.18.7	Tortilla chips
Tortilla cloth	1.3.2.2.23.4	Tortilla cloth
tortilla de harina	1.2.1.1.1.5	flour tortilla
tortilla de harina	1.2.1.1.23.1	flour tortilla
tortilla de harina	1.2.1.2.1.3	flour tortilla
tortilla de harina	1.2.1.2.23.2	flour tortilla
tortilla de harina	1.2.1.3.1.2	flour tortilla
tortilla de harina	1.2.1.3.23.1	flour tortilla
tortilla de harina	1.2.1.4.1.3	flour tortilla
tortilla de harina	1.2.1.4.23.1	flour tortilla
tortilla de harina	1.2.1.5.1.8	flour tortilla
tortilla de harina	1.2.1.5.23.3	flour tortilla
tortilla de harina	1.2.2.3.23.2	flour tortilla
tortilla de harina	1.2.4.1.1.5	flour tortilla
tortilla de harina	1.2.4.1.23.3	flour tortilla
tortilla de harina	1.2.4.3.1.5	flour tortilla
tortilla de harina	1.2.4.3.23.4	flour tortilla
tortilla de harina	1.3.4.2.1.23	flour tortilla
tortilla de maíz	1.2.1.1.1.6	corn tortilla
tortilla de maíz	1.2.1.1.23.2	corn tortilla
tortilla de maíz	1.2.1.2.1.4	corn tortilla
tortilla de maíz	1.2.1.2.23.3	corn tortilla
tortilla de maíz	1.2.1.3.1.3	corn tortilla
tortilla de maíz	1.2.1.3.23.2	corn tortilla
tortilla de maíz	1.2.1.4.1.4	corn tortilla
tortilla de maíz	1.2.1.4.23.2	corn tortilla
tortilla de maíz	1.2.1.5.1.5	corn tortilla
tortilla de maíz	1.2.1.5.23.1	corn tortilla
tortilla de maíz	1.2.2.1.1.15	corn tortilla
tortilla de maíz	1.2.2.1.23.3	corn tortilla
tortilla de maíz	1.2.2.2.1.3	corn tortilla
tortilla de maíz	1.2.2.2.23.3	corn tortilla
tortilla de maíz	1.2.2.3.1.4	corn tortilla
tortilla de maíz	1.2.2.3.23.1	corn tortilla
tortilla de maíz	1.2.2.4.1.5	corn tortilla
tortilla de maíz	1.2.2.4.23.5	corn tortilla
tortilla de maíz	1.2.2.5.1.3	corn tortilla
tortilla de maíz	1.2.2.5.23.4	corn tortilla
tortilla de maíz	1.2.3.1.1.4	corn tortilla
tortilla de maíz	1.2.3.1.23.4	corn tortilla
tortilla de maíz	1.2.3.2.1.4	corn tortilla
tortilla de maíz	1.2.3.2.23.4	corn tortilla
tortilla de maíz	1.2.3.3.1.5	corn tortilla
tortilla de maíz	1.2.3.3.23.4	corn tortilla
tortilla de maíz	1.2.3.4.1.4	corn tortilla
tortilla de maíz	1.2.4.1.1.4	corn tortilla
tortilla de maíz	1.2.4.1.23.2	corn tortilla
tortilla de maíz	1.2.4.2.1.3	corn tortilla
tortilla de maíz	1.2.4.2.23.1	corn tortilla
tortilla de maíz	1.2.4.3.1.3	corn tortilla
tortilla de maíz	1.2.4.3.23.3	corn tortilla
tortilla de maíz	1.2.4.4.1.4	corn tortilla
tortilla de maíz	1.2.4.4.23.4	corn tortilla
tortilla de maíz	1.2.4.5.1.5	corn tortilla
tortilla de maíz	1.2.4.5.23.4	corn tortilla
tortilla de maíz	1.2.5.1.1.8	corn tortilla
tortilla de maíz	1.2.5.1.23.4	corn tortilla
tortilla de maíz	1.2.5.2.1.5	corn tortilla
tortilla de maíz	1.2.5.2.23.3	corn tortilla
tortilla de maíz	1.2.5.3.1.7	corn tortilla
tortilla de maíz	1.2.5.3.23.4	corn tortilla
tortilla de maíz	1.2.5.4.1.7	corn tortilla
tortilla de maíz	1.2.5.4.23.2	corn tortilla
tortilla de maíz	1.2.5.5.1.5	corn tortilla
tortilla de maíz	1.2.5.5.23.4	corn tortilla
tortilla de maíz	1.2.6.1.1.6	corn tortilla
tortilla de maíz	1.2.6.1.23.4	corn tortilla
tortilla de maíz	1.2.6.2.1.7	corn tortilla
tortilla de maíz	1.2.6.2.23.4	corn tortilla
tortilla de maíz	1.2.6.3.1.6	corn tortilla
tortilla de maíz	1.2.6.3.23.4	corn tortilla
tortilla de maíz	1.2.7.1.1.6	corn tortilla
tortilla de maíz	1.2.7.1.23.2	corn tortilla
tortilla de maíz	1.2.7.2.1.5	corn tortilla
tortilla de maíz	1.2.7.2.23.3	corn tortilla
tortilla de maíz	1.3.1.3.1.25	corn tortilla
tortilla de maíz	1.3.3.1.1.21	corn tortilla
tortilla de maíz	1.3.3.2.1.24	corn tortilla
tortilla de maíz	1.3.3.3.1.23	corn tortilla
tortilla de maíz	1.3.3.4.1.22	corn tortilla
tortilla de maíz	1.3.4.1.1.30	corn tortilla
tortilla de maíz	1.3.4.2.1.21	corn tortilla
tortilla de maíz	1.3.4.3.1.28	corn tortilla
tortilla de maíz	1.3.4.5.1.26	corn tortilla
tortilla de maíz	1.3.5.1.1.23	corn tortilla
tortilla de maíz	1.3.5.2.1.32	corn tortilla
tortilla de maíz	1.3.5.4.1.35	corn tortilla
tortilla de maíz	1.3.7.1.1.17	corn tortilla
Tortilla de maíz amarilla	1.5.5.2.18.19	Yellow corn tortilla
Tortilla de yuca	1.5.5.2.18.20	Cassava omelette
tortilla potosina	1.2.1.5.23.2	tortilla potosina
tortilla sobaquera	1.2.1.2.1.2	tortilla sobaquera
tortilla sobaquera	1.2.1.2.23.1	tortilla sobaquera
tortillas de maíz	1.3.1.1.1.34	corn tortillas
tortillas de maíz	1.3.1.2.1.19	corn tortillas
tortillas de maíz	1.3.1.5.1.25	corn tortillas
Tortillas de maíz en tiesto	1.5.4.2.18.12	Potted corn tortillas
Tortillas de papa	1.5.4.1.18.14	Potato tortillas
Tortillas de papa	1.5.4.2.18.17	Potato tortillas
Tortillas de tiesto	1.5.4.1.18.3	Pot tortillas
Tortillas de yuca	1.3.4.5.18.10	Cassava tortillas
tortos de maíz	2.2.2.3.1.5	corn cakes
torzella	2.4.5.1.2.10	torzella
toşap	8.1.5.2.15.1	the wall
toşap	8.1.5.2.18.10	the wall
tostada	2.2.2.1.20.11	tostada
tostada de maíz	1.2.4.1.23.4	corn toast
tostada de maíz	1.2.4.2.23.2	corn toast
tostada de maíz	1.2.4.3.1.4	corn toast
tostada de maíz	1.2.4.3.23.5	corn toast
tostada de maíz criollo	1.2.7.1.1.7	creole corn toast
tostada de maíz criollo	1.2.7.1.23.3	creole corn toast
tostada de Teopisca	1.2.7.1.18.3	Teopisca toast
Tostada shells	1.2.1.6.1.19	Tostada shells
Tostada shells	1.2.2.6.1.20	Tostada shells
Tostada shells	1.2.2.7.1.20	Tostada shells
Tostada shells	1.2.2.8.1.20	Tostada shells
Tostada shells	1.2.2.9.1.21	Tostada shells
Tostada shells	1.2.3.5.1.22	Tostada shells
Tostada shells	1.2.3.5.18.6	Tostada shells
Tostada shells	1.2.3.6.1.22	Tostada shells
Tostada shells	1.2.3.6.18.6	Tostada shells
Tostada shells	1.2.4.6.1.22	Tostada shells
tostadas	1.1.8.1.23.3	tostadas
Tostadas de mariscos	1.2.4.6.18.5	Seafood toasts
Tostado	1.5.4.1.17.11	Tostado
Tostado	1.5.4.2.17.10	Tostado
Tostado	1.5.5.2.17.10	Tostado
Tostones	1.5.3.1.17.7	Tostones
Tosya pirinci	4.1.4.1.1.4	Tosya pirinci
Tosya pirinci	4.1.4.1.18.4	Tosya pirinci
Tosya üzümü	4.1.4.1.3.2	Tosya grape
totaí	1.6.5.2.3.8	total
totani	2.4.1.2.6.31	totani
totani	2.4.3.3.6.13	totani
totano	2.4.4.3.6.14	totano
Totapuri mango	5.4.1.1.3.3	Totapuri mango
tōtara bark	9.2.1.3.23.2	totara bark
Tote Tante	2.5.1.1.20.5	Tote Tante
toto	1.3.6.3.18.10	toto
totoaba	1.2.1.1.6.7	totoaba
totomoxtle	1.2.2.1.23.2	totomoxtle
totomoxtle	1.2.2.2.23.2	totomoxtle
totomoxtle	1.2.2.4.23.2	totomoxtle
totomoxtle	1.2.3.1.23.3	totomoxtle
totomoxtle	1.2.3.2.23.3	totomoxtle
totomoxtle	1.2.3.3.23.3	totomoxtle
totomoxtle	1.2.3.4.23.3	totomoxtle
totomoxtle	1.2.4.4.23.3	totomoxtle
totomoxtle	1.2.4.5.23.3	totomoxtle
totomoxtle	1.2.5.1.23.3	totomoxtle
totomoxtle	1.2.5.2.23.2	totomoxtle
totomoxtle	1.2.5.3.23.3	totomoxtle
totomoxtle	1.2.5.5.23.3	totomoxtle
totomoxtle	1.2.6.1.23.3	totomoxtle
totomoxtle	1.2.6.2.23.3	totomoxtle
totomoxtle	1.2.6.3.23.3	totomoxtle
totomoxtle	1.2.7.4.23.1	totomoxtle
totopo de camarón	1.2.5.4.18.3	shrimp tortilla chips
totopo de coco	1.2.5.4.18.2	coconut tortilla chips
totopo del Istmo	1.2.5.4.1.8	totopo of the Isthmus
totopo del Istmo	1.2.5.4.23.3	totopo of the Isthmus
totopo quebrado	1.2.5.4.17.5	totopo quebrado
totopo tostado	1.2.5.4.14.4	totopo tostado
totoposte	1.3.1.3.1.26	totoposte
totora	1.6.2.4.23.1	totora
totora chullu	1.6.2.4.18.8	totora chullu
totora chullu	1.6.2.4.2.16	totora chullu
toucinho	1.7.4.3.6.12	toucinho
toucinho defumado	1.7.1.2.6.24	toucinho defumado
touciño	2.2.2.2.6.10	bacon
touciño salgado	2.2.2.2.14.6	salted bacon
tougan	6.7.7.2.2.6	tougan
touloumotiri	2.7.2.2.11.8	touloumotiri
toumirte	3.1.1.3.18.2	toumirte
toumiyte n’tasksoute	3.1.1.3.18.3	toumiyte n’tasksoute
Touraine blanc	2.3.2.2.16.5	Touraine blanc
Touraine blanc	2.3.2.2.20.5	Touraine blanc
Touraine Noble Joué	2.3.2.2.16.8	Touraine Noble Played
Touraine Noble Joué	2.3.2.2.20.8	Touraine Noble Played
Touraine rosé	2.3.2.2.16.7	Touraine rosé
Touraine rosé	2.3.2.2.20.7	Touraine rosé
Touraine rouge	2.3.2.2.16.6	Touraine rouge
Touraine rouge	2.3.2.2.20.6	Touraine rouge
Touriga Franca	2.2.1.2.3.2	Touriga Franca
Touriga Nacional	2.2.1.2.3.4	Touriga Nacional
Tourin garlic soup base	2.3.4.4.13.8	Tourin garlic soup base
Tourment d’amour	1.4.9.3.18.5	Torment of love
Tournefortia argentea	9.4.5.1.19.6	Tournefortia argentea
Tournefortia argentea	9.4.5.3.19.5	Tournefortia argentea
Tourte de blettes	2.3.6.2.18.11	Chard pie
Tourtière filling	1.1.14.6.18.6	Tourtière filling
toutoumia	2.7.1.2.1.9	toutoumia
Towel gourd	6.5.2.1.2.3	Towel gourd
Towel gourd	6.5.2.2.2.10	Towel gourd
Tōya potatoes	6.7.1.1.1.7	Tōya potatoes
Toyama beef	6.7.5.1.6.29	Toyama beef
Toyama dried persimmons	6.7.5.1.14.11	Toyama dried persimmons
Toyama sake	6.7.5.1.20.1	Toyama sake
Toyo no Shamo	6.7.6.5.6.7	Toyo no Shamo
Toyomitsuhime figs	6.7.6.1.12.8	Toyomitsuhime figs
Toyomitsuhime figs	6.7.6.1.18.4	Toyomitsuhime figs
Toyomitsuhime figs	6.7.6.1.3.4	Toyomitsuhime figs
Toʻyona melon	8.1.3.4.3.19	Toʻyona melon
Toyoura SPF pork	6.7.1.1.6.45	Toyoura SPF pork
Tozeur banana	3.1.3.4.18.5	Tozeur banana
Tozeur bananas	3.1.3.4.3.16	Tozeur bananas
Trà Bồng cinnamon	7.1.8.4.19.3	Cinnamon Bong Tea
Trà Bồng cinnamon	7.1.8.4.8.6	Cinnamon Bong Tea
Tra Que herbs	7.1.8.4.18.3	Tra Que herbs
Trabzon hurması	4.1.4.3.3.9	persimmon
Trabzon Kuymağı	4.1.4.3.18.15	Kuymak of Trabzon
trachanas	2.7.1.2.1.12	trachanas
trachanas	2.7.1.4.1.6	trachanas
trachanas	2.7.2.2.1.6	trachanas
trachanas	2.7.2.4.1.10	trachanas
Traditional Ayrshire Dunlop	2.1.2.1.11.5	Traditional Ayrshire Dunlop
Traditional Ayrshire Dunlop	2.1.2.1.14.17	Traditional Ayrshire Dunlop
Traditional Ayrshire Dunlop	2.1.2.1.18.7	Traditional Ayrshire Dunlop
traditional beer	3.7.7.2.20.8	traditional beer
traditional beer	3.7.7.3.20.7	traditional beer
traditional bread	2.7.1.1.1.10	traditional bread
traditional cranberry jelly	9.2.3.4.13.3	traditional cranberry jelly
Traditional Cumberland sausage	2.1.1.1.6.7	Traditional Cumberland sausage
traditional fish sauce	7.1.8.4.14.2	traditional fish sauce
traditional garlic sauce	2.6.3.1.13.3	traditional garlic sauce
Traditional hot griddle	4.5.2.2.23.6	Traditional hot griddle
Traditional milk vodka	6.8.1.3.14.6	Traditional milk vodka
Traditional milk vodka	6.8.1.3.20.4	Traditional milk vodka
traditional phyllo	2.7.1.1.23.2	traditional phyllo
traditional rice noodles	6.3.2.2.1.3	traditional rice noodles
Traditionally Farmed Gloucestershire Old Spots pork	2.1.1.4.6.3	Traditionally Farmed Gloucestershire Old Spots pork
trahana	2.6.7.4.1.13	trahana
trahana	2.6.7.4.14.5	trahana
trahana	2.6.7.4.18.8	trahana
trahana	2.7.3.2.1.7	trahana
trahanas	2.7.1.3.1.6	trahanas
trahanas	2.7.1.5.1.8	trahanas
trahanas	2.7.2.5.1.8	trahanas
trahanas	2.7.3.1.1.7	trahanas
tralci di vite	2.4.2.1.24.4	vine shoots
tralci di vite	2.4.4.3.24.4	vine shoots
tralci di vite	2.4.5.3.24.5	vine shoots
tralci di vite	2.4.5.4.24.5	vine shoots
tralci di vite	2.4.6.1.24.5	vine shoots
tralci di vite	2.4.6.2.24.6	vine shoots
tralci di vite	2.4.6.3.24.5	vine shoots
tralci di vite	2.4.7.1.24.6	vine shoots
tralci di vite	2.4.7.2.24.6	vine shoots
tralci di vite	2.4.7.3.24.6	vine shoots
tralci di vite	2.4.7.4.24.6	vine shoots
tram mushrooms	7.1.9.3.18.1	tram mushrooms
tram mushrooms	7.1.9.3.19.3	tram mushrooms
tram mushrooms	7.1.9.3.2.6	tram mushrooms
