0ya	3.8.5.3.2.8
Yellow squash	1.1.3.2.2.27
Yellow squash	1.1.3.3.2.31
Yellow squash	1.1.3.5.2.29
Yellow squash	1.1.3.6.2.34
Yellow squash	1.1.3.7.2.24
Yellow squash	1.1.5.2.2.41
Yellow squash	1.1.5.3.2.33
Yellow squash	1.1.5.4.2.46
Yellow squash	1.2.1.6.2.27
Yellow squash	1.2.2.6.2.25
Yellow squash	1.2.2.7.2.25
Yellow squash	1.2.2.8.2.25
Yellow squash	1.2.2.9.2.25
Yellow squash	1.2.3.5.2.25
Yellow squash	1.2.3.6.2.25
Yellow squash	1.2.4.6.2.31
yellow squash	1.1.12.1.2.39
yellow squash	1.1.12.2.2.40
yellow squash	1.1.12.3.2.30
yellow squash	1.1.5.5.2.7
yellow squash	1.1.8.1.2.34
yellow squash	1.1.8.2.2.40
yellow squash	1.1.8.3.2.38
yellow squash	1.1.8.5.2.37
yellow squash	1.1.8.6.2.42
yellow squash	1.1.9.4.2.54
yellow squash	3.7.5.4.1.12
yellow stubble bean, yellow stubble bean, fagiolo giallo della stoppia	2.4.4.2.4.6
yellow summer squash	1.1.10.3.2.48
yellow summer squash	1.1.10.4.2.42
yellow summer squash	1.1.10.5.2.39
yellow summer squash	1.1.11.2.2.40
yellow summer squash	1.1.11.3.2.41
yellow summer squash	1.1.11.4.2.28
yellow summer squash	1.1.11.5.2.40
yellow summer squash	1.1.6.2.2.36
yellow summer squash	1.1.6.4.2.40
yellow summer squash	1.1.6.5.2.36
yellow summer squash	1.1.6.6.2.34
yellow summer squash	1.1.7.1.2.38
yellow summer squash	1.1.7.2.2.40
yellow summer squash	1.1.7.3.2.33
yellow summer squash	1.1.7.5.2.37
yellow summer squash	1.1.8.4.2.38
yellow summer squash	1.1.9.1.2.36
yellow summer squash	1.1.9.2.2.35
yellow summer squash	1.1.9.3.2.30
yellow summer squash	1.1.9.4.2.40
Yellow sweet potato	6.5.3.1.1.11
yellow sweet potato	7.3.7.2.1.5
yellow tea, yellow tea, chícharo amarillo	1.3.1.4.4.9
yellow throat	6.4.1.2.18.3
yellow throat	6.4.1.2.6.10
yellow throat	6.4.1.3.18.7
yellow tiger palm mushroom	6.4.1.4.18.3
yellow tkemali	4.2.1.4.13.3
yellow tomato	6.1.4.3.18.9
yellow tomato	6.1.4.3.2.4
Yellow Transparent apples	1.1.1.2.3.8
Yellow tree tomato, Yellow tree tomato, Tomate de árbol amarillo	1.5.4.1.3.4
yellow turnip	2.8.1.1.2.3
yellow turnip	8.1.3.5.9.3
Yellow turnips	2.3.3.1.2.17
yellow turnips	8.1.3.5.2.3
yellow velvetleaf	7.1.9.2.18.10
yellow velvetleaf	7.1.9.2.2.19
yellow vine	6.3.5.4.19.9
yellow wheat noodles	7.2.2.1.1.10
yellow wheat noodles	7.2.2.3.1.8
yellow wheat noodles	7.2.4.1.1.8
yellow wheat noodles	7.2.4.2.1.5
yellow wine	6.2.1.2.16.6
yellow wine	6.2.2.1.16.7
yellow wine lees	6.2.1.2.24.4
yellow wine lees	6.2.1.4.24.5
yellow wine lees	6.2.2.1.24.2
yellow wine lees	6.2.2.2.24.4
yellow wine lees	6.2.3.3.24.5
yellow wine marinade	6.2.1.2.13.8
Yellow yam	1.3.2.1.1.5
Yellow yam	1.3.2.2.1.10
Yellow yam	1.3.2.3.1.14
Yellow yam	1.4.4.1.1.12
Yellow yam	1.4.4.2.1.11
Yellow yam	1.4.4.3.1.13
Yellow yam	1.4.4.4.1.17
Yellow yam	3.5.1.2.1.14
Yellow yam, Yellow yam, Yanm jòn	1.4.5.1.1.11
Yellow yam, Yellow yam, Yanm jòn	1.4.5.2.1.12
Yellow yam, Yellow yam, Yanm jòn	1.4.5.3.1.11
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.2.2.1.4
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.2.3.1.4
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.2.4.1.4
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.2.5.1.5
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.3.2.1.4
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.3.3.1.4
Yellow yautia, Yellow yautia, Yautía amarilla	1.4.3.4.1.4
yellow zucchini	2.7.2.4.2.10
yellow zucchini	7.2.1.3.2.24
yellow zucchini, yellow zucchini, Calabacín amarillo	1.4.2.3.2.14
yellow, yellow, kōwhai	9.2.1.1.19.5
yellow, yellow, kōwhai	9.2.1.2.19.8
yellow-bellied flounder	9.2.2.2.6.18
Yellowbelly	9.1.4.3.6.16
Yelloweye mullet	9.1.2.2.6.15
yellowfin ahi	1.1.12.1.6.7
yellowfin ahi	1.1.12.2.6.7
yellowfin ahi	1.1.12.3.6.9
yellowfin ahi	1.1.12.4.6.7
yellowfin bluefish, yellowfin bluefish, sarıkanat lüfer	4.1.1.2.6.20
Yellowfin bream	9.1.2.1.6.10
Yellowfin bream	9.1.4.1.6.9
yellowfin mojarra	1.3.2.4.6.20
yellowfin surgeonfish	9.4.3.3.6.10
Yellowfin tuna	3.8.4.1.6.4
Yellowfin tuna	3.8.4.2.6.2
Yellowfin tuna	3.8.5.1.6.1
Yellowfin tuna	4.5.5.1.6.6
Yellowfin tuna	5.8.1.3.6.1
Yellowfin tuna	5.8.2.1.6.2
Yellowfin tuna	5.8.2.2.6.2
Yellowfin tuna	5.8.2.3.6.2
Yellowfin tuna	7.4.3.1.18.6
Yellowfin tuna	7.4.3.1.6.10
Yellowfin tuna	7.4.3.2.6.14
Yellowfin tuna	7.4.3.3.6.10
Yellowfin tuna	9.3.5.2.6.10
yellowfin tuna	1.1.10.4.6.13
yellowfin tuna	1.1.10.5.6.12
yellowfin tuna	1.1.5.5.6.24
yellowfin tuna	3.7.1.3.6.19
yellowfin tuna	6.7.7.1.6.12
yellowfin tuna	6.7.7.2.6.14
yellowfin tuna	9.4.1.1.6.11
yellowfin tuna	9.4.1.3.6.5
yellowfin tuna	9.4.2.2.6.15
yellowfin tuna	9.4.3.2.6.13
yellowfin tuna	9.4.3.3.6.29
yellowfin tuna	9.4.3.4.6.10
yellowfin tuna	9.4.4.1.6.15
yellowfin tuna	9.4.4.2.6.4
yellowfin tuna	9.4.5.1.6.5
yellowfin tuna	9.4.5.2.6.3
yellowfin tuna	9.4.5.3.6.5
yellowfin tuna	9.5.1.1.6.6
yellowfin tuna	9.5.1.2.6.4
yellowfin tuna	9.5.2.2.6.8
yellowfin tuna	9.5.2.3.6.7
yellowfin tuna	9.5.3.1.6.6
yellowfin tuna	9.5.3.2.6.2
yellowfin tuna	9.5.3.3.6.6
yellowfin tuna	9.5.5.1.6.3
yellowfin tuna	9.5.5.2.6.6
yellowfin tuna	9.5.5.3.6.5
yellowfin tuna, yellowfin tuna, atún aleta amarilla	1.2.4.1.6.2
yellowfin tuna, yellowfin tuna, atún aleta amarilla	1.2.4.3.6.6
yellowfin tuna, yellowfin tuna, atún aleta amarilla	1.2.4.4.6.1
yellowfish	3.7.8.3.18.2
yellowhorn fruit	6.4.5.1.3.8
yellowhorn seed oil	6.4.5.1.10.5
yellowhorn seed oil	6.4.5.1.18.12
yellowhorn seeds	6.4.5.1.5.4
yellowlip emperor	9.4.4.1.6.12
Yellowtail	7.5.1.1.6.13
yellowtail	1.1.10.4.6.6
yellowtail	1.1.10.5.6.8
yellowtail	3.7.1.1.6.11
yellowtail	6.6.3.2.6.16
yellowtail	6.7.5.1.6.1
yellowtail	6.7.6.2.6.14
yellowtail	6.7.6.4.6.9
Yellowtail fusilier	7.5.2.1.6.21
Yellowtail kingfish	9.1.2.1.6.19
Yellowtail kingfish	9.1.3.3.18.3
Yellowtail kingfish	9.1.3.3.6.8
yellowtail kingfish	2.3.8.4.18.9
yellowtail kingfish	2.3.8.4.6.15
yellowtail kingfish	9.2.2.1.6.10
yellowtail mullet	9.4.1.1.6.16
yellowtail scad	7.1.9.3.18.10
yellowtail scad	7.1.9.3.6.2
Yellowtail snapper	1.1.5.3.6.14
Yellowtail snapper	1.3.2.1.6.7
yellowtail snapper	1.3.2.1.6.21
yellowtail snapper	1.3.4.2.6.17
yellowwing, yellowwing, sarıkanat	4.1.1.1.6.3
Yemeni coffee	4.5.4.1.20.2
Yemeni coffee	4.5.4.2.20.2
Yemeni coffee beans	4.5.2.3.5.1
Yemeni lentil soup	4.5.4.1.18.11
yemlik otu	4.1.1.3.7.15
Yen Ben lemon	9.2.1.2.3.13
Yen Ben lemon juice	9.2.1.2.12.2
Yenice dried red pepper	4.1.1.3.8.1
Yenice kapya pepper	4.1.1.3.2.3
Yenice kapya pepper	4.1.1.3.9.8
Yennegai masala	5.6.3.4.13.6
Yennegai masala	5.6.3.4.18.8
Yeoju muskmelon	6.6.2.1.3.24
Yeoju rice	6.6.2.1.1.4
yeolmu water kimchi	6.6.2.4.14.7
Yeonan shellfish sikhae	6.6.1.1.14.13
Yeongcheon grapes	6.6.2.3.3.12
Yeongcheon onion	6.6.2.3.2.8
Yeongcheon peach	6.6.2.3.3.8
Yeongdeok spinach	6.6.2.3.2.22
Yeongdong grape wine	6.6.2.4.20.9
Yeongdong grapes	6.6.2.4.18.7
Yeongdong grapes	6.6.2.4.3.7
Yeongdong persimmons	6.6.2.4.3.17
Yeongdong walnuts	6.6.2.4.18.6
Yeongdong walnuts	6.6.2.4.5.2
yeot	6.6.1.1.15.3
yeot	6.6.1.2.15.3
yeot	6.6.1.3.15.3
yeot	6.6.2.1.15.3
yeot	6.6.2.2.15.3
yeot	6.6.2.3.15.3
yeot	6.6.2.4.15.3
yeot	6.6.2.5.15.5
yeot	6.6.3.1.15.3
yeot	6.6.3.2.15.3
yeotgireum	6.6.1.1.22.2
yeotgireum	6.6.1.2.22.2
yeotgireum	6.6.1.3.22.2
yeotgireum	6.6.2.1.22.2
yeotgireum	6.6.2.2.22.3
yeotgireum	6.6.2.4.22.3
yeotgireum powder	6.6.1.2.8.5
Yerba buena	1.2.1.6.19.2
Yerba buena	1.2.2.6.19.2
Yerba buena	1.2.2.7.19.2
Yerba buena	1.2.2.8.19.2
Yerba buena	1.2.2.9.19.2
Yerba buena	1.2.3.5.19.2
Yerba buena	1.2.3.6.19.2
Yerba buena	1.2.4.6.19.2
Yerba buena	1.8.5.2.7.15
Yerba buena	7.4.1.1.19.7
Yerba buena	7.4.2.3.19.7
Yerba buena	7.4.2.3.7.6
yerba buena	1.1.10.1.19.4
yerba buena	1.1.10.2.19.5
yerba buena	1.1.10.4.19.5
yerba buena	1.1.10.4.7.10
yerba buena	1.1.10.5.19.3
yerba buena	1.1.10.5.7.4
Yerba lucero	1.8.6.1.19.4
Yerba lucero	1.8.6.2.19.4
Yerba lucero	1.8.6.3.19.4
yerba mansa	1.1.9.1.19.2
yerba mansa	1.1.9.2.19.9
yerba mansa	1.1.9.4.19.1
Yerba mate	1.8.1.1.19.1
Yerba mate	1.8.1.1.20.1
Yerba mate	1.8.1.2.19.1
Yerba mate	1.8.1.2.20.1
Yerba mate	1.8.1.5.19.1
Yerba mate	1.8.2.1.19.1
Yerba mate	1.8.2.1.20.1
Yerba mate	1.8.2.2.20.1
Yerba mate	1.8.2.3.20.1
Yerba mate	1.8.6.2.18.9
yerba mate	1.6.5.3.19.5
yerba mate	1.6.5.3.7.3
yerba mate	4.3.2.1.18.10
yerba mate	4.3.2.1.20.3
yerba mate	4.3.2.2.20.3
yerba mate	4.3.2.5.20.3
Yerba mate barbacua, Yerba mate barbacua, Yerba mate barbacuá	1.8.1.5.18.2
Yerba mate canchada	1.8.6.2.14.1
Yerba mate elaborada	1.8.6.2.14.2
yerba mate from São Mateus do Sul, yerba mate from São Mateus do Sul, erva-mate de São Mateus do Sul	1.7.5.1.18.10
yerba mate from São Mateus do Sul, yerba mate from São Mateus do Sul, erva-mate de São Mateus do Sul	1.7.5.1.19.2
yerba santa	1.1.10.4.19.12
yerba santa	1.1.10.5.19.10
yerba santa	1.2.1.1.19.6
yerbamora	1.2.3.3.2.16
yerbamora	1.2.3.3.7.7
yerbeado	1.6.5.3.20.6
Yes there is, Yes there is, Ama ada	5.5.2.3.18.9
Yes there is, Yes there is, Ama ada	5.5.2.3.19.6
Yes there is, Yes there is, Ama ada	5.5.2.3.9.4
Yesan apples	6.6.2.4.3.5
Yesan pears	6.6.2.4.3.2
yet	3.4.1.1.14.2
yibin early shrimp	6.4.1.3.18.9
yibin early shrimp	6.4.1.3.6.16
yibin early tea	6.4.1.3.20.4
yibin turmeric	6.4.1.3.19.4
yibin xianmao	6.4.1.3.19.3
yibin yacai	6.4.1.3.14.1
yibin yinhong plum	6.4.1.3.3.10
Yicheng pomegranate	6.1.2.3.18.12
Yicheng pomegranate	6.1.2.3.3.1
Yichun birch sap	6.1.3.3.18.18
Yichun black fungus	6.1.3.3.18.12
Yichun black fungus	6.1.3.3.2.22
Yichun blueberry	6.1.3.3.18.11
Yichun blueberry	6.1.3.3.3.1
Yichun red pine nuts	6.1.3.3.18.13
Yichun red pine nuts	6.1.3.3.5.1
Yigong chili	6.4.5.2.18.12
Yigong chili	6.4.5.2.2.1
Yigong tea	6.4.5.2.18.16
Yigong tea	6.4.5.2.20.5
Yilan duck	6.5.1.2.6.1
Yiliang duck	6.4.2.1.6.2
Yinggehai sea salt	6.3.5.3.18.12
Yinggehai sea salt	6.3.5.3.21.2
Yinggehai sea salt	6.3.5.4.21.1
Yingkou rice	6.1.3.1.1.3
Yingkou soybean paste	6.1.3.1.13.2
Yingkou soybean paste	6.1.3.1.18.11
yiqui	1.2.5.2.18.1
Yiwu tea	6.4.2.3.20.4
Yixian peanut	6.1.3.1.5.5
Yixian torreya nuts	6.2.4.1.18.11
Yixian torreya nuts	6.2.4.1.5.1
Yiyuan apple	6.1.2.2.18.16
Yiyuan apple	6.1.2.2.3.5
Ymer	2.9.1.1.11.7
Yobuko squid	6.7.6.1.18.16
Yobuko squid	6.7.6.1.6.18
Yodogawa natural eel	6.7.4.1.6.19
Yodogawa shijimi	6.7.4.1.6.18
Yoghurt	2.9.2.3.11.5
Yoghurt	2.9.3.2.11.3
Yoghurt	3.3.1.3.11.3
Yoghurt	3.3.1.3.14.6
Yoghurt	3.3.1.3.16.5
Yoghurt	3.6.1.1.11.2
Yoghurt	3.6.1.2.11.5
Yoghurt	3.6.1.2.12.5
Yoghurt	3.6.1.3.11.6
Yoghurt	3.6.1.4.11.5
Yoghurt	3.6.2.1.11.2
Yoghurt	3.6.2.2.11.2
Yoghurt	3.6.2.3.11.5
Yoghurt	3.6.2.4.11.5
Yoghurt	3.6.2.5.11.5
Yoghurt	3.6.3.1.11.5
Yoghurt	3.6.3.2.11.5
Yoghurt	3.6.3.3.11.5
Yoghurt	3.6.3.4.11.5
Yoghurt	3.6.4.1.11.6
Yoghurt	3.6.4.2.11.6
Yoghurt	3.6.4.3.11.6
Yoghurt	3.6.4.4.11.6
Yoghurt	3.6.5.1.11.5
Yoghurt	3.6.5.2.11.5
Yoghurt	3.6.5.3.11.5
Yoghurt	3.8.1.1.11.3
Yoghurt	3.8.1.2.11.2
Yoghurt	3.8.1.3.11.4
Yoghurt	3.8.1.4.11.6
Yoghurt	3.8.2.1.11.4
Yoghurt	3.8.2.2.11.4
Yoghurt	3.8.3.1.11.4
Yoghurt	3.8.3.2.11.4
Yoghurt	3.8.3.3.11.4
Yoghurt	3.8.4.1.11.6
Yoghurt	3.8.4.2.11.4
Yoghurt	9.1.2.1.11.4
Yoghurt	9.1.2.2.11.3
Yoghurt	9.1.2.2.14.1
Yoghurt	9.1.2.3.11.4
Yoghurt	9.1.2.3.14.5
Yoghurt	9.1.3.1.11.4
Yoghurt	9.1.3.3.11.4
Yoghurt	9.1.4.1.11.4
Yoghurt	9.1.4.1.14.10
Yoghurt	9.1.4.2.11.4
Yoghurt	9.1.4.2.14.8
Yoghurt	9.1.6.1.11.4
Yoghurt	9.1.6.2.11.4
Yoghurt	9.1.6.3.11.4
Yoghurt	9.3.2.1.11.2
Yoghurt	9.3.2.2.11.2
Yoghurt	9.3.2.3.11.2
Yoghurt	9.3.5.1.11.7
Yoghurt	9.3.5.2.11.5
Yoghurt	9.3.5.4.11.5
yoghurt	2.3.7.1.11.5
yoghurt	2.3.7.2.11.10
yoghurt	2.3.8.1.11.6
yoghurt	2.3.8.2.11.3
yoghurt	2.3.9.1.11.4
yoghurt	2.3.9.2.11.5
yoghurt	3.7.1.1.11.4
yoghurt	3.7.1.2.11.6
yoghurt	3.7.1.3.11.5
yoghurt	3.7.1.4.11.6
yoghurt	3.7.1.6.11.5
yoghurt	3.7.2.1.11.7
yoghurt	3.7.2.3.11.6
yoghurt	3.7.3.1.11.6
yoghurt	3.7.3.2.11.6
yoghurt	3.7.4.1.11.6
yoghurt	3.7.4.2.11.6
yoghurt	3.7.4.3.11.5
yoghurt	3.7.4.4.11.6
yoghurt	3.7.5.1.11.6
yoghurt	3.7.5.2.11.6
yoghurt	3.7.5.3.11.6
yoghurt	3.7.6.1.11.3
yoghurt	3.7.6.3.11.5
yoghurt	3.7.8.1.11.5
yoghurt	3.7.8.2.11.5
yoghurt	4.2.3.5.11.6
yoghurt	9.2.2.1.11.5
yoghurt	9.2.2.1.14.7
yoghurt	9.2.2.2.11.9
yoghurt	9.2.2.2.12.12
yoghurt	9.2.2.4.11.7
yoghurt	9.2.3.2.11.5
yoghurt	9.2.3.4.11.10
Yoghurt culture	2.9.2.3.22.5
Yoghurt culture	3.6.2.3.22.4
Yoghurt culture	3.6.2.5.22.6
Yoghurt culture	3.6.3.1.22.5
Yoghurt culture	3.6.4.1.22.6
Yoghurt culture	3.6.4.2.22.6
Yoghurt culture	3.6.4.3.22.6
Yoghurt culture	3.6.4.4.22.6
Yoghurt culture	3.6.5.2.22.5
Yoghurt culture	3.6.5.3.22.5
Yoghurt culture	9.1.2.1.22.2
Yoghurt culture	9.1.2.2.22.2
Yoghurt culture	9.1.2.3.22.2
Yoghurt culture	9.1.3.1.22.2
Yoghurt culture	9.1.3.3.22.3
Yoghurt culture	9.1.4.1.22.2
Yoghurt culture	9.1.4.2.22.2
Yoghurt culture	9.1.6.1.22.4
Yoghurt culture	9.1.6.2.22.5
yoghurt culture	3.7.1.3.22.6
yoghurt culture	3.7.1.4.22.6
yoghurt culture	4.2.3.5.22.8
yoghurt culture	9.2.2.1.22.5
yoghurt culture	9.2.2.4.22.5
yoghurt culture	9.2.3.1.22.6
yoghurt culture	9.2.3.2.22.6
Yogur	1.4.3.4.11.7
Yogur	1.8.1.2.11.4
Yogur	1.8.1.6.11.6
yogur	1.6.2.1.11.7
yogur	1.6.2.2.11.7
yogur	1.6.2.3.11.6
yogur	2.2.7.3.11.10
Yogur bebible	1.8.6.3.11.3
Yogur natural	1.8.4.1.11.4
Yogur natural	1.8.4.2.11.4
Yogur natural	1.8.4.3.11.4
Yogur natural	1.8.5.1.11.4
Yogur natural	1.8.6.2.11.9
Yogur natural	1.8.6.3.11.2
yogur natural	1.3.5.2.11.16
yogur natural	1.6.2.4.11.7
yogur natural	1.6.4.1.11.6
yogur natural	1.6.4.2.11.6
yogur natural	1.6.4.3.11.8
Yogurt	1.1.1.2.11.4
Yogurt	1.1.1.3.11.5
Yogurt	1.1.1.4.11.4
Yogurt	1.1.1.4.12.3
Yogurt	1.1.13.6.11.5
Yogurt	1.1.14.6.11.5
Yogurt	1.1.2.1.11.5
Yogurt	1.1.2.2.11.5
Yogurt	1.1.2.3.11.5
Yogurt	1.1.2.4.11.5
Yogurt	1.1.2.5.11.4
Yogurt	1.1.3.1.11.4
Yogurt	1.1.3.5.11.7
Yogurt	1.1.3.6.11.5
Yogurt	1.1.4.1.11.8
Yogurt	1.1.4.2.11.8
Yogurt	1.1.4.3.11.8
Yogurt	1.1.4.4.11.8
Yogurt	1.1.4.5.11.6
Yogurt	1.1.5.1.11.8
Yogurt	1.1.5.2.11.9
Yogurt	1.1.5.3.11.8
Yogurt	1.1.5.4.11.8
Yogurt	1.3.1.1.11.5
Yogurt	1.3.2.2.11.6
Yogurt	1.4.6.1.11.4
Yogurt	1.4.6.2.11.4
Yogurt	2.2.7.5.11.5
Yogurt	2.2.8.1.11.13
Yogurt	2.2.8.2.11.15
Yogurt	2.3.1.1.11.6
Yogurt	2.3.1.2.11.8
Yogurt	2.5.4.3.11.18
Yogurt	2.5.5.3.11.18
Yogurt	2.5.6.1.11.31
Yogurt	2.9.4.1.11.3
Yogurt	2.9.4.1.14.11
Yogurt	2.9.4.2.11.5
Yogurt	2.9.4.2.14.11
Yogurt	2.9.5.3.11.5
Yogurt	2.9.5.3.12.2
Yogurt	2.9.5.3.14.4
Yogurt	2.9.6.2.11.5
Yogurt	2.9.6.2.14.14
Yogurt	2.9.6.3.11.4
Yogurt	2.9.7.2.11.5
Yogurt	3.2.1.1.12.4
Yogurt	3.2.1.2.12.6
Yogurt	3.2.1.2.14.7
Yogurt	3.2.1.3.12.6
Yogurt	3.2.1.4.11.5
Yogurt	3.2.1.4.12.5
Yogurt	3.2.1.5.11.6
Yogurt	3.2.1.5.12.4
Yogurt	3.2.2.2.11.7
Yogurt	3.2.2.2.12.4
Yogurt	3.2.2.4.11.6
Yogurt	3.2.2.4.12.5
Yogurt	3.2.2.5.11.5
Yogurt	3.2.2.5.12.4
Yogurt	3.2.3.2.11.5
Yogurt	3.2.3.2.12.4
Yogurt	3.2.3.3.11.5
Yogurt	3.2.3.3.12.5
Yogurt	3.3.2.1.11.3
Yogurt	3.3.2.1.12.3
Yogurt	3.3.2.1.14.3
Yogurt	3.3.2.1.17.7
Yogurt	3.5.1.1.11.4
Yogurt	3.5.1.2.11.6
Yogurt	3.5.2.1.11.2
Yogurt	3.5.2.2.11.5
Yogurt	3.5.2.3.11.5
Yogurt	3.5.3.1.11.5
Yogurt	3.5.3.2.11.5
Yogurt	3.5.3.3.11.6
Yogurt	3.5.3.4.11.5
Yogurt	3.5.4.1.11.5
Yogurt	3.5.4.2.11.5
Yogurt	3.5.4.4.11.4
Yogurt	3.5.4.5.11.2
Yogurt	3.5.4.6.11.4
Yogurt	3.5.5.1.11.5
Yogurt	3.5.5.2.11.2
Yogurt	3.5.5.2.14.8
Yogurt	3.5.5.3.11.5
Yogurt	4.5.1.1.11.2
Yogurt	4.5.1.2.11.3
Yogurt	4.5.1.3.11.3
Yogurt	4.5.1.3.12.5
Yogurt	4.5.2.1.11.2
Yogurt	4.5.2.1.12.4
Yogurt	4.5.2.1.14.2
Yogurt	4.5.2.2.11.3
Yogurt	4.5.3.2.11.2
Yogurt	4.5.3.2.14.4
Yogurt	4.5.3.4.11.2
Yogurt	4.5.4.1.11.1
Yogurt	4.5.4.1.12.3
Yogurt	4.5.4.1.14.5
Yogurt	4.5.4.2.11.2
Yogurt	4.5.4.2.12.3
Yogurt	4.5.4.2.14.2
Yogurt	4.5.4.3.11.6
Yogurt	4.5.4.3.12.4
Yogurt	4.5.4.4.11.4
Yogurt	4.5.5.1.11.3
Yogurt	4.5.5.2.11.3
Yogurt	4.5.5.2.12.5
Yogurt	4.5.5.2.14.5
Yogurt	4.5.5.4.11.3
Yogurt	4.5.6.1.11.4
Yogurt	4.5.6.1.12.6
Yogurt	4.5.6.1.14.8
Yogurt	4.5.6.2.11.4
Yogurt	4.5.6.2.12.4
Yogurt	4.5.6.2.14.7
Yogurt	4.5.6.3.11.2
Yogurt	4.5.6.3.12.6
Yogurt	4.5.6.3.14.7
Yogurt	5.3.1.1.11.2
Yogurt	5.3.1.1.12.1
Yogurt	5.3.5.1.11.5
Yogurt	5.3.5.4.11.5
Yogurt	5.4.1.1.12.5
Yogurt	5.4.4.1.11.3
Yogurt	5.6.1.1.11.3
Yogurt	5.6.1.2.11.3
Yogurt	5.6.1.3.11.3
Yogurt	5.6.2.1.11.3
Yogurt	5.6.2.2.11.3
Yogurt	5.6.2.3.11.3
Yogurt	5.6.2.4.11.3
Yogurt	5.6.2.5.11.3
Yogurt	5.6.3.1.11.3
Yogurt	5.6.3.2.11.3
Yogurt	5.6.3.3.11.3
Yogurt	5.6.3.4.11.3
Yogurt	5.6.4.1.11.3
Yogurt	5.6.4.2.11.3
Yogurt	5.6.4.3.11.3
Yogurt	5.6.5.1.11.3
Yogurt	5.6.5.2.11.3
Yogurt	5.6.5.3.11.3
Yogurt	5.7.1.1.11.3
Yogurt	5.7.1.1.12.6
Yogurt	5.7.1.2.11.5
Yogurt	5.7.1.2.12.3
Yogurt	5.7.1.4.11.4
Yogurt	5.7.1.4.12.3
Yogurt	5.7.2.1.11.7
Yogurt	5.7.2.1.12.4
Yogurt	5.7.2.2.11.6
Yogurt	5.7.2.2.12.4
Yogurt	5.7.2.3.11.5
Yogurt	5.7.2.3.12.2
Yogurt	5.7.2.4.11.5
Yogurt	5.7.2.4.12.4
Yogurt	5.7.3.1.11.5
Yogurt	5.7.3.1.12.2
Yogurt	5.7.3.4.11.4
Yogurt	5.7.3.4.12.1
Yogurt	5.8.1.1.11.9
Yogurt	5.8.1.2.11.3
Yogurt	5.8.1.4.11.8
Yogurt	5.8.1.5.11.8
Yogurt	6.5.2.3.11.3
Yogurt	6.5.2.4.11.4
Yogurt	6.8.1.3.11.7
Yogurt	6.8.1.3.12.1
Yogurt	6.8.1.3.13.3
Yogurt	6.8.1.3.14.2
Yogurt	6.8.2.1.11.3
Yogurt	6.8.2.1.12.1
Yogurt	6.8.2.2.11.4
Yogurt	6.8.2.2.12.1
Yogurt	6.8.2.2.14.1
Yogurt	7.4.3.2.11.8
yogurt	1.1.13.1.11.10
yogurt	1.1.13.2.11.6
yogurt	1.1.13.3.11.6
yogurt	1.1.13.4.11.6
yogurt	1.1.13.5.11.4
yogurt	1.1.14.1.11.6
yogurt	1.1.14.4.11.7
yogurt	1.1.14.5.11.9
yogurt	1.1.6.1.11.13
yogurt	1.1.6.2.11.5
yogurt	1.3.2.2.11.11
yogurt	1.3.2.2.14.15
yogurt	1.6.3.2.11.5
yogurt	1.6.5.3.11.5
yogurt	2.5.4.3.11.4
yogurt	2.6.1.1.11.4
yogurt	2.6.1.2.11.5
yogurt	2.6.3.3.11.11
yogurt	2.6.4.1.11.3
yogurt	2.6.4.1.12.1
yogurt	2.6.4.1.16.6
yogurt	2.6.4.2.11.4
yogurt	2.6.4.2.12.6
yogurt	2.6.4.2.16.5
yogurt	2.6.4.3.11.4
yogurt	2.6.4.3.12.1
yogurt	2.6.4.3.16.3
yogurt	2.6.5.3.11.11
yogurt	2.6.5.3.12.3
yogurt	2.6.5.3.16.4
yogurt	2.6.6.1.11.9
yogurt	2.6.6.1.16.7
yogurt	2.6.7.1.11.4
yogurt	2.6.7.1.12.1
yogurt	2.6.7.1.16.4
yogurt	2.6.7.2.11.2
yogurt	2.6.7.2.12.1
yogurt	2.6.7.2.16.3
yogurt	2.6.7.3.11.10
yogurt	2.6.7.3.12.1
yogurt	2.6.7.3.16.3
yogurt	2.6.7.4.11.7
yogurt	2.6.8.1.11.2
yogurt	2.6.8.1.12.1
yogurt	2.6.8.1.16.3
yogurt	2.6.8.2.11.7
yogurt	2.6.8.2.12.1
yogurt	2.6.8.2.16.3
yogurt	2.6.9.1.11.2
yogurt	2.6.9.1.12.4
yogurt	2.6.9.1.16.4
yogurt	2.6.9.3.11.15
yogurt	2.6.9.3.12.2
yogurt	2.6.9.3.16.5
yogurt	2.7.1.2.11.10
yogurt	2.7.1.4.11.13
yogurt	2.7.1.5.11.12
yogurt	2.7.2.3.11.13
yogurt	2.7.2.4.11.13
yogurt	2.8.4.4.11.6
yogurt	2.8.4.4.16.4
yogurt	2.8.5.1.12.1
yogurt	2.8.5.1.16.5
yogurt	2.8.5.2.12.1
yogurt	2.8.5.2.16.6
yogurt	2.8.5.3.12.1
yogurt	2.8.5.3.16.5
yogurt	2.8.5.4.12.1
