1.4.9 French Caribbean	2.2.1.3.24.25
fresh oregano, fresh oregano, Orégano fresco	1.4.1.2.7.4
fresh oregano, fresh oregano, Orégano fresco	1.4.1.3.19.5
fresh oregano, fresh oregano, Orégano fresco	1.4.1.3.7.4
fresh oregano, fresh oregano, Orégano fresco	1.4.1.4.19.5
fresh oregano, fresh oregano, Orégano fresco	1.4.1.4.7.5
fresh oregano, fresh oregano, Orégano fresco	1.4.3.1.7.4
fresh oregano, fresh oregano, Orégano fresco	1.4.3.2.7.4
fresh oregano, fresh oregano, Orégano fresco	1.4.3.3.7.4
fresh oregano, fresh oregano, Orégano fresco	1.4.3.4.7.4
fresh oregano, fresh oregano, Orégano fresco	1.5.1.2.7.5
fresh oregano, fresh oregano, Orégano fresco	1.5.3.1.7.7
fresh oregano, fresh oregano, Orégano fresco	1.5.3.3.7.6
fresh oregano, fresh oregano, Orégano fresco	1.5.3.4.7.6
fresh oregano, fresh oregano, Orégano fresco	1.5.4.1.7.5
fresh oregano, fresh oregano, Orégano fresco	1.5.4.2.7.5
fresh oregano, fresh oregano, Orégano fresco	1.5.4.3.7.5
fresh oregano, fresh oregano, Orégano fresco	1.5.5.1.7.8
fresh oregano, fresh oregano, Orégano fresco	1.5.5.2.7.9
fresh oregano, fresh oregano, Orégano fresco	1.5.5.3.7.5
fresh oregano, fresh oregano, Orégano fresco	1.5.5.4.7.6
fresh oregano, fresh oregano, Orégano fresco	1.8.1.1.7.3
fresh oregano, fresh oregano, Orégano fresco	1.8.1.2.7.3
fresh oregano, fresh oregano, Orégano fresco	1.8.1.5.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.1.6.7.6
fresh oregano, fresh oregano, Orégano fresco	1.8.2.1.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.2.2.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.2.3.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.3.2.7.6
fresh oregano, fresh oregano, Orégano fresco	1.8.3.3.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.4.1.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.4.2.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.4.3.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.5.1.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.5.2.7.5
fresh oregano, fresh oregano, Orégano fresco	1.8.6.1.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.6.2.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.6.3.7.4
fresh oregano, fresh oregano, Orégano fresco	1.8.6.4.7.4
fresh oregano, fresh oregano, orégano fresco	1.2.1.2.7.4
fresh oregano, fresh oregano, orégano fresco	1.2.1.4.7.2
fresh oregano, fresh oregano, orégano fresco	1.2.1.5.7.2
fresh oregano, fresh oregano, orégano fresco	1.2.2.3.7.6
fresh oregano, fresh oregano, orégano fresco	1.2.4.1.7.5
fresh oregano, fresh oregano, orégano fresco	1.2.4.3.7.5
fresh oregano, fresh oregano, orégano fresco	1.2.4.4.7.5
fresh oregano, fresh oregano, orégano fresco	1.3.1.4.7.12
fresh oregano, fresh oregano, orégano fresco	1.3.3.1.7.15
fresh oregano, fresh oregano, orégano fresco	1.3.3.2.7.14
fresh oregano, fresh oregano, orégano fresco	1.3.3.3.7.15
fresh oregano, fresh oregano, orégano fresco	1.3.3.4.7.15
fresh oregano, fresh oregano, orégano fresco	1.3.4.2.7.11
fresh oregano, fresh oregano, orégano fresco	1.3.4.3.7.11
fresh oregano, fresh oregano, orégano fresco	1.3.4.5.7.7
fresh oregano, fresh oregano, orégano fresco	1.3.5.2.7.9
fresh oregano, fresh oregano, orégano fresco	1.3.5.3.17.11
fresh oregano, fresh oregano, orégano fresco	1.3.5.3.7.6
fresh oregano, fresh oregano, orégano fresco	1.3.6.2.7.5
fresh oregano, fresh oregano, orégano fresco	1.6.1.1.7.5
fresh oregano, fresh oregano, orégano fresco	1.6.1.2.7.5
fresh oregano, fresh oregano, orégano fresco	1.6.1.3.7.5
fresh oregano, fresh oregano, orégano fresco	1.6.2.1.7.6
fresh oregano, fresh oregano, orégano fresco	1.6.2.2.7.7
fresh oregano, fresh oregano, orégano fresco	1.6.2.3.2.18
fresh oregano, fresh oregano, orégano fresco	1.6.2.3.7.7
fresh oregano, fresh oregano, orégano fresco	1.6.2.4.7.7
fresh oregano, fresh oregano, orégano fresco	1.6.3.2.7.5
fresh oregano, fresh oregano, orégano fresco	1.6.3.3.7.4
fresh oregano, fresh oregano, orégano fresco	1.6.5.1.7.4
fresh palm sap	3.4.1.3.15.3
fresh palm sap	3.4.1.3.16.9
fresh palm sap	3.4.1.3.18.10
fresh palm sap	3.4.1.3.19.8
fresh palm sap	3.4.1.3.20.11
fresh palm sap	3.4.2.1.15.4
fresh palm sap	3.4.2.1.16.10
fresh palm sap	3.4.2.1.20.6
fresh palm sap	3.4.3.1.15.4
fresh palm sap	3.4.3.1.20.4
fresh palm sap	3.4.3.2.15.4
fresh palm sap	3.4.3.2.20.4
fresh palm sap	3.4.3.3.20.3
fresh palm sap	3.4.3.4.20.3
fresh palm sap	3.4.5.3.20.7
fresh palm sap	3.4.6.2.20.4
fresh palm sap	3.4.6.3.20.2
fresh palm sap	3.4.6.4.20.9
fresh palm sap	7.3.1.2.16.6
fresh palm sap	7.3.1.2.20.9
fresh palm sap	7.3.5.1.20.6
fresh palm sap	7.3.5.3.20.6
fresh palm sap	7.3.6.1.16.6
fresh palm sap	7.3.6.1.20.5
fresh palm sap	7.3.6.2.16.6
fresh palm sap	7.3.6.2.20.3
fresh palm sap	7.3.6.3.16.6
fresh palm sap	7.3.6.3.20.2
fresh palm sap	7.3.7.3.16.5
fresh palm sap	7.3.7.3.20.5
fresh papal, fresh papal, pápalo fresco	1.2.2.4.17.6
Fresh papaya juice	3.8.4.1.20.4
fresh papaya, fresh papaya, Fresco de papaya	1.3.1.2.20.9
Fresh parsley	3.2.1.1.17.1
Fresh parsley	4.5.6.3.17.6
fresh parsley	2.7.2.4.17.9
fresh parsley	2.8.1.1.17.3
fresh parsley	3.1.1.1.17.3
fresh parsley	4.2.1.2.17.5
fresh parsley	4.2.1.3.17.2
fresh parsley	4.2.1.4.17.2
fresh parsley	4.2.2.1.17.2
fresh parsley	4.2.2.3.17.2
fresh parsley	4.2.2.4.17.3
fresh parsley	4.2.3.4.17.6
fresh parsley	4.2.3.5.17.11
fresh parsley leaves	4.2.1.1.17.4
Fresh passion fruit juice	3.8.4.1.20.3
fresh passion fruit, fresh passion fruit, fresco de granadilla	1.3.5.4.20.45
Fresh passion fruit, Fresh passion fruit, Fresco de maracuyá	1.3.1.2.20.10
Fresh passionfruit pulp	9.3.1.1.17.4
Fresh pears	2.3.2.2.3.3
Fresh peas	2.3.5.2.4.6
Fresh peas	2.3.6.1.4.7
Fresh peas	2.3.6.4.4.9
Fresh peas	2.9.4.1.4.1
Fresh peas	2.9.4.2.4.5
Fresh peas	3.3.1.3.2.15
fresh peas	2.6.1.2.4.5
fresh peas	6.4.2.2.2.20
Fresh Pecorino delle Balze Volterrane DOP, Fresh Pecorino delle Balze Volterrane DOP, Pecorino delle Balze Volterrane DOP fresco	2.4.3.1.11.3
Fresh Pecorino di Norcia, Fresh Pecorino di Norcia, Pecorino di Norcia fresco	2.4.3.2.11.1
Fresh pepper	3.3.2.3.17.5
Fresh pepper relish	3.5.1.1.17.6
Fresh pepper relish	3.5.3.1.17.6
Fresh pepper relish	3.5.3.3.13.10
Fresh pepper relish	3.5.4.5.13.6
Fresh pepper sauce	3.5.1.1.13.2
Fresh pepper sauce	3.5.1.2.13.3
Fresh pepper sauce	3.5.1.3.13.9
Fresh pepper sauce	3.5.1.4.13.10
Fresh pepper sauce	3.5.2.2.13.5
Fresh pepper sauce	3.5.2.3.13.7
Fresh pepper sauce	3.5.5.1.13.6
fresh pepper sauce	3.4.4.1.13.2
fresh pepper sauce	3.4.4.3.13.6
fresh pepper sauce	3.4.4.4.13.2
fresh peppercorns	7.1.3.1.17.16
fresh peppercorns	7.1.3.1.8.9
Fresh Périgord walnuts	2.3.4.4.5.2
Fresh pesto	2.9.5.3.13.9
Fresh petit piment	3.8.3.1.17.3
Fresh petit piment	3.8.3.2.17.3
fresh pho noodles	7.1.7.1.1.6
fresh phyllo	2.7.1.4.1.14
fresh phyllo	2.7.1.4.23.1
fresh Pienza pecorino, fresh Pienza pecorino, pecorino di Pienza fresco	2.4.3.1.11.6
fresh pigeon pea, fresh pigeon pea, guandú fresco	1.3.7.2.18.3
fresh pigeon pea, fresh pigeon pea, guandú fresco	1.3.7.2.4.6
Fresh pigeon peas	5.4.1.1.4.3
Fresh pigeon peas	5.4.1.4.2.3
Fresh pigeon peas	5.4.2.2.2.19
Fresh pigeon peas	5.4.2.4.2.20
Fresh piment d'Espelette	2.3.4.2.2.1
fresh pine nuts, fresh pine nuts, fresco de pinol	1.3.1.1.20.19
fresh pine nuts, fresh pine nuts, fresco de pinol	1.3.1.5.20.11
fresh pineapple, fresh pineapple, Fresco de piña	1.3.1.2.20.11
Fresh pitahaya, Fresh pitahaya, Fresco de pitahaya	1.3.5.1.20.9
Fresh pollen	2.3.2.1.19.7
Fresh pollen	2.3.2.2.19.6
Fresh pollen	2.3.2.3.19.8
Fresh pollen	2.3.3.2.19.4
Fresh pollen	2.3.4.1.19.5
Fresh pollen	2.3.4.2.19.3
Fresh pollen	2.3.4.3.19.6
Fresh pollen	2.3.4.4.19.5
Fresh pollen	2.3.5.1.19.4
Fresh pollen	2.3.5.2.19.5
Fresh pollen	2.3.5.3.19.4
Fresh pollen	2.3.6.1.19.7
Fresh pollen	2.3.6.3.19.9
Fresh pollen	2.3.6.4.19.14
fresh pork	2.6.1.3.6.2
fresh pork	2.6.5.1.6.4
fresh pork	6.2.3.2.6.1
Fresh pork sausage	2.3.4.3.6.2
Fresh pork sausage	2.3.5.3.6.4
Fresh pork sausage	2.3.6.1.6.11
fresh prawns	3.4.6.3.6.12
fresh prawns	7.2.4.2.6.3
fresh prickly pear water, fresh prickly pear water, agua fresca de tuna	1.2.1.5.20.5
Fresh Provola dei Nebrodi DOP, Fresh Provola dei Nebrodi DOP, Provola dei Nebrodi DOP Fresca	2.4.6.2.11.2
fresh qingcaitou mustard	6.4.1.2.2.2
fresh ramón, fresh ramón, Fresco de ramón	1.3.1.3.20.5
fresh raspberries	2.1.2.3.17.5
fresh raspberries	2.1.2.4.17.7
fresh raw milk	2.8.1.4.11.2
Fresh red chili	7.5.1.1.17.4
Fresh red chili	7.5.1.2.17.4
fresh red chili	3.4.6.5.17.4
fresh red chili	3.4.6.6.17.4
fresh red chili	6.4.1.1.2.30
fresh red chili	6.4.1.2.2.6
fresh red chili	6.4.1.3.2.6
fresh red chili	6.4.1.3.9.9
fresh red chili	6.4.2.1.9.6
fresh red chili	6.4.2.2.2.16
fresh red chili	6.4.2.2.9.6
fresh red chili	6.4.2.3.9.8
fresh red chili	6.4.2.4.2.3
fresh red chili	6.4.2.4.9.7
fresh red chili	6.4.3.1.2.3
fresh red chili	6.4.3.1.9.8
fresh red chili	6.4.3.2.2.7
fresh red chili	6.4.3.2.9.7
fresh red chili	6.4.3.3.2.3
fresh red chili	6.4.3.3.9.8
fresh red chili	6.4.4.1.2.3
fresh red chili	6.4.4.1.9.8
fresh red chili	6.4.4.2.9.6
fresh red chili	6.4.4.3.9.8
fresh red chili	6.4.4.4.9.7
fresh red chili	6.4.5.1.9.8
fresh red chili	6.4.5.2.2.3
fresh red chili	6.4.5.2.9.7
fresh red chili	6.4.5.3.9.10
fresh red chili	6.4.5.4.2.19
fresh red chili	6.4.5.4.9.8
fresh red chili pepper	6.1.4.3.2.8
Fresh red chili peppers	3.8.1.1.2.10
Fresh red chili peppers	3.8.1.1.9.5
Fresh red chili peppers	3.8.1.2.2.15
Fresh red chili peppers	3.8.1.2.9.6
Fresh red chili peppers	3.8.1.3.2.11
Fresh red chili peppers	3.8.1.3.9.6
Fresh red chili peppers	3.8.1.4.2.8
Fresh red chili peppers	3.8.1.4.9.6
Fresh red chili peppers	3.8.2.1.17.3
Fresh red chili peppers	3.8.2.1.9.6
Fresh red chili peppers	3.8.2.2.17.4
Fresh red chili peppers	3.8.2.2.9.8
Fresh red chili peppers	3.8.3.2.9.8
Fresh red chili peppers	3.8.3.3.17.3
Fresh red chili peppers	3.8.3.3.2.11
Fresh red chili peppers	3.8.3.3.9.8
Fresh red chili peppers	3.8.5.1.2.11
Fresh red chili peppers	3.8.5.1.9.5
Fresh red chili peppers	3.8.5.2.2.12
Fresh red chili peppers	3.8.5.2.9.5
Fresh red chili peppers	3.8.5.3.9.5
fresh red chili, fresh red chili, ají colorado fresco	1.6.4.3.2.10
fresh red chili, fresh red chili, ají colorado fresco	1.6.5.3.2.13
fresh red chili, fresh red chili, ají colorado fresco	1.6.5.4.2.10
Fresh red chilies	3.6.1.1.2.12
fresh red chilies	6.2.3.3.8.1
fresh red chilies	6.2.3.4.8.1
fresh red chilies	7.1.6.1.8.3
fresh red chilies	7.1.6.2.8.3
fresh red chillies	7.2.1.1.8.1
fresh red chillies	7.2.1.2.8.2
fresh red chillies	7.2.1.4.8.2
fresh red chillies	7.2.2.1.8.2
fresh red chillies	7.2.2.2.8.2
fresh red chillies	7.2.2.3.8.2
fresh red chillies	7.2.3.1.2.22
fresh red chillies	7.2.3.1.8.1
fresh red chillies	7.2.3.2.2.14
fresh red chillies	7.2.3.2.8.1
fresh red chillies	7.2.3.3.2.8
fresh red chillies	7.2.3.3.8.2
fresh red chillies	7.2.4.1.2.17
fresh red chillies	7.2.4.1.8.2
fresh red chillies	7.2.4.2.2.19
fresh red chillies	7.2.4.2.8.2
fresh red chillies	7.2.4.3.2.11
fresh red chillies	7.2.4.3.8.2
fresh red chillies	7.2.4.3.9.8
fresh red chillies	7.2.4.4.2.9
fresh red chillies	7.2.4.4.8.3
fresh red pepper	4.1.5.1.2.10
fresh red pepper	4.1.5.1.9.8
fresh red pepper	4.1.5.2.2.3
Fresh reef fish	1.4.7.1.6.14
fresh rice cakes	7.1.8.2.18.12
fresh rice noodles	6.3.2.4.1.6
fresh rice noodles	6.4.2.1.1.4
fresh rice noodles	6.4.2.2.1.4
fresh rice noodles	6.4.2.3.1.9
fresh rice noodles	6.4.2.4.1.7
fresh rice noodles	6.4.3.1.1.7
fresh rice noodles	6.4.3.2.1.8
fresh rice noodles	6.4.3.3.1.9
fresh rice noodles	7.1.3.3.1.7
fresh rice noodles	7.1.5.2.1.6
fresh rice noodles	7.1.5.3.1.6
fresh rice sheets	7.1.8.1.1.7
fresh rice sheets	7.1.8.2.1.8
fresh rice sheets	7.1.8.2.23.4
fresh rice sheets	7.1.8.4.1.8
fresh rice sheets	7.1.8.4.23.7
fresh rice sheets	7.1.9.1.1.9
fresh rice sheets	7.1.9.1.23.3
fresh rice sheets	7.1.9.2.1.10
fresh rice sheets	7.1.9.2.23.2
fresh rice sheets	7.1.9.3.1.8
fresh rice sheets	7.1.9.3.23.2
fresh rice vermicelli	7.1.9.1.1.6
fresh rice vermicelli	7.1.9.2.1.7
fresh rice vermicelli	7.1.9.3.1.6
Fresh river fish	3.5.3.1.6.4
Fresh river fish	3.5.4.3.6.1
fresh river fish	6.2.2.2.6.14
fresh rose petals	6.4.4.1.7.4
fresh rutab dates	4.4.3.1.18.1
fresh salad, fresh salad, Fresco de ensalada	1.3.3.2.20.7
Fresh sardines	2.3.6.2.6.3
fresh saskatoon berries	1.1.7.4.17.10
Fresh sausages	3.8.3.1.6.5
Fresh sausages	3.8.3.2.6.8
fresh scallops	3.4.4.4.6.8
fresh scotch bonnet	3.4.6.1.17.3
fresh scotch bonnet	3.4.6.2.17.6
fresh scotch bonnet	3.4.6.3.17.5
fresh scotch bonnet	3.4.6.4.17.3
fresh scotch bonnet	3.4.6.5.17.3
fresh scotch bonnet	3.4.6.6.17.3
Fresh scraped coconut	5.8.1.1.11.5
fresh sea buckthorn berries	8.2.2.2.17.4
fresh seaweed	7.2.4.4.2.2
Fresh sheep cheese	2.2.8.1.11.10
Fresh sheep cheese	2.2.8.3.11.3
Fresh sheep cheese	2.3.6.4.11.9
fresh sheep cheese	2.6.2.4.11.7
fresh sheep cheese	2.6.3.3.11.6
fresh sheep cheese	2.6.5.3.11.6
fresh sheep cheese	2.8.4.2.11.8
fresh sheep cheese	4.4.1.3.11.9
fresh sheep cheese, fresh sheep cheese, queijo frescal de ovelha	1.7.6.4.11.9
fresh sheep cheese, fresh sheep cheese, queijo fresco de ovelha	2.2.1.4.11.10
Fresh sheep's cheese	2.3.6.2.11.6
Fresh sheep's cheese	2.3.6.3.11.6
Fresh shell beans	1.1.1.1.4.5
fresh shelled beans	1.1.6.3.4.12
fresh shiitake	6.7.6.5.2.28
fresh shiitake	6.7.6.5.9.12
fresh shrimp	7.1.4.3.6.6
fresh shrimp, fresh shrimp, camarão fresco	1.7.2.4.6.1
fresh shrimp, fresh shrimp, camarão fresco	1.7.3.1.6.2
fresh shrimp, fresh shrimp, camarón fresco	1.2.5.1.6.13
fresh shrimp, fresh shrimp, camarón fresco	1.2.5.4.6.3
fresh shrimp, fresh shrimp, camarón fresco	1.2.5.5.6.6
fresh shrimp, fresh shrimp, camarón fresco	1.2.7.3.6.8
fresh shrimp, fresh shrimp, camarón fresco	1.3.5.3.6.22
Fresh Sinai oregano	3.2.1.5.17.4
Fresh Sinai thyme	3.2.1.5.17.3
Fresh soft cow cheese	2.2.8.1.11.4
Fresh soursop, Fresh soursop, Fresco de guanábana	1.3.1.2.20.8
fresh soybean	6.2.2.2.2.5
fresh soybean	6.2.2.2.4.3
fresh soybeans	6.1.1.1.4.4
Fresh spring onions	7.4.4.4.17.2
fresh squash, fresh squash, fresco de ayote	1.3.6.4.20.11
fresh strawberries	2.1.2.4.17.6
fresh strawberries	7.2.1.3.17.4
fresh sweet corn	6.1.3.2.1.9
fresh sweet corn	6.1.3.3.1.10
fresh sweet corn	6.1.4.2.1.18
fresh sweet corn	6.1.4.3.1.13
fresh sweet corn	6.4.4.2.1.9
fresh sweet corn	6.4.4.3.1.10
fresh sweet potato, fresh sweet potato, fresco de camote	1.3.6.4.20.12
Fresh tamarind juice	3.8.4.2.20.4
fresh tamarind, fresh tamarind, Fresco de tamarindo	1.3.3.4.20.6
fresh tamarind, fresh tamarind, fresco de tamarindo	1.3.5.4.20.40
Fresh taro leaves	7.4.3.4.18.4
fresh tarragon	4.2.1.1.17.6
fresh tarragon	4.2.1.2.17.3
fresh tarragon	4.2.1.3.17.4
fresh tarragon	4.2.2.1.17.1
fresh tarragon	4.2.2.3.17.1
fresh tarragon	4.2.2.4.17.2
Fresh thyme	1.3.1.4.7.6
Fresh thyme	1.4.4.2.17.2
Fresh thyme	1.4.4.3.17.2
Fresh thyme	1.4.4.4.17.2
Fresh thyme	1.4.6.3.17.3
Fresh thyme	1.4.7.1.17.3
Fresh thyme	1.4.7.2.17.3
Fresh thyme	1.4.7.4.17.3
Fresh thyme	1.4.8.2.17.3
fresh thyme	4.1.1.1.7.7
fresh thyme	4.1.2.3.17.8
fresh thyme	4.1.5.1.19.3
fresh thyme	4.1.5.4.19.2
fresh thyme	4.1.5.4.7.2
fresh thyme	4.2.2.2.17.4
fresh thyme	4.2.2.4.17.1
fresh thyme leaves	5.2.3.4.17.5
fresh toddy	9.4.5.1.15.2
fresh toddy	9.4.5.1.16.6
fresh toddy	9.4.5.1.20.1
fresh toddy	9.4.5.2.15.2
fresh toddy	9.4.5.2.16.6
fresh toddy	9.4.5.2.20.1
fresh tofu	6.1.3.4.11.4
fresh tofu	6.1.3.4.6.22
fresh tofu	6.2.1.1.11.2
fresh tofu	6.2.1.2.11.2
fresh tofu	6.2.1.3.11.2
fresh tofu	6.2.3.3.11.2
fresh tofu	6.2.4.1.11.2
fresh tofu	6.2.4.3.11.2
fresh tofu	6.2.4.4.11.2
fresh tofu	6.3.1.1.11.6
fresh tofu	6.3.1.2.11.5
fresh tofu	6.4.1.1.11.2
fresh tofu	6.4.1.2.11.2
fresh tofu	6.4.1.3.11.2
fresh tofu	6.4.2.1.11.6
fresh tofu	6.4.2.3.11.2
fresh tofu	6.4.2.4.11.2
fresh tofu	6.4.3.1.11.2
fresh tofu	6.4.3.2.11.2
fresh tofu	6.4.3.3.11.2
fresh tofu	7.1.7.2.11.2
fresh tofu skin	6.2.3.1.23.4
fresh tofu skin	6.2.3.3.23.3
fresh tomato	3.4.1.2.9.4
fresh tomato	3.4.1.4.9.4
fresh tomato	4.1.1.1.9.8
fresh tomato	4.1.1.3.9.5
fresh tomato	6.4.4.1.2.1
fresh tomato	6.4.4.1.9.6
fresh tomato	6.4.4.2.9.4
fresh tomato	6.4.4.3.2.2
fresh tomato	6.4.4.3.9.6
fresh tomato	6.4.4.4.2.8
fresh tomato	6.4.4.4.9.5
fresh tomato	6.4.5.1.9.6
fresh tomato	6.4.5.2.2.5
fresh tomato	6.4.5.2.9.6
fresh tomato	6.4.5.3.2.7
fresh tomato	6.4.5.3.9.8
fresh tomato	6.4.5.4.2.17
fresh tomato	6.4.5.4.9.6
Fresh tomatoes	3.5.4.4.2.14
Fresh tomatoes	3.5.4.6.2.7
fresh tomatoes	4.4.1.1.9.4
fresh tomatoes	4.6.2.1.9.5
Fresh tome	2.3.2.3.11.5
Fresh toovar dana	5.4.1.4.4.3
Fresh tortillas	1.3.2.4.23.4
Fresh tortillas	1.3.3.2.23.4
Fresh tortillas	1.3.3.3.23.4
Fresh tortillas	1.3.3.4.23.4
fresh tree chili, fresh tree chili, chile de árbol fresco	1.2.2.3.2.9
fresh tree chili, fresh tree chili, chile de árbol fresco	1.2.4.3.2.8
fresh tree pepper	6.4.1.4.2.16
Fresh trout	2.3.2.1.6.10
Fresh truffle slices	2.3.4.4.17.3
Fresh turmeric	5.4.1.4.19.2
Fresh turmeric	5.4.1.4.2.17
Fresh turmeric	5.4.1.4.8.5
Fresh turmeric	5.6.2.3.8.9
Fresh turmeric	5.6.3.2.8.9
fresh turmeric	1.1.12.1.19.4
fresh turmeric	1.1.12.2.19.4
fresh turmeric	1.1.12.2.2.45
fresh turmeric	1.1.12.3.19.4
fresh turmeric	1.1.12.3.2.40
fresh turmeric	1.1.12.4.19.3
fresh turmeric	1.1.12.4.2.31
fresh turmeric	7.1.4.1.19.1
fresh turmeric	7.1.4.1.2.8
fresh turmeric	7.1.4.1.8.7
fresh turmeric	7.1.4.1.9.3
fresh turmeric	7.1.4.2.19.2
fresh turmeric	7.1.4.2.7.11
fresh turmeric	7.1.4.2.9.7
fresh turmeric	7.1.4.3.8.5
fresh turmeric	7.1.4.3.9.7
fresh turmeric	7.2.1.1.8.5
fresh turmeric	7.2.1.1.9.7
fresh turmeric	7.2.1.2.19.3
fresh turmeric	7.2.1.2.2.20
fresh turmeric	7.2.1.2.8.4
fresh turmeric	7.2.1.2.9.7
fresh turmeric	7.2.1.4.8.4
fresh turmeric	7.2.1.4.9.8
fresh turmeric	7.2.2.2.2.18
fresh turmeric	7.2.2.2.8.5
fresh turmeric	7.2.2.2.9.6
fresh turmeric	7.2.2.3.8.4
fresh turmeric	7.2.2.3.9.8
fresh turmeric	7.2.4.1.8.4
fresh turmeric	7.2.4.1.9.6
fresh turmeric	7.2.4.2.8.4
fresh turmeric	7.2.4.2.9.7
fresh turmeric	7.2.4.3.19.2
fresh turmeric	7.2.4.3.8.6
fresh turmeric	7.2.4.3.9.6
Fresh turmeric pickle	5.4.2.3.14.5
Fresh turmeric pickle	5.4.2.4.14.5
Fresh turmeric rhizome	5.4.1.4.18.8
fresh unsalted cheese	4.1.1.2.11.7
fresh unsalted cheese	4.1.3.3.11.8
fresh vine leaves	2.7.1.1.23.4
Fresh violet flowers	2.3.4.3.7.4
fresh water	1.1.12.5.16.4
fresh water	6.1.1.1.16.1
fresh water	6.1.1.2.16.1
fresh water	6.1.1.3.16.1
fresh water	6.1.2.3.16.1
fresh water	6.1.3.2.16.1
fresh water	6.1.3.3.16.1
fresh water	6.1.4.1.16.1
fresh water base, fresh water base, Agua fresca base	1.2.1.6.20.10
fresh water base, fresh water base, Agua fresca base	1.2.2.6.20.11
fresh water base, fresh water base, Agua fresca base	1.2.2.7.20.11
fresh water base, fresh water base, Agua fresca base	1.2.2.8.20.11
fresh water base, fresh water base, Agua fresca base	1.2.2.9.20.11
fresh water base, fresh water base, Agua fresca base	1.2.3.5.20.9
fresh water base, fresh water base, Agua fresca base	1.2.3.6.20.9
fresh water base, fresh water base, Agua fresca base	1.2.4.6.20.10
fresh water seaweed	7.1.1.3.18.4
fresh water with lemon, fresh water with lemon, agua de dulce con limón	1.3.6.4.20.1
fresh well water	9.4.2.3.16.5
fresh wet alkaline noodles	6.2.3.1.1.8
fresh wet alkaline noodles	6.2.3.1.18.13
fresh wheat noodles	6.1.1.1.1.2
fresh wheat noodles	6.3.4.1.1.11
fresh wheat noodles	6.4.1.1.1.6
fresh wheat noodles	6.4.2.1.1.9
fresh wheat noodles	6.4.2.3.1.12
fresh wheat noodles	6.4.3.1.1.13
fresh wheat noodles	6.4.3.3.1.14
fresh wheat noodles	6.4.4.2.1.14
fresh wheat noodles	6.4.4.3.1.14
fresh wheat noodles	6.4.4.4.1.14
fresh wheat noodles	6.4.5.1.1.10
fresh wheat noodles	6.4.5.2.1.8
fresh wheat noodles	6.4.5.3.1.10
fresh wheat noodles	6.4.5.4.1.9
Fresh white beans	2.3.4.2.4.2
Fresh white beans	2.3.4.3.4.5
Fresh white beans	2.3.5.3.4.5
Fresh white beans	2.3.6.1.4.3
Fresh white beans	2.3.6.2.4.3
Fresh white beans	2.3.6.3.4.3
Fresh white beans	2.3.6.4.4.4
fresh white cheese	4.1.4.2.11.10
fresh white cheese	4.1.5.2.11.9
fresh white cheese	4.1.5.4.11.11
fresh wild mint	3.7.1.7.17.1
Fresh yeast	5.4.3.1.22.2
fresh yeast	2.3.7.1.22.1
fresh yeast	2.3.7.2.22.1
fresh yeast	2.3.7.3.22.1
fresh yeast	2.3.8.1.22.1
fresh yeast	2.3.8.3.22.1
fresh yeast	2.3.9.1.22.1
fresh yeast	2.3.9.2.22.1
fresh yeast	4.1.3.3.22.3
fresh yeast	6.1.1.2.22.1
fresh yeast	6.1.2.2.22.2
fresh yeast	6.1.2.3.22.2
fresh yeast	6.1.4.1.22.2
fresh yeast	6.1.4.2.22.2
fresh yeast	6.1.4.3.22.2
fresh yeast	6.1.4.4.22.2
fresh yeast, fresh yeast, čerstvé droždí	2.5.5.1.22.2
fresh yeast, fresh yeast, čerstvé droždí	2.5.5.2.22.2
fresh yeast, fresh yeast, čerstvé droždie	2.5.6.1.22.2
fresh yeast, fresh yeast, čerstvé droždie	2.5.6.2.22.2
fresh yeast, fresh yeast, čerstvé droždie	2.5.6.3.22.2
fresh yeast, fresh yeast, levure fraîche	2.5.4.2.22.1
fresh yellow chili pepper, fresh yellow chili pepper, ají amarillo fresco	1.6.1.1.2.11
fresh yellow chili pepper, fresh yellow chili pepper, ají amarillo fresco	1.6.4.3.2.11
fresh yellow chili pepper, fresh yellow chili pepper, ají amarillo fresco	1.6.5.3.2.14
fresh yellow chili pepper, fresh yellow chili pepper, ají amarillo fresco	1.6.5.4.2.11
fresh yellow贡 peppers	6.2.3.3.2.26
fresh yogurt	2.6.7.1.11.3
fresh young man, fresh young man, fresco de mozote	1.3.6.5.20.6
Fresh zebu milk	3.8.1.3.11.1
Fresh zebu milk	3.8.1.4.11.1
fresh zumbani	3.7.4.1.17.3
fresh zumbani	3.7.5.1.17.3
fresh zumbani	3.7.5.2.17.3
fresh zumbani	3.7.5.3.17.3
fresh-frozen chir	8.2.3.1.14.1
fresh-frozen foal meat	8.2.3.1.14.4
