1.3.2 Belize	2.2.1.3.24.12
Brùsso of the Upper Arroscia Valley, Brùsso of the Upper Arroscia Valley, Brùsso dell’Alta Valle Arroscia	2.4.1.2.18.6
Brut cider	2.3.1.1.12.5
Brut cider	2.3.1.2.12.4
Brut cider	2.3.1.2.16.3
Brut cider	2.3.1.2.20.2
Brycinus lateralis	3.7.3.3.6.19
bryja	2.8.1.4.18.7
bryndza	2.5.6.2.17.5
bryndza	2.5.6.3.11.9
bryndza	2.5.6.3.17.5
bryndza	2.8.2.5.11.12
bryndza	2.8.2.5.17.1
bryndza from Záhori, bryndza from Záhori, bryndza zo Záhoria	2.5.6.1.11.12
bryndza from Záhori, bryndza from Záhori, bryndza zo Záhoria	2.5.6.1.14.13
bryndza from Záhori, bryndza from Záhori, bryndza zo Záhoria	2.5.6.1.18.10
bryndza gnocchi, bryndza gnocchi, bryndzové halušky	2.5.6.2.18.12
bryndza podhalańska, bryndza podhalańska, bryndza podhalańska	2.8.1.3.11.7
bryndza podhalańska, bryndza podhalańska, bryndza podhalańska	2.8.1.3.13.1
Bryndza spread	2.5.6.2.13.23
bryndza spread, bryndza spread, bryndzová nátierka	2.5.6.2.13.5
bryndza spread, bryndza spread, bryndzová nátierka	2.5.6.3.13.8
brynza	2.8.6.4.11.6
brynza crumbles	2.8.6.4.17.2
bsisa flour blend	3.1.4.1.18.4
Bua-malus	7.5.2.3.18.4
buah kabung	7.2.1.1.18.7
buah kabung	7.2.1.1.3.14
buah keluak	7.2.1.1.3.13
buah keluak	7.2.2.2.5.1
buah keluak paste	7.2.2.2.13.7
buah merah	7.3.7.2.18.1
buah merah	7.3.7.2.19.1
buah merah oil	7.3.7.2.10.4
buah merah oil	7.3.7.2.13.2
buah merah oil	7.3.7.2.14.2
buah merah paste	7.3.7.2.13.1
buah merah paste	7.3.7.2.14.1
buah merah paste	7.3.7.2.17.4
buangit leaves	7.3.3.2.18.2
buangit leaves	7.3.3.2.2.10
bublyky	2.8.2.4.18.5
Bubod	7.4.1.3.14.5
Bubod	7.4.1.3.20.7
Bubod	7.4.1.3.22.1
bubuk fritters	7.2.4.2.18.8
bucatini	2.4.4.1.1.18
bucatini	2.4.4.3.1.14
bucatini	2.4.6.2.1.24
Buchenholzrauch	2.5.1.1.24.1
Buchenholzrauch	2.5.1.3.24.1
Buchenholzrauch	2.5.1.4.24.1
Buchenholzrauch	2.5.2.1.24.1
Buchenholzrauch	2.5.2.2.24.4
Buchenholzrauch	2.5.2.4.24.1
Buchenholzrauch	2.5.3.1.24.1
Buchenholzrauch	2.5.3.2.24.1
Buchenholzrauch	2.5.3.3.24.1
Buchenholzrauch	2.5.3.4.24.1
Buchenholzrauch	2.5.4.4.24.1
Bucheon peaches	6.6.2.1.3.21
bucho	2.2.1.2.23.4
bucho	2.2.1.3.23.1
bucho	2.2.1.4.23.3
bucho bovino	1.7.1.2.6.33
bucho bovino	1.7.2.2.6.10
buchu	3.7.1.1.19.3
buchu	3.7.1.7.19.1
buchu	3.7.1.7.7.3
buchu brandy	3.7.1.1.20.12
Buchweizen	2.5.1.2.1.17
Buchweizen	2.5.1.3.1.16
Buchweizenmehl	2.5.1.2.1.19
Buchweizenmehl	2.5.1.3.1.17
Buchweizenmehl	2.5.4.1.1.6
Buchweizenmehl	2.5.4.4.1.10
Buchweizensamen	2.5.1.2.5.4
Bucket tangerines	6.5.1.3.3.10
Buckling	2.9.4.1.14.3
Buckling	2.9.4.1.18.4
Buckthorn powder	3.3.1.1.20.7
Buckwheat	1.1.1.3.1.8
Buckwheat	1.1.2.3.1.17
Buckwheat	1.1.4.1.1.7
Buckwheat	1.1.4.2.1.10
Buckwheat	1.1.4.3.1.10
Buckwheat	1.1.4.4.1.10
Buckwheat	2.3.1.2.1.1
Buckwheat	2.5.1.1.1.32
Buckwheat	2.5.1.2.1.37
Buckwheat	2.5.1.3.1.35
Buckwheat	2.5.1.4.1.28
Buckwheat	2.5.2.3.1.31
Buckwheat	2.5.3.4.1.32
Buckwheat	2.5.4.1.1.30
Buckwheat	2.5.4.3.1.25
Buckwheat	2.5.4.4.1.34
Buckwheat	2.5.5.1.1.38
Buckwheat	2.5.5.2.1.38
Buckwheat	2.5.5.3.1.31
Buckwheat	2.5.6.1.1.41
Buckwheat	2.5.6.2.1.43
Buckwheat	2.5.6.3.1.42
Buckwheat	2.9.7.3.1.15
Buckwheat	2.9.7.4.1.8
Buckwheat	2.9.8.1.1.6
Buckwheat	5.3.1.3.1.6
Buckwheat	5.3.1.4.1.14
Buckwheat	5.4.5.3.1.15
Buckwheat	5.4.5.3.18.6
Buckwheat	5.5.5.5.1.11
Buckwheat	5.7.1.3.1.7
Buckwheat	5.7.2.1.1.5
Buckwheat	5.7.2.2.1.4
Buckwheat	5.7.3.1.1.9
Buckwheat	5.7.3.2.1.11
Buckwheat	5.7.3.3.1.9
Buckwheat	5.7.3.4.1.5
Buckwheat	6.8.2.1.1.9
Buckwheat	6.8.2.2.1.4
buckwheat	1.1.13.2.1.13
buckwheat	1.1.13.3.1.15
buckwheat	1.1.14.4.1.13
buckwheat	1.1.7.4.1.14
buckwheat	2.8.3.1.1.6
buckwheat	2.8.3.2.1.6
buckwheat	2.8.3.3.1.6
buckwheat	4.2.1.1.1.6
buckwheat	5.2.3.4.1.7
buckwheat	5.2.3.4.18.10
buckwheat	6.1.3.1.1.11
buckwheat	6.1.3.2.1.15
buckwheat	6.1.3.3.1.16
buckwheat	6.1.4.2.1.13
buckwheat	6.1.4.3.1.19
buckwheat	6.1.4.4.1.12
buckwheat	6.2.3.2.1.8
buckwheat	6.4.5.1.1.13
buckwheat	6.4.5.2.1.9
buckwheat	6.4.5.3.1.13
buckwheat	6.4.5.4.1.11
buckwheat	6.6.1.1.1.10
buckwheat	6.6.1.2.1.8
buckwheat	6.6.1.3.1.12
buckwheat	6.6.2.1.1.14
buckwheat	6.6.2.2.1.7
buckwheat	6.6.2.3.1.5
buckwheat	6.6.2.4.1.5
buckwheat	6.6.2.5.1.5
buckwheat	6.6.3.1.1.2
buckwheat	6.6.3.2.1.2
buckwheat	6.7.1.2.1.11
buckwheat	6.7.1.3.1.6
buckwheat	6.7.2.1.1.16
buckwheat	6.7.2.2.1.12
buckwheat	6.7.2.3.1.7
buckwheat	6.7.3.2.1.13
buckwheat	6.7.3.3.1.6
buckwheat	6.7.5.2.1.8
buckwheat	6.7.5.2.19.7
buckwheat	7.1.7.2.1.7
buckwheat	8.1.1.1.1.8
buckwheat	8.1.1.4.1.6
buckwheat	8.1.2.1.1.7
buckwheat	8.2.1.1.1.13
buckwheat	8.2.1.2.1.5
buckwheat	8.2.1.3.1.5
buckwheat	8.2.2.1.1.5
buckwheat	8.2.2.2.1.5
buckwheat	8.2.4.1.1.7
buckwheat	8.2.4.2.1.4
buckwheat	8.2.4.3.1.4
Buckwheat ara	5.7.2.1.20.6
Buckwheat ara	5.7.2.2.20.4
Buckwheat babka, Buckwheat babka, Grikinė babka	2.9.8.1.18.1
Buckwheat batter	5.7.2.2.22.5
Buckwheat batter	5.7.2.3.22.5
Buckwheat batter	5.7.3.2.22.6
Buckwheat batter	5.7.3.3.22.4
Buckwheat batter	5.7.3.4.22.6
buckwheat batter	7.1.7.2.22.6
Buckwheat buzałė	2.9.8.1.18.2
buckwheat crepe sheets	6.6.2.5.23.1
buckwheat crepe sheets	6.6.3.1.23.1
buckwheat crepe sheets	6.6.3.2.23.1
Buckwheat dough	5.7.2.1.22.4
Buckwheat dough	5.7.3.1.1.15
buckwheat dough	2.6.1.1.23.3
Buckwheat dough sheet	5.7.1.4.23.1
Buckwheat dough sheet	5.7.3.3.23.2
Buckwheat dough sheet	5.7.3.4.23.1
Buckwheat dough wrapper	5.7.2.1.23.1
Buckwheat dough wrapper	5.7.2.2.23.1
Buckwheat dough wrapper	5.7.3.2.23.6
Buckwheat flour	1.1.14.6.1.10
Buckwheat flour	1.1.2.3.1.13
Buckwheat flour	1.1.2.5.1.11
Buckwheat flour	1.1.4.1.1.8
Buckwheat flour	1.1.4.1.18.8
Buckwheat flour	1.1.4.2.1.11
Buckwheat flour	1.1.4.3.1.11
Buckwheat flour	1.1.4.4.1.11
Buckwheat flour	2.3.1.2.1.2
Buckwheat flour	2.3.1.4.1.10
Buckwheat flour	2.3.2.1.1.9
Buckwheat flour	2.3.2.2.1.4
Buckwheat flour	2.3.2.3.1.6
Buckwheat flour	2.3.5.1.1.5
Buckwheat flour	2.3.5.2.1.5
Buckwheat flour	2.5.1.3.1.36
Buckwheat flour	2.5.2.3.1.32
Buckwheat flour	2.5.3.4.1.33
Buckwheat flour	2.5.4.1.1.31
Buckwheat flour	2.5.4.3.1.26
Buckwheat flour	2.5.4.4.1.35
Buckwheat flour	2.5.5.1.1.39
Buckwheat flour	2.5.5.2.1.39
Buckwheat flour	2.5.5.3.1.32
Buckwheat flour	2.5.6.1.1.42
Buckwheat flour	2.5.6.2.1.44
Buckwheat flour	2.5.6.3.1.43
Buckwheat flour	2.9.7.4.1.10
Buckwheat flour	2.9.8.1.1.8
Buckwheat flour	5.3.1.3.1.7
Buckwheat flour	5.3.1.4.1.15
Buckwheat flour	5.4.5.3.1.16
Buckwheat flour	5.4.5.3.22.7
Buckwheat flour	5.7.1.3.18.8
Buckwheat flour	5.7.1.4.1.8
Buckwheat flour	5.7.2.1.1.7
Buckwheat flour	5.7.2.2.1.5
Buckwheat flour	5.7.2.2.18.1
Buckwheat flour	5.7.2.3.1.12
Buckwheat flour	5.7.3.1.1.10
Buckwheat flour	5.7.3.2.1.12
Buckwheat flour	5.7.3.3.1.10
Buckwheat flour	5.7.3.4.1.7
buckwheat flour	1.1.10.1.1.16
buckwheat flour	1.1.10.2.1.16
buckwheat flour	1.1.11.1.1.16
buckwheat flour	1.1.11.2.1.14
buckwheat flour	1.1.11.3.1.16
buckwheat flour	1.1.11.5.1.16
buckwheat flour	1.1.13.1.1.13
buckwheat flour	1.1.13.2.1.14
buckwheat flour	1.1.14.1.1.5
buckwheat flour	1.1.14.2.1.10
buckwheat flour	1.1.14.3.1.4
buckwheat flour	1.1.14.4.1.5
buckwheat flour	1.1.14.5.1.11
buckwheat flour	1.1.6.1.1.17
buckwheat flour	1.1.6.2.1.17
buckwheat flour	1.1.6.4.1.10
buckwheat flour	1.1.6.5.1.15
buckwheat flour	1.1.6.6.1.14
buckwheat flour	1.1.7.4.1.15
buckwheat flour	2.3.7.1.1.8
buckwheat flour	2.3.7.2.1.5
buckwheat flour	2.3.8.1.1.9
buckwheat flour	2.3.8.2.1.6
buckwheat flour	2.3.9.1.1.13
buckwheat flour	2.3.9.2.1.4
buckwheat flour	2.6.1.1.1.1
buckwheat flour	2.6.1.2.1.7
buckwheat flour	2.6.1.3.1.1
buckwheat flour	2.6.5.2.1.5
buckwheat flour	2.6.6.3.1.4
buckwheat flour	2.6.9.1.1.5
buckwheat flour	2.8.3.3.1.11
buckwheat flour	6.1.1.1.1.11
buckwheat flour	6.1.1.3.1.9
buckwheat flour	6.1.3.1.1.12
buckwheat flour	6.1.3.2.1.16
buckwheat flour	6.1.3.3.1.17
buckwheat flour	6.1.3.4.1.6
buckwheat flour	6.1.4.2.1.14
buckwheat flour	6.1.4.3.1.20
buckwheat flour	6.1.4.4.1.14
buckwheat flour	6.4.2.1.1.10
buckwheat flour	6.4.2.2.1.8
buckwheat flour	6.4.5.1.1.12
buckwheat flour	6.4.5.2.1.10
buckwheat flour	6.4.5.3.1.14
buckwheat flour	6.4.5.4.1.12
buckwheat flour	6.6.1.1.1.11
buckwheat flour	6.6.1.2.1.13
buckwheat flour	6.6.1.3.1.13
buckwheat flour	6.6.2.1.1.17
buckwheat flour	6.6.2.2.1.14
buckwheat flour	6.6.2.3.1.15
buckwheat flour	6.6.2.4.1.15
buckwheat flour	6.6.2.5.1.19
buckwheat flour	6.6.3.1.1.11
buckwheat flour	6.6.3.2.1.9
buckwheat flour	6.7.2.2.22.5
buckwheat flour	6.7.3.1.1.4
buckwheat flour	6.7.4.2.1.5
buckwheat flour	6.7.4.4.1.4
buckwheat flour	6.7.5.1.1.10
buckwheat flour	7.1.7.2.1.8
buckwheat flour mixture	8.1.1.1.18.9
Buckwheat flour slurry	5.3.1.3.22.6
buckwheat flour, buckwheat flour, farina di grano saraceno	2.4.1.1.1.7
buckwheat flour, buckwheat flour, farina di grano saraceno	2.4.2.2.1.8
buckwheat flour, buckwheat flour, farina di grano saraceno	2.4.2.3.1.4
buckwheat flour, buckwheat flour, farina di grano saraceno	2.5.4.3.1.9
buckwheat flour, buckwheat flour, pohánková múka	2.5.6.2.1.19
buckwheat flour, buckwheat flour, pohánková múka	2.5.6.3.1.16
buckwheat from Valposchiavo, buckwheat from Valposchiavo, grano saraceno della Valposchiavo	2.5.4.3.18.18
Buckwheat galette	2.3.1.2.23.3
Buckwheat grains, Buckwheat grains, Buchweizenkörner	2.5.1.2.1.18
Buckwheat greens	5.7.1.4.2.11
Buckwheat greens	5.7.1.4.7.6
Buckwheat groats	2.3.1.2.1.12
Buckwheat groats	2.9.6.3.1.9
Buckwheat groats	2.9.8.1.1.7
buckwheat groats	2.6.1.1.1.2
buckwheat groats	2.6.1.3.1.2
buckwheat groats	2.8.1.1.1.6
buckwheat groats	2.8.1.2.1.7
buckwheat groats	2.8.1.4.1.10
buckwheat groats	2.8.1.5.1.6
buckwheat groats	2.8.2.2.1.4
buckwheat groats	2.8.2.4.1.2
buckwheat groats	2.8.2.5.1.6
buckwheat groats	2.8.3.1.1.12
buckwheat groats	2.8.3.2.1.12
buckwheat groats	2.8.3.3.1.14
buckwheat groats	2.8.4.3.1.9
buckwheat groats	2.8.6.1.1.9
buckwheat groats	2.8.6.2.1.9
buckwheat groats	2.8.6.3.1.10
buckwheat groats	2.8.6.4.1.9
buckwheat groats	2.8.7.1.1.6
buckwheat groats	2.8.7.2.1.6
buckwheat groats	2.8.7.3.1.6
buckwheat groats	2.8.7.4.1.8
buckwheat groats	6.7.1.2.5.2
buckwheat groats	6.7.2.1.5.6
buckwheat groats	6.7.5.2.5.12
buckwheat groats	8.2.1.2.1.10
buckwheat groats	8.2.1.3.1.10
buckwheat groats	8.2.2.1.1.9
buckwheat groats	8.2.4.1.1.8
buckwheat groats	8.2.4.2.1.5
buckwheat groats	8.2.4.3.1.5
Buckwheat groats, Buckwheat groats, Buchweizengrütze	2.5.1.2.1.20
Buckwheat honey	2.3.1.2.15.4
Buckwheat honey	2.3.1.2.19.2
Buckwheat honey	2.9.6.3.15.2
Buckwheat honey	2.9.6.3.19.5
Buckwheat honey	2.9.8.1.13.6
Buckwheat honey	2.9.8.1.15.2
Buckwheat honey	2.9.8.1.19.2
buckwheat honey	2.8.1.5.15.4
buckwheat honey	2.8.3.2.15.2
buckwheat honey	2.8.3.3.15.2
Buckwheat honey from Saaremaa	2.9.6.3.18.8
buckwheat jelly	6.6.2.1.11.8
buckwheat jelly	6.6.2.3.11.8
buckwheat jelly	6.6.3.1.11.5
buckwheat jelly	6.6.3.2.11.5
buckwheat makgeolli	6.6.2.5.20.1
Buckwheat milk	2.9.7.4.18.6
Buckwheat noodles	5.7.2.2.18.2
buckwheat pancake sheets	6.1.4.4.23.1
Buckwheat pancakes	2.9.8.1.18.3
buckwheat pasta	2.3.9.2.1.13
buckwheat porridge	2.6.1.1.1.3
buckwheat porridge	2.6.1.3.1.3
buckwheat proja	2.6.5.2.1.12
buckwheat ribbon noodles	2.3.9.2.1.14
Buckwheat seeds	2.3.1.2.5.1
Buckwheat seeds	5.7.3.1.5.7
buckwheat seeds	7.1.7.2.5.8
buckwheat semolina, buckwheat semolina, pohanková krupice	2.5.5.3.1.9
buckwheat sikhye	6.6.2.5.20.5
buckwheat spaghetti	2.3.9.2.1.15
buckwheat vinegar	6.1.4.4.13.5
Buckwheat whisky	2.3.1.2.20.12
buckwheat wrap	2.6.1.1.23.7
buckwheat, buckwheat, pohánka	2.5.6.2.1.18
buckwheat, buckwheat, pohánka	2.5.6.3.1.15
Budanje apricots	2.6.1.2.3.5
Budare	1.5.3.4.23.5
Budare	1.5.3.5.23.4
Buddha fruit	6.5.3.2.3.6
Buddha's hand citron	6.3.1.1.18.7
Buddha's hand citron	6.3.1.1.19.3
Buddha's hand citron	6.3.1.2.19.5
Buddha's hand citron	7.1.7.1.3.4
Buddha's Hand tea infusion	6.3.3.2.16.9
Buddleja asiatica	5.7.3.3.19.10
Budejovice beer, Budejovice beer, Budějovické pivo	2.5.5.1.18.16
Budejovice beer, Budejovice beer, Budějovické pivo	2.5.5.1.20.5
budell natural d'ovella	2.2.5.4.23.2
budello bovino	2.4.3.2.23.3
budello gentile	2.4.3.2.23.2
budello naturale	2.5.4.3.23.1
budello naturale bovino	2.4.1.1.23.3
budello naturale bovino	2.4.1.2.23.2
budello naturale bovino	2.4.1.3.23.2
budello naturale bovino	2.4.1.4.23.2
budello naturale bovino	2.4.2.1.23.2
budello naturale bovino	2.4.2.3.23.2
budello naturale bovino	2.4.2.4.23.2
budello naturale bovino	2.4.3.1.23.2
budello naturale bovino	2.4.3.3.23.2
budello naturale bovino	2.4.3.4.23.2
budello naturale bovino	2.4.4.1.23.2
budello naturale bovino	2.4.4.2.23.2
budello naturale bovino	2.4.4.3.23.3
budello naturale bovino	2.4.5.1.23.2
budello naturale bovino	2.4.5.3.23.2
budello naturale bovino	2.4.5.4.23.2
budello naturale bovino	2.4.6.1.23.2
budello naturale bovino	2.4.6.2.23.2
budello naturale bovino	2.4.6.3.23.2
budello naturale bovino	2.4.7.1.23.2
budello naturale bovino	2.4.7.2.23.2
budello naturale bovino	2.4.7.3.23.2
budello naturale bovino	2.4.7.4.23.2
budello naturale suino	2.4.5.1.23.1
Budgerigar	9.1.1.1.6.15
Budha kakudi	5.5.2.1.2.16
Budu	7.5.1.1.13.2
Budu	7.5.1.2.13.2
Budu	7.5.1.4.13.2
Budu	7.5.1.4.14.1
budu	7.1.4.3.13.1
budu	7.1.4.3.14.1
budu	7.1.4.3.18.8
budu	7.2.1.2.13.1
budu	7.2.1.2.14.1
budu	7.2.1.2.17.10
budu dressing	7.1.4.3.13.10
budu liquid	7.1.4.3.16.7
budz	2.8.2.5.11.13
bue chianino	2.4.3.1.6.14
buey	2.2.2.4.6.6
Bœuf de Bazas IGP, Bœuf de Bazas IGP, Bœuf de Bazas IGP	2.3.4.1.18.6
Buffalo	7.5.1.3.6.5
Buffalo	7.5.2.3.6.2
Buffalo	9.1.1.2.6.18
Buffalo	9.1.5.1.18.8
Buffalo	9.1.5.1.6.14
Buffalo	9.1.5.2.6.16
buffalo	2.1.2.3.6.13
buffalo	2.7.1.5.6.6
buffalo	7.1.5.3.6.12
buffalo berries	1.1.13.3.18.2
buffalo berries	1.1.13.3.3.23
Buffalo blood	5.7.1.2.18.6
Buffalo blood	5.7.1.2.6.6
Buffalo bone marrow	5.7.1.2.18.7
Buffalo bone marrow	5.7.1.2.6.7
Buffalo brains	5.7.1.2.6.5
Buffalo broth	5.7.1.2.16.5
Buffalo broth	5.7.1.3.16.4
buffalo broth	7.1.7.2.16.3
buffalo butter	4.4.3.2.10.1
buffalo butter, buffalo butter, manteiga de búfala	1.7.1.2.10.3
buffalo butter, buffalo butter, manteiga de búfala	1.7.1.2.11.5
buffalo caciocavallo, buffalo caciocavallo, caciocavallo di bufala	2.4.5.1.11.10
buffalo cheese	1.1.13.2.11.12
buffalo cheese	1.1.13.2.18.8
buffalo cheese	4.4.3.1.11.5
Buffalo cream	3.2.1.1.10.5
Buffalo cream	3.2.1.3.10.4
buffalo cream	4.1.4.2.10.5
buffalo cream	4.4.2.1.10.4
buffalo cream	4.4.2.3.11.10
buffalo cream	4.4.3.3.10.3
buffalo cream, buffalo cream, panna di bufala	2.4.4.3.10.7
Buffalo curd	5.8.1.1.11.8
Buffalo curd	5.8.1.2.11.2
Buffalo curd	5.8.1.2.14.7
Buffalo curd	5.8.1.3.11.6
Buffalo fat	9.1.5.2.10.2
Buffalo fish	1.1.3.5.6.9
buffalo fish	1.1.6.3.6.9
Buffalo ghee	5.7.1.2.10.4
Buffalo ghee	5.7.1.3.10.6
buffalo ghee	5.2.1.1.10.2
buffalo ghee	5.2.1.3.10.2
buffalo ghee	5.2.1.4.10.2
buffalo ghee	5.2.3.3.10.3
Buffalo grapes	6.7.1.1.3.13
buffalo halloumi	9.2.3.1.11.10
buffalo hard cheese	2.3.8.3.11.3
buffalo intestine	7.2.3.1.6.8
buffalo kaymak	4.1.2.2.10.4
buffalo kaymak	4.1.4.2.10.6
buffalo kaymak	4.1.4.2.11.7
buffalo kefir	2.8.2.5.11.7
buffalo labneh	9.2.3.1.11.14
buffalo labneh	9.2.3.1.18.5
Buffalo leaf tripe casing	5.7.1.2.23.3
Buffalo liver	5.7.1.2.6.2
buffalo mascarpone, buffalo mascarpone, mascarpone di bufala	2.4.5.1.11.23
buffalo matsoni	4.2.1.1.11.2
Buffalo meat	3.2.1.3.6.2
Buffalo meat	3.2.1.4.6.2
Buffalo meat	5.3.3.3.6.4
Buffalo meat	5.7.1.2.6.1
Buffalo meat	5.7.1.3.6.2
Buffalo meat	5.7.2.4.6.2
Buffalo meat	7.5.1.2.6.6
Buffalo meat	7.5.2.2.6.5
buffalo meat	2.8.2.5.6.11
buffalo meat	5.2.1.1.6.3
buffalo meat	5.2.1.3.6.2
buffalo meat	5.2.1.4.6.3
buffalo meat	5.2.2.1.6.3
buffalo meat	5.2.2.2.6.1
buffalo meat	5.2.2.3.6.1
buffalo meat	5.2.3.3.6.2
buffalo meat	5.2.4.1.6.5
buffalo meat	7.1.2.1.6.16
buffalo meat	7.1.5.1.6.5
buffalo meat	7.1.5.4.6.4
buffalo meat	7.1.7.2.6.5
buffalo meat	7.3.5.1.6.8
Buffalo milk	3.2.1.1.11.9
Buffalo milk	3.2.1.1.16.3
Buffalo milk	3.2.1.2.11.1
Buffalo milk	3.2.1.2.16.2
Buffalo milk	3.2.1.3.11.1
Buffalo milk	3.2.1.3.16.2
Buffalo milk	3.2.1.4.11.1
Buffalo milk	3.2.1.4.16.2
Buffalo milk	5.3.1.2.11.2
Buffalo milk	5.3.2.2.11.1
Buffalo milk	5.3.2.3.11.1
Buffalo milk	5.3.3.1.11.2
Buffalo milk	5.3.3.2.11.1
Buffalo milk	5.3.3.3.11.1
Buffalo milk	5.3.3.4.11.3
Buffalo milk	5.3.4.1.11.4
Buffalo milk	5.3.4.2.11.2
Buffalo milk	5.3.4.3.11.2
Buffalo milk	5.3.4.4.11.2
Buffalo milk	5.3.5.1.11.1
Buffalo milk	5.3.5.2.11.1
Buffalo milk	5.3.5.3.11.3
Buffalo milk	5.3.5.4.11.1
Buffalo milk	5.4.1.2.11.1
Buffalo milk	5.4.1.2.20.6
Buffalo milk	5.4.1.3.11.2
Buffalo milk	5.4.2.3.11.2
Buffalo milk	5.4.2.4.11.2
Buffalo milk	5.4.4.3.11.2
Buffalo milk	5.7.1.1.11.2
Buffalo milk	5.7.1.2.11.1
Buffalo milk	5.7.1.2.16.2
Buffalo milk	5.7.1.3.11.2
Buffalo milk	5.7.2.4.11.4
buffalo milk	2.8.2.5.11.5
buffalo milk	4.1.1.3.11.13
buffalo milk	4.1.2.2.11.4
buffalo milk	4.1.4.1.11.4
buffalo milk	4.1.4.2.11.2
buffalo milk	4.4.1.1.11.11
buffalo milk	4.4.2.1.11.1
buffalo milk	4.4.2.2.11.4
buffalo milk	4.4.2.3.11.4
buffalo milk	4.4.3.1.11.1
buffalo milk	4.4.3.2.11.1
buffalo milk	4.4.3.2.16.2
buffalo milk	4.4.3.2.20.3
buffalo milk	4.4.3.3.11.1
buffalo milk	4.4.3.3.16.5
buffalo milk	4.4.3.3.20.4
buffalo milk	4.6.1.1.11.2
buffalo milk	5.2.1.1.11.1
buffalo milk	5.2.1.3.11.1
buffalo milk	5.2.1.4.11.1
buffalo milk	5.2.2.1.11.1
buffalo milk	5.2.2.2.11.1
buffalo milk	5.2.2.3.11.1
buffalo milk	5.2.3.1.11.2
buffalo milk	5.2.3.2.11.2
buffalo milk	5.2.3.3.11.2
buffalo milk	5.2.3.3.16.3
buffalo milk	5.2.4.1.11.2
buffalo milk	5.2.4.4.11.3
buffalo milk	6.3.1.1.11.1
buffalo milk	7.3.1.2.11.1
Buffalo milk cream	5.3.2.2.10.6
Buffalo milk cream	5.3.3.2.10.6
Buffalo milk cream	5.3.3.3.10.6
buffalo milk cream, buffalo milk cream, creme de leite de búfala	1.7.1.2.11.4
buffalo milk, buffalo milk, latte di bufala	2.4.4.3.11.6
buffalo milk, buffalo milk, latte di bufala	2.4.4.3.16.4
buffalo milk, buffalo milk, latte di bufala	2.4.5.1.16.3
Buffalo milk, Buffalo milk, Leche de búfala	1.4.1.1.11.3
buffalo milk, buffalo milk, leite de búfala	1.7.1.2.11.3
buffalo mozzarella	2.3.8.3.11.1
buffalo mozzarella	2.3.8.3.18.6
buffalo mozzarella	2.8.2.5.11.16
buffalo mozzarella	9.2.3.1.11.9
Buffalo mozzarella and fiordilatte from Agro Pontino, Buffalo mozzarella and fiordilatte from Agro Pontino, Mozzarella di bufala e fiordilatte dell'Agro Pontino	2.4.4.3.11.3
Buffalo Mozzarella Campana DOP, Buffalo Mozzarella Campana DOP, Mozzarella di Bufala Campana DOP	2.4.4.3.11.1
Buffalo Mozzarella Campana DOP, Buffalo Mozzarella Campana DOP, Mozzarella di Bufala Campana DOP	2.4.5.1.11.1
Buffalo Mozzarella Campana DOP, Buffalo Mozzarella Campana DOP, Mozzarella di Bufala Campana DOP	2.4.5.1.18.3
buffalo mozzarella from Campania, buffalo mozzarella from Campania, mozzarella di bufala campana	2.4.4.2.11.9
buffalo mozzarella, buffalo mozzarella, mozzarella di bufala	2.4.4.1.11.8
buffalo mozzarella, buffalo mozzarella, muçarela de búfala	1.7.6.4.11.13
buffalo ricotta salata	9.2.3.1.11.11
buffalo scamorza, buffalo scamorza, scamorza di bufala	2.4.5.1.11.21
buffalo serum, buffalo serum, siero di bufala	2.4.5.1.16.5
buffalo skin	7.1.5.1.18.8
buffalo skin	7.1.5.1.6.4
buffalo skin	7.1.5.4.6.5
buffalo soft cheese	2.3.8.3.11.4
buffalo sour cream	2.8.2.5.11.6
buffalo stracciatella	9.2.3.1.11.12
buffalo stracciatella	9.2.3.1.18.4
buffalo thorn berries	3.7.3.2.18.8
buffalo thorn berries	3.7.3.2.3.5
buffalo thorn fruit	3.7.3.1.3.8
buffalo thorn leaf paste	3.7.3.1.19.6
buffalo thorn root	3.7.3.1.19.5
buffalo thorn root decoction	3.7.3.2.19.4
buffalo thorn seed powder	3.7.3.1.18.8
buffalo thorn seed powder	3.7.3.1.5.7
Buffalo tongue	5.7.1.2.6.4
Buffalo tripe	5.7.1.2.6.3
buffalo trotters	5.2.1.1.6.9
buffalo yoghurt	2.8.2.5.11.8
buffalo yoghurt	4.2.3.5.11.2
buffalo yoghurt	4.2.3.5.14.6
buffalo yoghurt	9.2.3.1.11.13
buffalo yoghurt	9.2.3.1.12.4
buffalo yogurt	2.3.8.3.11.2
buffalo yogurt	2.3.8.3.14.9
buffalo yogurt	4.1.1.2.11.17
buffalo yogurt	4.1.4.2.11.5
Buffalo, Buffalo, Búfalo	1.8.1.5.6.12
buffaloberries	1.1.7.1.18.4
buffaloberries	1.1.7.1.3.18
buffaloberries	1.1.7.4.18.4
buffaloberries	1.1.7.4.3.6
buffaloberries	1.1.7.5.18.4
buffaloberries	1.1.7.5.3.16
buffaloberry jam	1.1.7.1.14.17
Bug acorn coffee, Bug acorn coffee, Nadbużańska kawa żołędziówka	2.8.1.5.19.1
Bug bug, Bug bug, kūmara bug	9.2.1.2.22.2
bug fix, bug fix, rēwena bug	9.5.6.1.14.1
bug fix, bug fix, rēwena bug	9.5.6.1.22.1
