!Khuxā coffee root	3.7.2.4.18.2
!Khuxā coffee root	3.7.2.4.19.2
!Khuxā coffee root powder	3.7.2.4.8.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.18.3
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.7.4
//Kȗnȋ, //Kȗnȋ, //Kȗnȋ	3.7.2.4.8.5
2.6.8 Kosovo	2.2.1.3.24.96
kelp	6.1.2.1.2.7
kelp	8.2.4.2.2.12
kelp	8.2.4.3.18.1
kelp	8.2.4.3.2.22
kelp	8.2.4.4.2.18
kelp bass	1.1.10.4.6.17
kelp broth	6.6.1.2.16.7
Kelp fronds	1.1.1.1.23.6
kelp salad	8.2.4.3.13.11
Kelp salt	2.9.2.2.13.10
Kelp salt	2.9.2.2.17.3
Kelp salt	2.9.2.2.21.2
Kelp salt	2.9.2.2.8.8
Kelp salt	2.9.2.4.13.10
Kelp salt	2.9.2.4.21.4
kelp salt	6.7.1.2.21.2
kelp salt	6.7.2.1.21.2
kelp salt	6.7.2.2.21.3
kelp salt	6.7.2.3.21.2
kelp salt	6.7.3.1.21.3
kelp salt	6.7.4.2.21.3
kelp salt	6.7.5.1.21.3
kelp salt	6.7.6.1.21.4
kelp sheets	6.1.3.4.23.4
kelp sheets	8.2.4.3.23.5
kelupis	7.2.3.1.1.15
kelupis	7.2.3.1.18.2
kelupis	7.2.3.2.1.15
kelupis	7.2.3.2.18.2
kelupis	7.2.4.3.1.12
kelupis	7.2.4.3.18.3
kelupis sulang	7.2.3.2.1.16
kelupis sulang	7.2.3.2.18.3
Kema cucumber	6.7.4.1.18.2
Kema cucumber	6.7.4.1.2.8
Kemali grapes	4.4.1.2.3.4
Kemali grapes	4.4.2.2.3.15
Kemali grapes	4.4.4.1.3.4
kemame	6.7.2.1.4.3
kemang leaves	7.2.4.4.2.13
kemang leaves	7.2.4.4.7.1
kemangi	7.3.1.3.7.1
kemangi	7.3.2.1.7.1
kemangi	7.3.2.2.7.1
kemangi	7.3.2.3.7.1
kemangi	7.3.2.4.7.1
kemangi	7.3.2.5.7.8
kemangi	7.3.3.1.7.4
kemangi	7.3.3.3.7.1
kemangi	7.3.5.1.7.8
kemangi	7.3.5.2.7.2
kemangi	7.3.5.3.7.8
kemangi	7.3.5.4.7.1
kemangi	7.3.6.1.7.1
kemangi	7.3.6.2.7.1
kemangi	7.3.6.3.7.1
kemangi	7.3.7.1.7.2
kemangi	7.3.7.3.7.2
kemangi	7.3.7.4.7.1
kemangi leaves	7.3.2.1.17.7
kemangi leaves	7.3.2.2.17.5
kemangi leaves	7.3.2.3.17.9
kemangi leaves	7.3.5.4.17.4
kemangi leaves	7.3.6.1.17.4
kemangi leaves	7.3.6.2.17.4
kemangi leaves	7.3.6.3.17.4
kemangi leaves	7.3.7.1.17.4
kemangi leaves	7.3.7.3.17.5
kemangi leaves	7.3.7.4.17.4
kemariya	3.1.2.4.11.8
kemariya	3.1.2.4.18.4
kembang tahu	7.3.2.2.11.6
kembang tahu	7.3.2.4.11.5
kembang tigarun	7.3.4.2.18.3
kembang tigarun	7.3.4.2.2.13
kembayau	7.2.3.1.3.18
kembayau	7.2.3.2.3.6
Keme	4.1.5.3.18.13
Kemm'scher Kuchen	2.5.1.4.18.12
kemplang	7.3.1.3.14.4
kemplang	7.3.1.3.17.8
kemplang	7.3.1.3.18.6
Kempu chutney	5.6.3.4.13.4
kenari	7.3.6.1.18.1
kenari	7.3.6.1.19.7
kenari	7.3.6.1.5.1
kenari	7.3.6.2.18.1
kenari	7.3.6.2.5.1
kenari	7.3.6.3.18.4
kenari	7.3.6.3.5.1
kenari	7.3.7.1.5.1
kenari	7.3.7.3.5.1
kenawe immature coconut	9.4.4.2.18.8
kencur	7.3.2.1.18.7
kencur	7.3.2.1.19.2
kencur	7.3.2.1.8.1
kencur	7.3.2.2.19.2
kencur	7.3.2.2.8.1
kencur	7.3.2.2.9.9
kencur	7.3.2.3.8.1
kencur	7.3.2.3.9.9
kencur	7.3.2.4.19.2
kencur	7.3.2.4.8.1
kencur	7.3.2.4.9.9
kencur	7.3.2.5.8.4
kencur	7.3.3.1.8.4
kencur	7.3.3.1.9.7
kencur	7.3.4.2.19.3
kencur	7.3.4.2.8.8
kencur	7.3.5.1.8.4
kencur	7.3.5.2.8.8
kencur	7.3.5.3.8.9
Kenda leaves	5.8.1.3.18.5
Kenda leaves	5.8.1.3.23.2
Kendu	5.5.1.2.18.2
Kendu	5.5.2.4.3.10
Kendu	5.5.4.1.3.6
Kendu	5.5.4.2.18.7
Kendu fruit	5.5.1.2.3.14
kenger	4.1.2.1.7.8
kenger	4.1.5.3.19.4
kenger	4.6.2.1.18.3
kenger	4.6.2.1.2.17
kenger	4.6.3.2.2.12
kenger filizi	4.1.5.2.18.12
kenger filizi	4.1.5.2.7.7
kenger shoots	4.1.5.3.7.7
Kennebec potatoes	1.1.13.5.1.3
Kent apples	2.1.1.3.3.1
Kent cherries	2.1.1.3.3.3
Kent cider	2.1.1.3.20.6
Kent cobnuts	2.1.1.3.18.1
Kent cobnuts	2.1.1.3.5.1
Kent pears	2.1.1.3.3.2
kenta	7.3.4.4.18.11
Kenta dates	3.1.3.4.3.4
Kentish ale	2.1.1.3.16.15
Kentish ale	2.1.1.3.20.1
kepah clams	7.3.4.1.18.7
kepah clams	7.3.4.1.6.16
kepiting soka	7.2.4.4.18.1
Kepsut moldy katik cheese, Kepsut moldy katik cheese, Kepsut küflü katık cheese	4.1.1.3.11.7
Ker	5.3.4.1.18.1
Ker	5.3.4.1.2.1
Ker	5.3.4.2.18.10
Ker	5.3.4.2.2.21
Ker	5.3.4.3.18.8
Ker	5.3.4.3.2.18
Ker berries	5.3.4.1.3.13
Ker chutney	5.3.4.1.13.4
Ker pickle	5.3.4.1.14.7
Ker pickle	5.3.4.2.14.7
Keraji mikan	6.7.7.3.18.15
Keraji mikan	6.7.7.3.19.9
Keraji mikan	6.7.7.3.3.3
Keraji mikan juice	6.7.7.3.12.4
Keraji mikan juice	6.7.7.3.16.9
Keraji mikan juice	6.7.7.3.20.5
Kerari	3.3.1.2.20.3
Kerbel	2.5.1.1.7.4
Kerbel	2.5.1.3.7.6
Kerbel	2.5.1.4.7.6
Kerbel	2.5.2.1.7.3
Kerbel	2.5.2.2.7.4
Kerbel	2.5.2.3.7.7
Kerbel	2.5.2.4.7.3
Kerbel	2.5.3.1.7.6
Kerbel	2.5.3.4.7.3
Kerbel	2.5.4.4.7.3
Keremlal	9.4.2.1.6.2
Keri no sambharo, Keri no sambharo, Keri no sambharo	5.4.1.1.13.5
Keri nu athanu	5.4.1.1.14.1
keripik bawis	7.3.4.3.14.8
keripik bawis	7.3.4.3.18.6
keripik keladi	7.3.7.1.18.9
kerisik	7.2.1.1.17.9
kerisik	7.2.1.1.18.6
kerisik	7.2.1.1.5.5
kerisik	7.2.1.2.5.5
kerisik	7.2.1.4.5.5
kerisik	7.2.3.1.5.4
kerisik	7.2.3.2.5.4
kerisik	7.2.4.1.5.4
Kerkede	3.3.2.2.18.2
Kerkede calyx	3.3.2.2.8.4
Kermanshahi ghee	4.6.3.3.10.1
Kermanshahi ghee	4.6.3.3.18.1
kernel files, kernel files, tītoki kernel	9.2.1.3.5.3
Kerner	2.4.2.3.20.13
Kerner grapes	2.3.7.2.3.5
Kerner grapes	6.7.1.2.3.14
Kerner wine	6.7.1.2.20.4
keropok udang	7.2.3.3.18.7
Kerrouchen grapes	3.1.1.3.18.10
Kerrouchen grapes	3.1.1.3.3.12
Kersting's groundnut	3.4.6.2.4.8
kerupuk ikan	7.3.1.3.14.5
kerupuk kanji	7.3.2.1.1.11
kerupuk kanji	7.3.2.1.18.8
kerupuk kulit	7.3.1.1.18.4
kerupuk kulit	7.3.2.3.17.8
Kery pudina pachak	5.3.4.3.13.6
Kesa aam	5.5.5.1.12.7
Kesa aam	5.5.5.1.3.2
Kesa jaluk	5.5.5.1.17.1
Kesa jaluk	5.5.5.1.9.4
Kesambi branches	7.5.2.1.24.2
Kesambi leaves	7.5.2.1.18.6
Kesambi leaves	7.5.2.3.24.2
Kesambi wood	7.5.2.1.18.7
Kesambi wood	7.5.2.1.24.1
Kesambi wood	7.5.2.3.24.1
Kesar mango	5.4.1.4.3.2
Kesennuma sake	6.7.2.3.20.2
keshkeh khadra	4.3.2.4.18.1
Keshmishi grapes	4.4.1.2.3.8
Keshmishi grapes	4.4.4.1.3.8
kesimbukan leaves	7.3.3.2.2.11
kesimbukan leaves	7.3.3.2.7.6
keskes khoumassi	3.1.1.4.1.3
keskes khoumassi	3.1.1.4.18.2
Kesong puti	7.4.1.1.11.3
kespas dough sheets	8.1.3.5.23.1
kespas noodles	8.1.3.5.1.9
Ketchup	1.4.6.1.13.13
Ketchup	1.4.6.2.13.14
Ketchup	1.4.6.3.13.8
Ketchup	1.4.6.4.13.8
Ketchup	1.4.9.1.13.10
Ketchup	1.4.9.2.13.6
Ketchup	1.4.9.3.13.7
Ketchup	1.8.1.1.13.6
Ketchup	1.8.1.2.13.6
Ketchup	1.8.2.1.13.5
Ketchup	2.5.1.4.13.5
Ketchup	2.9.1.4.13.5
ketchup	1.1.14.1.13.7
ketchup	1.1.14.2.13.8
ketchup	1.1.6.3.13.5
ketchup	1.1.6.4.13.8
ketchup	1.1.6.5.13.5
ketchup	1.1.7.2.13.10
ketchup	1.1.7.3.13.6
ketchup	1.1.8.3.13.7
ketchup	1.1.8.5.13.11
ketchup	1.6.4.3.13.7
ketchup	2.3.7.3.13.6
ketchup	5.2.1.2.13.3
Ketchup, Ketchup, Ketchòp	1.4.5.2.13.8
Ketchup, Ketchup, Ketchòp	1.4.5.3.13.7
Ketchup, Ketchup, Ketchòp	1.4.5.4.13.7
Ketchup, Ketchup, Kétchup	1.4.1.1.13.7
Ketchup, Ketchup, Kétchup	1.4.3.1.13.4
Ketchup, Ketchup, Kétchup	1.4.3.2.13.6
Ketchup, Ketchup, Kétchup	1.4.3.3.13.7
Ketchup, Ketchup, Kétchup	1.4.3.4.13.5
Ketchup, Ketchup, Kétchup	1.4.4.1.13.5
Ketchup, Ketchup, Kétchup	1.5.3.4.13.9
Ketchup, Ketchup, Salsa de tomate	1.3.4.1.13.2
Ketchup, Ketchup, Salsa de tomate	1.3.5.1.13.2
Ketchup, Ketchup, Salsa de tomate	1.4.1.1.13.4
Ketchup, Ketchup, Salsa de tomate	1.4.1.2.13.3
Ketchup, Ketchup, Salsa de tomate	1.4.1.3.13.3
Ketchup, Ketchup, Salsa de tomate	1.4.1.4.13.3
Ketchup, Ketchup, Salsa de tomate	1.4.2.1.13.7
Ketchup, Ketchup, Salsa de tomate	1.4.2.2.13.6
Ketchup, Ketchup, Salsa de tomate	1.4.2.3.13.9
Ketchup, Ketchup, Salsa de tomate	1.4.2.4.13.5
Ketchup, Ketchup, Salsa de tomate	1.4.2.5.13.6
Ketchup, Ketchup, Salsa de tomate	1.4.3.1.13.3
Ketchup, Ketchup, Salsa de tomate	1.4.3.2.13.4
Ketchup, Ketchup, Salsa de tomate	1.4.3.3.13.5
Ketchup, Ketchup, Salsa de tomate	1.4.3.4.13.4
Ketchup, Ketchup, Salsa de tomate	1.5.2.1.13.7
Ketchup, Ketchup, Salsa de tomate	1.5.2.4.13.6
Ketchup, Ketchup, Salsa de tomate	1.5.5.1.13.9
Ketchup, Ketchup, Salsa de tomate	1.5.5.3.13.7
Ketchup, Ketchup, Salsa de tomate	1.5.5.4.13.6
Ketchup, Ketchup, Salsa de tomate	1.8.1.2.13.7
Ketchup, Ketchup, Salsa de tomate	1.8.1.3.13.3
Ketchup, Ketchup, Salsa de tomate	1.8.1.4.13.3
Ketchup, Ketchup, Salsa de tomate	1.8.1.5.13.4
Ketchup, Ketchup, Salsa de tomate	1.8.2.1.13.7
Ketchup, Ketchup, Salsa de tomate	1.8.2.2.13.6
Ketchup, Ketchup, Salsa de tomate	1.8.2.3.13.5
Ketchup, Ketchup, Salsa de tomate	1.8.6.1.13.1
Ketchup, Ketchup, Salsa de tomate	1.8.6.2.13.1
Ketchup, Ketchup, Salsa de tomate	1.8.6.3.13.8
Ketchup, Ketchup, Salsa de tomate	1.8.6.4.13.1
ketchup, ketchup, salsa de tomate	1.3.1.1.13.18
ketchup, ketchup, salsa de tomate	1.3.1.2.13.14
ketchup, ketchup, salsa de tomate	1.3.1.3.13.15
ketchup, ketchup, salsa de tomate	1.3.1.5.13.13
ketchup, ketchup, salsa de tomate	1.3.3.1.13.11
ketchup, ketchup, salsa de tomate	1.3.3.2.13.11
ketchup, ketchup, salsa de tomate	1.3.3.3.13.11
ketchup, ketchup, salsa de tomate	1.3.3.4.13.11
ketchup, ketchup, salsa de tomate	1.3.4.1.13.8
ketchup, ketchup, salsa de tomate	1.3.4.2.13.13
ketchup, ketchup, salsa de tomate	1.3.4.3.13.10
ketchup, ketchup, salsa de tomate	1.3.4.5.13.7
ketchup, ketchup, salsa de tomate	1.3.5.1.13.12
ketchup, ketchup, salsa de tomate	1.3.5.2.13.9
ketchup, ketchup, salsa de tomate	1.3.5.4.13.13
ketchup, ketchup, salsa de tomate	1.3.6.1.13.12
ketchup, ketchup, salsa de tomate	1.3.6.2.13.6
ketchup, ketchup, salsa de tomate	1.3.6.3.13.2
ketchup, ketchup, salsa de tomate	1.3.6.4.13.4
ketchup, ketchup, salsa de tomate	1.3.7.1.13.2
ketchup, ketchup, salsa de tomate	1.3.7.2.13.3
ketchup, ketchup, salsa de tomate	1.6.5.2.13.2
ketchup, ketchup, salsa de tomate	2.2.3.3.13.6
ketchup, ketchup, salsa de tomate	2.2.3.4.13.2
ketchup, ketchup, salsa de tomate	2.2.4.1.13.6
ketchup, ketchup, salsa de tomate	2.2.4.2.13.6
ketchup, ketchup, salsa de tomate	2.2.4.3.13.7
ketchup, ketchup, salsa de tomate	2.2.4.4.13.5
ketchup, ketchup, salsa de tomate	2.2.7.1.13.8
ketchup, ketchup, salsa de tomate	2.2.7.2.13.8
ketchup, ketchup, salsa de tomate	2.2.7.3.13.8
ketchup, ketchup, salsa de tomate	2.2.7.4.13.6
ketoun tuber mix	3.4.2.2.18.5
ketsi clay pan	4.2.1.1.23.8
ketsi clay pan	4.2.1.2.23.6
ketsi clay pan	4.2.1.3.23.7
ketsi clay pan	4.2.1.4.23.6
ketupat	7.1.4.3.18.6
ketupat	7.2.2.1.18.8
ketupat	7.3.1.2.1.13
ketupat	7.3.1.3.1.10
ketupat	7.3.1.4.1.12
ketupat	7.3.2.1.1.9
ketupat	7.3.2.2.1.13
ketupat	7.3.2.3.1.13
ketupat	7.3.2.4.1.14
ketupat	7.3.2.5.1.12
ketupat	7.3.3.1.1.11
ketupat	7.3.4.1.1.11
ketupat	7.3.4.2.1.12
ketupat	7.3.4.3.1.10
ketupat	7.3.5.1.1.13
ketupat	7.3.5.1.17.8
ketupat	7.3.5.2.1.15
ketupat	7.3.5.3.1.17
ketupat palas	7.2.1.2.1.13
ketupat palm casing	7.1.4.3.23.2
ketupat pouches	7.3.1.3.23.4
ketupat pouches	7.3.1.4.23.2
ketupat pouches	7.3.2.1.23.2
ketupat pouches	7.3.2.2.23.3
ketupat pouches	7.3.2.3.23.3
ketupat pouches	7.3.2.4.23.2
ketupat pouches	7.3.2.5.23.2
ketupat pouches	7.3.3.2.23.3
ketupat pouches	7.3.4.2.23.2
ketupat pouches	7.3.4.3.23.3
ketupat pouches	7.3.5.2.23.4
ketupat pouches	7.3.5.3.23.3
ketupat rice	7.1.4.3.1.8
ketupat rice	7.3.1.1.1.7
ketupat rice cake	7.2.1.2.1.12
ketupat rice cake	7.2.1.4.1.6
ketupat rice cake	7.2.2.1.1.3
ketupat rice cake	7.2.2.3.1.5
ketupat rice cake	7.2.3.1.1.14
ketupat rice cake	7.2.3.2.1.14
ketupat rice cake	7.2.4.1.1.18
ketupat rice cake	7.2.4.3.1.11
Ketxup bask	2.3.4.2.13.7
keumamah	7.3.1.1.14.3
keveke stone oven heat	4.1.3.3.24.6
kewra essence	5.2.1.1.18.7
Kewra water	5.3.5.1.16.10
Kewra water	5.3.5.1.18.4
Kewra water	5.3.5.4.16.10
Kewra water	5.3.5.4.18.7
Kewra water	5.5.1.1.16.5
kewra water	5.2.1.1.16.11
key lime	9.4.1.2.3.13
key lime	9.4.1.3.3.12
key lime juice	9.4.1.2.12.3
key lime juice	9.4.1.3.12.3
Keya kabu	6.7.6.1.2.15
kgomodimetsing leaves	3.7.3.1.19.2
kgomodimetsing leaves	3.7.3.1.7.2
Khabees	4.5.3.1.18.9
Khabees	4.5.3.4.18.14
Khabees	4.5.6.3.18.11
Khabeesa	4.5.6.1.18.12
Khabeesa	4.5.6.2.18.8
Khabisah	4.5.5.2.18.3
khachapuri dough	4.2.1.3.23.1
khachoerbo	4.2.1.5.13.2
Khada saag	5.5.2.1.7.3
Khada saag	5.5.2.2.7.4
Khadhraya pomegranates	3.1.3.4.3.8
Khadi	3.7.3.3.20.1
khadi	3.7.3.1.14.5
khadi	3.7.3.1.20.4
khadi	3.7.3.2.14.2
khadi	3.7.3.2.20.1
khadi	3.7.3.3.14.1
Khadi sakar	5.4.1.1.15.3
Khadi sakar	5.4.1.3.15.3
Khadrawi dates	4.4.2.2.3.6
Khadrawi dates	4.4.3.1.3.6
Khadrawi dates	4.4.3.3.3.6
Khai	5.5.2.1.1.5
Khai	5.5.2.2.1.5
Khai	5.5.2.3.1.8
Khaiba soda	5.5.2.1.22.1
Khaiba soda	5.5.2.2.22.1
Khainga	5.5.2.1.6.4
Khaja	5.5.3.2.18.8
Khajila	4.5.4.2.18.9
Khajur	5.5.3.3.3.10
Khajur	5.5.3.4.3.14
Khajur	5.5.4.2.3.12
Khajur gur	5.5.4.2.15.3
Khajur ki chutney	5.5.3.3.13.12
Khajuri	5.5.2.1.3.12
Khajuri	5.5.2.2.3.12
Khajuri guda	5.5.2.1.15.4
Khajuri guda	5.5.2.2.15.4
Khajuri khatta	5.5.2.2.13.8
khaki	2.6.1.2.3.15
Khakra	5.4.1.2.14.2
Khal Chini grapes	5.1.3.2.3.8
khaladnik	2.8.3.1.18.9
khaladnik	2.8.3.2.18.8
khaladnik	2.8.3.3.18.10
Khalas date	5.2.1.3.3.26
Khalas dates	4.5.2.1.3.5
Khalas dates	4.5.2.2.3.6
Khalas dates	4.5.2.3.15.3
Khalas dates	4.5.2.3.3.2
Khalas dates	4.5.3.1.3.2
Khalas dates	4.5.3.2.3.2
Khalas dates	4.5.3.3.3.2
Khalas dates	4.5.3.4.15.2
Khalas dates	4.5.3.4.3.2
Khalas dates	4.5.5.1.3.4
Khalas dates	4.5.5.2.3.2
Khalas dates	4.5.6.1.3.3
Khalas dates	4.5.6.2.3.3
Khalas tamr	4.5.2.3.14.3
Khalasi desert truffle	4.3.3.4.18.1
Khalili grapes	5.1.3.2.3.9
Khalpi	5.7.3.2.12.5
Khalpi	5.7.3.2.14.6
Khalpi	5.7.3.2.18.6
khalvash	4.6.1.1.7.9
khalvash	4.6.1.2.18.5
khalvash	4.6.1.2.7.11
Khambir	5.3.1.3.23.1
Khameer	4.5.6.1.18.6
Khameer	4.5.6.2.18.4
khameer	5.2.1.1.20.11
khameer	5.2.1.1.22.2
khameer	5.2.1.2.22.1
khameer	5.2.1.3.22.2
khameer	5.2.1.4.22.2
khameer	5.2.2.1.22.2
khameer	5.2.2.2.22.2
khameer	5.2.2.3.22.2
khameer	5.2.3.1.22.2
khameer	5.2.3.2.22.2
khameer	5.2.3.3.22.2
khameer	5.2.3.4.22.2
khameer	5.2.4.2.22.2
khameer	5.2.4.3.22.2
Khameer bread	4.5.6.1.1.14
Khameer bread	4.5.6.1.23.2
Khameer bread	4.5.6.2.1.11
Khameer bread	4.5.6.2.23.2
khameeri roti dough	5.2.1.1.23.2
Khamharua	5.5.3.1.2.14
khamir bread	4.6.5.3.1.10
khamir bread	4.6.5.3.18.4
khamir bread	4.6.5.3.23.1
khamir bread	5.1.3.3.1.9
khamir bread	5.1.3.3.18.6
khamir dough	5.1.3.3.23.2
khamsa	3.4.2.2.20.4
Khamti rice	5.7.2.3.1.3
Khamti rice	5.7.2.3.18.1
Khandsari	5.3.2.1.15.3
Khandsari	5.3.2.2.15.3
Khandsari	5.3.2.3.15.3
Khandsari	5.3.3.2.15.3
Khandsari	5.3.3.3.15.3
Khanfaroosh	4.5.3.2.18.11
Khanfaroosh	4.5.6.1.18.11
Khanfaroosh	4.5.6.2.18.11
Khangma Marp red rice	5.7.2.1.1.2
Khangma Marp red rice	5.7.2.1.18.1
khani bread	4.6.1.2.1.8
khani bread	4.6.1.2.23.3
khanom chin	7.1.3.1.1.6
khanom chin	7.1.3.4.1.8
khanom chin	7.1.4.1.1.5
khanom chin	7.1.4.2.1.5
khanom chin	7.1.4.3.1.9
khanom chin rice noodles	7.1.2.1.1.11
khanom chin rice noodles	7.1.2.3.1.5
khanom chin rice noodles	7.1.3.3.1.9
Khantay apricot	5.3.1.3.3.4
Khao Nam Phueng pomelo	7.1.3.4.18.7
Khao Nam Phueng pomelo	7.1.3.4.3.2
khao piak noodles	7.1.5.2.1.9
khao piak sen	7.1.5.2.18.4
khao poon noodles	7.1.5.3.1.9
khao poon paste	7.1.5.2.13.9
khao poon paste	7.1.5.3.13.5
khao soi meat sauce	7.1.5.1.13.9
khao soi noodles	7.1.5.1.1.6
khao yum	7.1.4.3.18.4
Khar	5.5.5.1.16.3
Khar	5.5.5.1.18.1
Khar	5.5.5.1.21.3
Khar	5.5.5.1.22.7
Khar	5.5.5.2.21.3
Khar	5.7.1.1.21.4
kharak	4.6.4.1.3.2
kharak	4.6.4.2.19.2
kharak	4.6.4.2.3.2
kharak	4.6.4.3.3.2
kharak	4.6.5.3.3.2
Kharang	5.5.5.3.14.4
Kharang	5.5.5.3.6.9
Kharang chutney	5.5.5.3.13.4
Kharbala date	5.2.1.3.3.17
Kharek	5.4.1.1.18.4
Kharek	5.4.1.1.3.16
Kharmag	6.8.1.2.12.2
Kharmag	6.8.1.2.18.3
Kharmag	6.8.1.2.19.4
Kharmag	6.8.1.2.3.1
Kharmag berries	6.8.1.2.17.3
Kharmag jam	6.8.1.2.13.2
Kharmag juice	6.8.1.2.16.6
Kharmag juice	6.8.1.2.20.5
Kharmag wine	6.8.1.2.20.6
Kharoli	5.5.5.1.13.2
Kharoli	5.5.5.1.14.3
Khas khas	5.5.3.3.5.11
Khassi ka maans	5.5.3.2.6.9
Khastawi dates	4.4.2.2.3.3
Khat	3.3.1.4.18.2
Khat leaves	3.3.1.2.18.8
Khat leaves	3.3.1.3.18.10
Khat leaves	3.3.1.5.18.10
Khatai	5.5.3.3.12.6
Khatai	5.5.3.3.14.9
Khatai	5.5.3.3.8.18
Khatbat	4.5.6.3.6.12
Khatlon almonds	8.1.4.3.18.9
Khatlon pistachios	8.1.4.3.18.8
Khatta bhaji	5.4.5.3.7.8
khau cam leaves	7.1.7.2.18.5
Khaw iong rice	5.5.5.3.1.5
Khaw iong rice	5.5.5.3.18.2
Khaw mynri rice	5.5.5.3.1.6
Khaw mynri rice	5.5.5.3.18.3
Khawaja dates	4.5.3.2.3.5
Khawlani coffee	4.5.2.3.20.4
Khawlani coffee beans	4.5.2.3.5.3
khayakh	8.2.3.1.10.2
khayakh	8.2.3.1.11.7
Khazravi dates	4.6.4.1.18.6
KHB craft beer	2.9.5.3.20.3
Khed janna	5.5.2.4.1.7
Khejri wood	5.3.4.1.24.3
Khejur gur	5.5.1.2.15.3
Khejur rosh	5.5.1.1.20.4
Khejur rosh	5.5.1.2.16.7
Khejur rosh	5.5.1.2.20.3
khemere	3.7.8.3.20.4
khemere	3.7.8.4.20.2
Kherson tomatoes	2.8.2.3.2.3
Kherson watermelon	2.8.2.3.3.4
Khesab dates	4.4.3.1.3.7
Khesari	5.5.4.1.4.8
Khesari dal	5.5.1.2.4.7
Khesari dal	5.5.3.1.4.4
Khesari dal	5.5.4.2.4.4
Khesari kalai	5.5.1.3.4.3
Khesari saag	5.5.3.1.7.5
Khesari saag	5.5.4.1.7.1
Khesari saag	5.5.4.2.7.2
Khevsur beer	4.2.1.5.20.3
khewra salt	5.2.1.2.21.1
Khichiya papad	5.4.1.3.14.10
Khikhvi grapes	4.2.1.2.3.4
khiki cheese	4.6.2.1.11.7
khiki cheese	4.6.2.1.18.8
Khimad	5.4.2.1.20.3
khinkali dough	4.2.1.1.23.1
khinkali dough	4.2.1.2.23.3
khinkali dough	4.2.1.5.23.1
Khirni	5.3.3.1.18.5
Khirni	5.3.5.3.3.18
khirret	4.4.3.2.15.4
khirret pollen	4.4.3.2.18.1
khishni	4.4.2.2.6.12
khishni	4.4.2.3.6.10
khishni	4.4.3.2.6.8
Khistawi dates	4.4.3.3.3.12
Khliang syiar	5.5.5.3.19.4
Khliang syiar	5.5.5.3.7.4
khlii	3.1.1.1.14.9
khmeli suneli	4.2.1.3.8.12
Khmer basil	7.1.6.2.7.2
Khneizi dates	4.5.6.1.3.2
Khoa	5.3.2.1.11.7
Khoa	5.3.2.2.11.7
Khoa	5.3.2.3.11.9
Khoa	5.3.3.2.11.8
Khoa	5.3.3.3.11.10
Khoa	5.3.4.1.11.9
Khoa	5.3.4.2.11.8
Khoa	5.3.4.3.11.6
Khoa	5.3.4.4.11.8
Khoa	5.3.5.1.11.9
Khoa	5.3.5.2.11.10
Khoa	5.3.5.3.11.8
Khoa	5.3.5.4.11.9
Khoa	5.4.2.2.11.8
Khoa	5.4.2.3.11.10
Khoa	5.5.5.1.11.7
Khoa	5.7.1.1.11.7
Khobz	4.5.1.1.1.11
Khobz	4.5.4.4.1.8
khobz	3.1.1.2.1.11
khobz flour	3.1.2.1.1.10
Khobz mulawah	4.5.4.4.1.7
Khobz mulawah	4.5.4.4.18.3
Khobz mulawah	4.5.4.4.23.1
Khoi	5.5.1.1.1.9
Khoi	5.5.1.2.1.10
Khoi	5.5.1.3.1.8
Khola chili	5.4.3.1.2.28
Khola chilli	5.4.3.1.18.5
Khola chilli	5.4.3.1.8.1
Kholihona	5.5.5.1.6.13
kholodets	2.8.2.4.18.6
Khomuul	6.8.1.2.18.4
Khomuul	6.8.1.2.19.2
Khomuul	6.8.1.2.2.5
Khomuul	6.8.1.2.9.2
Khomuul flower buds	6.8.1.2.2.7
Khomuul flowers	6.8.1.2.17.2
Khomuul flowers	6.8.1.2.7.4
Khomuul shoots	6.8.1.2.7.1
Khoneizi dates	4.5.3.2.3.3
Khoormog	6.8.1.2.11.2
Khoormog	6.8.1.2.12.1
Khoormog	6.8.1.2.14.1
Khoormog	6.8.1.2.16.5
Khoormog	6.8.1.2.20.1
Khoormog starter culture	6.8.1.2.22.1
Khorasani imli	5.4.4.1.12.8
Khorasani imli	5.4.4.1.18.8
Khorasani imli	5.4.4.1.3.8
Khorezm fish	8.1.3.4.18.7
Khorezm non	8.1.3.4.1.13
Khorezm non	8.1.3.4.18.3
Khorezm rice	8.1.3.4.18.6
Khorisa	5.5.5.1.13.4
Khorisa	5.5.5.1.14.1
Khorisa	5.5.5.1.18.7
Khorisa achar	5.5.5.1.13.5
khoshtili noodles	4.6.5.2.1.8
khoshtili noodles	4.6.5.2.18.5
Khost tukuni bread	5.1.3.2.1.14
Khost tukuni bread	5.1.3.2.18.11
Khothra starter	4.4.1.3.22.4
Khouat Allig dates	3.1.3.4.3.3
khoumassi couscous	3.1.1.3.18.4
khoumassi couscous semolina	3.1.1.3.1.3
Khovsgol whitefish	6.8.1.4.18.3
Khovsgol whitefish	6.8.1.4.6.11
Khoya	5.3.3.1.11.9
Khoya	5.3.3.4.11.9
Khoya	5.3.3.4.18.2
Khoya	5.4.1.2.11.9
Khoya	5.4.1.3.11.9
Khoya	5.4.1.3.6.9
Khoya	5.4.1.4.11.6
